continue number,area code,ICAO identifier,ICAO code,runway length,runway width,runway latitude,runway longitude,runway desc
0,USA,27AZ,K2,03906,040,N33545232,W113100408,                      
0,USA,27C ,K5,02010,100,N43374450,W085154530,                      
0,USA,27C ,K5,02027,100,N43374949,W085154580,                      
0,USA,27C ,K5,02010,100,N43375110,W085153910,                      
0,USA,27C ,K5,02027,100,N43375031,W085152565,                      
0,USA,27FA,K7,00448,060,N27482435,W082082991,                      
0,USA,27FA,K7,00448,060,N27482029,W082082791,                      
0,USA,27IA,K3,01800,060,N40450408,W092020256,                      
0,USA,27IA,K3,01800,060,N40450637,W092013936,                      
0,USA,27K ,K5,05498,100,N38133947,W084261978,                      
0,USA,27K ,K5,05498,100,N38142846,W084254994,                      
0,USA,27KS,K3,03000,150,N39075974,W101430289,                      
0,USA,27KS,K3,03000,150,N39073764,W101423751,                      
0,USA,27MD,K6,03250,050,N39055949,W075535813,                      
0,USA,27MD,K6,03250,050,N39054760,W075532395,                      
0,USA,27MS,K7,02272,050,N32453901,W089243874,                      
0,USA,27MS,K7,02272,050,N32452028,W089242403,                      
0,USA,27P ,K3,02995,100,N42200262,W093065167,                      
0,USA,27P ,K3,02995,100,N42193516,W093065141,                      
0,USA,27R ,K4,04300,060,N30520529,W100363923,                      
0,USA,27R ,K4,04300,060,N30512272,W100363897,                      
0,USA,27TX,K4,01194,050,N30071400,W096424900,                      
0,USA,27TX,K4,01194,050,N30070600,W096423900,                      
0,USA,27W ,K1,02473,100,N47491395,W120432871,                      
0,USA,27W ,K1,02473,100,N47490583,W120425453,                      
0,USA,27XS,K4,04091,120,N29503750,W095570000,                      
0,USA,27XS,K4,04091,120,N29495700,W095565980,                      
0,USA,28AL,K7,01500,050,N32255790,W086223705,                      
0,USA,28AL,K7,01500,050,N32260130,W086222000,                      
0,USA,28IA,K3,01900,100,N40591700,W091053100,                      
0,USA,28IA,K3,01900,100,N40585958,W091052178,                      
0,USA,28J ,K7,06000,100,N29392813,W081415996,                      
0,USA,28J ,K7,03510,075,N29394306,W081412649,                      
0,USA,28J ,K7,06000,100,N29393071,W081405714,                      
0,USA,28J ,K7,03510,075,N29390944,W081411651,                      
0,USA,28M ,K6,01760,060,N42013887,W070502034,                      
0,USA,28M ,K6,01760,060,N42012214,W070501399,                      
0,USA,28N ,K6,01800,100,N39322596,W074581420,                      
0,USA,28N ,K6,01800,100,N39321895,W074575307,                      
0,USA,28TT,K4,02058,080,N31593984,W097001800,                      
0,USA,28TT,K4,02058,080,N31595028,W096595748,                      
0,USA,28U ,K1,01840,030,N43253661,W117205199,                      
0,USA,28U ,K1,01840,030,N43252222,W117203675,                      
0,USA,29C ,K5,01800,085,N44025725,W082545244,                      
0,USA,29C ,K5,01800,085,N44023948,W082545139,                      
0,USA,29D ,K6,04500,075,N41084661,W080103332,                      
0,USA,29D ,K6,04500,075,N41084490,W080093454,                      
0,USA,29F ,K4,03900,060,N34235350,W101453570,                      
0,USA,29F ,K4,03900,060,N34231490,W101453570,                      
0,USA,29IA,K3,03049,080,N40453749,W095372708,                      
0,USA,29IA,K3,03049,080,N40450762,W095372198,                      
0,USA,29KS,K3,04600,100,N37455982,W097103493,                      
0,USA,29KS,K3,02460,100,N37455951,W097104542,                      
0,USA,29KS,K3,02460,100,N37453517,W097104545,                      
0,USA,29KS,K3,04600,100,N37451437,W097103439,                      
0,USA,29KY,K5,01882,080,N38530992,W084153129,                      
0,USA,29KY,K5,01882,080,N38525214,W084152423,                      
0,USA,29N ,K6,02086,190,N39312742,W075030013,                      
0,USA,29N ,K6,02086,190,N39312542,W075023363,                      
0,USA,29OR,K1,01915,070,N44005440,W120164920,                      
0,USA,29OR,K1,01915,070,N44003550,W120165010,                      
0,USA,2A0 ,K7,05001,100,N35284875,W084560637,                      
0,USA,2A0 ,K7,05001,100,N35293221,W084553751,                      
0,USA,2A1 ,K7,03498,075,N36204164,W084564809,                      
0,USA,2A1 ,K7,03498,075,N36211623,W084564781,                      
0,USA,2A2 ,K4,04795,050,N35385177,W092243401,                      
0,USA,2A2 ,K4,04795,050,N35391556,W092234941,                      
0,USA,2A5 ,K7,03800,040,N35542439,W079371001,                      
0,USA,2A5 ,K7,03800,040,N35550046,W079365704,                      
0,USA,2A6 ,K4,04469,050,N34351552,W091100913,                      
0,USA,2A6 ,K4,04469,050,N34343811,W091094065,                      
0,USA,2A8 ,K7,02644,112,N34125310,W087094122,                      
0,USA,2A8 ,K7,02644,112,N34131032,W087091752,                      
0,USA,2B1 ,K6,02035,050,N41405813,W070240924,                      
0,USA,2B1 ,K6,02700,060,N41410333,W070242723,                      
0,USA,2B1 ,K6,02060,060,N41411610,W070241403,                      
0,USA,2B1 ,K6,02035,050,N41411345,W070235560,                      
0,USA,2B1 ,K6,02700,060,N41411070,W070235623,                      
0,USA,2B1 ,K6,02060,060,N41410019,W070240378,                      
0,USA,2B3 ,K6,01981,060,N43232400,W072114038,                      
0,USA,2B3 ,K6,03448,050,N43232126,W072111279,                      
0,USA,2B3 ,K6,01981,060,N43232000,W072111411,                      
0,USA,2B3 ,K6,03448,050,N43225486,W072110406,                      
0,USA,2B7 ,K6,04003,100,N44462598,W069223395,                      
0,USA,2B7 ,K6,04003,100,N44454740,W069222191,                      
0,USA,2B9 ,K6,02300,080,N43525190,W072151608,                      
0,USA,2B9 ,K6,02300,080,N43531089,W072145884,                      
0,USA,2C5 ,K5,03300,100,N42151077,W085511503,                      
0,USA,2C5 ,K5,03300,100,N42151074,W085505952,                      
0,USA,2C6 ,K5,02809,150,N40461323,W090043375,                      
0,USA,2C6 ,K5,02809,150,N40463952,W090042203,                      
0,USA,2C8 ,K3,03299,060,N48471721,W097380089,                      
0,USA,2C8 ,K3,03299,060,N48464558,W097374929,                      
0,USA,2CL1,K2,02326,020,N39271655,W121174443,                      
0,USA,2CL1,K2,02326,020,N39272095,W121171532,                      
0,USA,2D1 ,K5,02088,130,N40581867,W081060881,                      
0,USA,2D1 ,K5,02088,130,N40581848,W081054158,                      
0,USA,2D5 ,K3,03505,060,N46103891,W098050769,                      
0,USA,2D5 ,K3,02001,120,N46102745,W098044655,                      
0,USA,2D5 ,K3,03505,060,N46101600,W098043038,                      
0,USA,2D5 ,K3,02001,120,N46100770,W098044659,                      
0,USA,2D7 ,K5,03175,115,N40384713,W081333633,                      
0,USA,2D7 ,K5,03175,115,N40384667,W081331016,                      
0,USA,2E2 ,K5,02700,090,N42571220,W082463346,                      
0,USA,2E2 ,K5,02700,090,N42565247,W082463238,                      
0,USA,2E6 ,K3,02070,140,N45321403,W098054706,                      
0,USA,2E6 ,K3,02070,140,N45315443,W098053882,                      
0,USA,2E7 ,K4,03225,050,N35150469,W100324848,                      
0,USA,2E7 ,K4,03225,050,N35143279,W100324843,                      
0,USA,2F0 ,K4,02755,050,N30541993,W101533882,                      
0,USA,2F0 ,K4,02755,050,N30542498,W101530774,                      
0,USA,2F1 ,K4,03600,060,N35142236,W100110687,                      
0,USA,2F1 ,K4,03600,060,N35134675,W100110730,                      
0,USA,2F4 ,K4,02543,033,N33105180,W101492472,                      
0,USA,2F4 ,K4,02543,033,N33105138,W101485479,                      
0,USA,2F6 ,K4,02600,040,N36210502,W096003738,                      
0,USA,2F6 ,K4,03002,060,N36213392,W096003965,                      
0,USA,2F6 ,K4,03002,060,N36210512,W096003993,                      
0,USA,2F6 ,K4,02600,040,N36213073,W096003711,                      
0,USA,2F7 ,K4,03907,060,N33175365,W095534601,                      
0,USA,2F7 ,K4,03907,060,N33171503,W095534815,                      
0,USA,2FA1,K7,01515,100,N29151205,W081120193,                      
0,USA,2FA1,K7,01515,100,N29145705,W081120192,                      
0,USA,2G1 ,K5,02181,038,N41395134,W081115517,                      
0,USA,2G1 ,K5,02181,038,N41401137,W081114455,                      
0,USA,2G2 ,K5,05001,075,N40215547,W080422927,                      
0,USA,2G2 ,K5,05001,075,N40212102,W080414296,                      
0,USA,2G4 ,K6,05000,075,N39344619,W079204070,                      
0,USA,2G4 ,K6,05000,075,N39345567,W079193804,                      
0,USA,2G9 ,K6,05002,075,N40020618,W079012070,                      
0,USA,2G9 ,K6,02729,150,N40022289,W079010701,                      
0,USA,2G9 ,K6,05002,075,N40023369,W079002726,                      
0,USA,2G9 ,K6,02729,150,N40020730,W079004386,                      
0,USA,2GA0,K7,03816,050,N33313967,W083384187,                      
0,USA,2GA0,K7,03816,050,N33313318,W083375746,                      
0,USA,2GA2,K7,03000,050,N32232311,W081165629,                      
0,USA,2GA2,K7,03708,200,N32233973,W081164992,                      
0,USA,2GA2,K7,03000,050,N32235136,W081164547,                      
0,USA,2GA2,K7,03708,200,N32232091,W081161280,                      
0,USA,2H0 ,K5,01446,180,N39243227,W088504126,                      
0,USA,2H0 ,K5,02336,180,N39244287,W088504625,                      
0,USA,2H0 ,K5,04098,075,N39250575,W088505119,                      
0,USA,2H0 ,K5,01446,180,N39244321,W088502941,                      
0,USA,2H0 ,K5,02336,180,N39242527,W088502699,                      
0,USA,2H0 ,K5,04098,075,N39242525,W088505088,                      
0,USA,2H2 ,K3,03001,060,N36575910,W093414275,                      
0,USA,2H2 ,K3,03001,060,N36572944,W093414355,                      
0,USA,2H4 ,K5,02396,100,N42214664,W085331865,                      
0,USA,2H4 ,K5,02396,100,N42215683,W085331819,                      
0,USA,2H5 ,K4,04400,100,N29301807,W095540042,                      
0,USA,2H5 ,K4,04400,100,N29293586,W095534807,                      
0,USA,2H9 ,K3,03400,040,N48401640,W099512030,                      
0,USA,2H9 ,K3,03400,040,N48394501,W099510246,                      
0,USA,2I0 ,K5,06051,100,N37210271,W087242291,                      
0,USA,2I0 ,K5,06051,100,N37213996,W087232427,                      
0,USA,2IL3,K5,02150,200,N41310763,W090224595,                      
0,USA,2IL3,K5,02150,200,N41304612,W090224546,                      
0,USA,2IL9,K5,03400,040,N41254706,W087470703,                      
0,USA,2IL9,K5,03400,040,N41261300,W087463871,                      
0,USA,2IS ,K7,05902,075,N26442717,W081032695,                      
0,USA,2IS ,K7,05902,075,N26434606,W081024068,                      
0,USA,2J3 ,K7,05002,100,N32592307,W082232971,                      
0,USA,2J3 ,K7,05002,100,N32585563,W082224084,                      
0,USA,2J5 ,K7,05001,075,N32535902,W081580110,                      
0,USA,2J5 ,K7,05001,075,N32531070,W081574847,                      
0,USA,2J8 ,K7,02600,200,N29145127,W081274428,                      
0,USA,2J8 ,K7,02600,200,N29150899,W081272297,                      
0,USA,2J9 ,K7,02974,075,N30360100,W084333656,                      
0,USA,2J9 ,K7,02974,075,N30354415,W084331745,                      
0,USA,2K1 ,K4,01220,030,N36395619,W097483750,                      
0,USA,2K1 ,K4,02320,430,N36395544,W097483120,                      
0,USA,2K1 ,K4,01220,030,N36394509,W097483165,                      
0,USA,2K1 ,K4,02320,430,N36393250,W097483120,                      
0,USA,2K4 ,K4,04199,075,N34535417,W099314152,                      
0,USA,2K4 ,K4,04199,075,N34531265,W099314160,                      
0,USA,2K6 ,K3,02510,040,N37230374,W096161512,                      
0,USA,2K6 ,K3,02510,040,N37223895,W096161680,                      
0,USA,2K7 ,K3,02998,046,N37255195,W095385897,                      
0,USA,2K7 ,K3,02100,045,N37262021,W095384543,                      
0,USA,2K7 ,K3,02998,046,N37261795,W095384113,                      
0,USA,2K7 ,K3,02100,045,N37260121,W095383493,                      
0,USA,2K8 ,K3,03200,060,N37164714,W097453150,                      
0,USA,2K8 ,K3,03200,060,N37161550,W097453150,                      
0,USA,2K9 ,K4,03710,030,N35501662,W095400296,                      
0,USA,2K9 ,K4,03710,030,N35493992,W095400245,                      
0,USA,2KL ,K4,02649,110,N30360548,W098244493,                      
0,USA,2KL ,K4,02649,110,N30354890,W098242143,                      
0,USA,2KS3,K3,02300,060,N38502914,W098290797,                      
0,USA,2KS3,K3,02300,060,N38500640,W098290787,                      
0,USA,2KS4,K3,02400,050,N38511049,W098400582,                      
0,USA,2KS4,K3,02400,050,N38504677,W098400569,                      
0,USA,2KS6,K3,02700,050,N39451455,W096013377,                      
0,USA,2KS6,K3,02700,050,N39444818,W096013907,                      
0,USA,2KS8,K3,01900,040,N39065869,W098241040,                      
0,USA,2KS8,K3,01900,040,N39064013,W098241403,                      
0,USA,2L0 ,K4,03000,075,N31204674,W092263671,                      
0,USA,2L0 ,K4,03000,075,N31201704,W092263704,                      
0,USA,2L1 ,K3,02914,050,N47543430,W097384268,                      
0,USA,2L1 ,K3,02914,050,N47541464,W097381323,                      
0,USA,2LA7,K4,03293,025,N32574105,W091253659,                      
0,USA,2LA7,K4,03293,025,N32581310,W091252962,                      
0,USA,2LL3,K5,01665,100,N40040757,W089161961,                      
0,USA,2LL3,K5,01665,100,N40035112,W089161983,                      
0,USA,2M0 ,K5,04099,076,N37064069,W087514404,                      
0,USA,2M0 ,K5,04099,076,N37070826,W087510695,                      
0,USA,2M1 ,K3,04400,070,N39005189,W094052536,                      
0,USA,2M1 ,K3,04400,070,N39012957,W094045749,                      
0,USA,2M2 ,K7,05003,100,N35142755,W087153562,                      
0,USA,2M2 ,K7,05003,100,N35133943,W087152158,                      
0,USA,2M4 ,K7,03602,075,N32213494,W089292319,                      
0,USA,2M4 ,K7,03602,075,N32210067,W089291165,                      
0,USA,2M7 ,K5,02800,090,N45320554,W084183938,                      
0,USA,2M7 ,K5,02800,090,N45314210,W084181854,                      
0,USA,2M8 ,K7,03499,075,N35170178,W089555149,                      
0,USA,2M8 ,K7,01600,075,N35164605,W089561085,                      
0,USA,2M8 ,K7,03499,075,N35162729,W089555474,                      
0,USA,2M8 ,K7,01600,075,N35163024,W089561154,                      
0,USA,2MI0,K5,01500,075,N43041758,W086015534,                      
0,USA,2MI0,K5,01500,075,N43042516,W086013798,                      
0,USA,2MI3,K5,01854,075,N43083586,W084363561,                      
0,USA,2MI3,K5,01854,075,N43083532,W084361061,                      
0,USA,2MI4,K5,00600,040,N44424937,W084040610,                      
0,USA,2MI4,K5,00600,040,N44425100,W084035811,                      
0,USA,2MN4,K3,02640,070,N43355443,W094152838,                      
0,USA,2MN4,K3,02640,070,N43355443,W094145250,                      
0,USA,2MO ,K3,03195,060,N37041959,W093530269,                      
0,USA,2MO ,K3,03195,060,N37034796,W093530348,                      
0,USA,2MS3,K7,01925,075,N33365400,W088221400,                      
0,USA,2MS3,K7,01925,075,N33363900,W088220000,                      
0,USA,2MU9,K3,02300,050,N38580571,W091070921,                      
0,USA,2MU9,K3,02300,050,N38574381,W091070139,                      
0,USA,2N6 ,K6,01590,070,N40013871,W074413733,                      
0,USA,2N6 ,K6,01590,070,N40013638,W074411711,                      
0,USA,2NE8,K3,02100,060,N40375357,W096334883,                      
0,USA,2NE8,K3,02100,060,N40373310,W096334434,                      
0,USA,2O1 ,K2,04105,060,N39563534,W120570951,                      
0,USA,2O1 ,K2,04105,060,N39564087,W120561731,                      
0,USA,2O3 ,K2,03217,050,N38350393,W122260974,                      
0,USA,2O3 ,K2,03217,050,N38343227,W122260573,                      
0,USA,2O6 ,K2,03253,060,N37065920,W120150339,                      
0,USA,2O6 ,K2,03253,060,N37063648,W120143496,                      
0,USA,2O7 ,K2,01498,030,N36485862,W118122736,                      
0,USA,2O7 ,K2,03533,060,N36491402,W118122573,                      
0,USA,2O7 ,K2,01498,030,N36490410,W118121024,                      
0,USA,2O7 ,K2,03533,060,N36484181,W118120890,                      
0,USA,2O8 ,K4,04001,060,N35304575,W098203344,                      
0,USA,2O8 ,K4,04001,060,N35300619,W098203302,                      
0,USA,2OH6,K5,01850,130,N40005161,W084165360,                      
0,USA,2OH6,K5,01850,130,N40003332,W084165328,                      
0,USA,2OH7,K5,01208,100,N39312335,W084374142,                      
0,USA,2OH7,K5,01208,100,N39311140,W084374152,                      
0,USA,2OK1,K4,03830,040,N34115123,W096310717,                      
0,USA,2OK1,K4,03830,040,N34111334,W096310717,                      
0,USA,2OK2,K4,02700,030,N35195890,W097160890,                      
0,USA,2OK2,K4,02700,030,N35193245,W097161319,                      
0,USA,2P2 ,K5,02250,150,N45230429,W086553129,                      
0,USA,2P2 ,K5,02232,150,N45232993,W086553775,                      
0,USA,2P2 ,K5,02250,150,N45232446,W086551807,                      
0,USA,2P2 ,K5,02232,150,N45231224,W086551910,                      
0,USA,2P7 ,K5,02840,050,N40031074,W080574917,                      
0,USA,2P7 ,K5,02840,050,N40033868,W080574579,                      
0,USA,2PN1,K6,01600,100,N41585806,W077310459,                      
0,USA,2PN1,K6,01600,100,N41584715,W077311993,                      
0,USA,2R0 ,K7,05000,075,N31381387,W088381721,                      
0,USA,2R0 ,K7,05000,075,N31385358,W088375839,                      
0,USA,2R2 ,K5,04400,100,N39451018,W086283041,                      
0,USA,2R2 ,K5,04400,100,N39442671,W086283081,                      
0,USA,2R4 ,K7,03701,075,N30383375,W086593655,                      
0,USA,2R4 ,K7,03701,075,N30375713,W086593775,                      
0,USA,2R5 ,K7,03998,080,N30295681,W088165011,                      
0,USA,2R5 ,K7,03998,080,N30301694,W088161077,                      
0,USA,2R6 ,K4,03005,075,N30573914,W092140275,                      
0,USA,2R6 ,K4,03005,075,N30570940,W092140268,                      
0,USA,2R7 ,K4,03000,075,N30491974,W090065804,                      
0,USA,2R7 ,K4,03000,075,N30490027,W090063206,                      
0,USA,2R9 ,K4,03218,060,N28494560,W097515940,                      
0,USA,2R9 ,K4,03218,060,N28491430,W097515269,                      
0,USA,2S1 ,K1,02001,060,N47274071,W122283525,                      
0,USA,2S1 ,K1,02001,060,N47272113,W122283895,                      
0,USA,2S2 ,K1,04500,060,N43080035,W121482238,                      
0,USA,2S2 ,K1,04500,060,N43071790,W121484041,                      
0,USA,2S6 ,K1,02755,050,N45175121,W122571207,                      
0,USA,2S6 ,K1,02755,050,N45173099,W122571678,                      
0,USA,2S7 ,K1,03749,060,N42345984,W121524243,                      
0,USA,2S7 ,K1,03749,060,N42342713,W121524705,                      
0,USA,2S8 ,K1,03851,060,N47445690,W118445478,                      
0,USA,2S8 ,K1,03851,060,N47452751,W118442139,                      
0,USA,2T1 ,K4,05100,060,N34110105,W102385757,                      
0,USA,2T1 ,K4,05100,060,N34111192,W102375830,                      
0,USA,2T2 ,K5,02000,100,N39010191,W088322107,                      
0,USA,2T2 ,K5,02000,100,N39004215,W088322164,                      
0,USA,2TA0,K4,01455,065,N30503605,W098162597,                      
0,USA,2TA0,K4,01455,065,N30504914,W098161901,                      
0,USA,2TA8,K4,05499,075,N26514784,W098134104,                      
0,USA,2TA8,K4,05499,075,N26511176,W098125555,                      
0,USA,2TE2,K4,02800,150,N32495854,W097321083,                      
0,USA,2TE2,K4,02800,150,N32493218,W097320076,                      
0,USA,2U0 ,K1,05400,150,N43294577,W115332394,                      
0,USA,2U0 ,K1,05400,150,N43300244,W115321433,                      
0,USA,2U5 ,K1,02000,015,N45593143,W114502364,                      
0,USA,2U5 ,K1,02000,015,N45591294,W114503357,                      
0,USA,2U7 ,K1,04300,150,N44125153,W114555815,                      
0,USA,2U7 ,K1,04300,150,N44121000,W114561054,                      
0,USA,2U8 ,K1,02100,075,N44431620,W115002396,                      
0,USA,2U8 ,K1,02100,075,N44433165,W115000455,                      
0,USA,2UT2,K2,02071,040,N37313925,W112395145,                      
0,USA,2UT2,K2,02071,040,N37314542,W112392693,                      
0,USA,2V5 ,K2,05399,075,N40062810,W102142833,                      
0,USA,2V5 ,K2,05399,075,N40053476,W102142811,                      
0,USA,2V6 ,K2,03277,060,N40063761,W102430734,                      
0,USA,2V6 ,K2,04201,075,N40063649,W102425492,                      
0,USA,2V6 ,K2,03277,060,N40061556,W102423646,                      
0,USA,2V6 ,K2,04201,075,N40055522,W102424915,                      
0,USA,2VA ,K3,02400,100,N43270714,W096242421,                      
0,USA,2VA ,K3,02400,100,N43265250,W096235861,                      
0,USA,2VA3,K6,03200,100,N37191213,W077521313,                      
0,USA,2VA3,K6,03200,100,N37184903,W077514603,                      
0,USA,2VG2,K6,05100,100,N38583061,W077523953,                      
0,USA,2VG2,K6,05100,100,N38580517,W077514378,                      
0,USA,2W2 ,K6,01840,030,N39280457,W077010895,                      
0,USA,2W2 ,K6,01840,030,N39275766,W077005601,                      
0,USA,2W3 ,K1,02990,036,N46523268,W122152420,                      
0,USA,2W3 ,K1,02990,036,N46520326,W122152776,                      
0,USA,2W5 ,K6,03740,075,N38353095,W077042276,                      
0,USA,2W5 ,K6,03740,075,N38360780,W077041894,                      
0,USA,2W6 ,K6,04150,075,N38185966,W076332585,                      
0,USA,2W6 ,K6,04150,075,N38185091,W076323499,                      
0,USA,2WA2,K1,03892,060,N46524700,W119354800,                      
0,USA,2WA2,K1,03892,060,N46524800,W119345200,                      
0,USA,2WN2,K5,05000,200,N45352670,W091551380,                      
0,USA,2WN2,K5,05000,200,N45343734,W091551380,                      
0,USA,2WY8,K1,01350,100,N44241600,W109164800,                      
0,USA,2WY8,K1,01350,100,N44242900,W109164400,                      
0,USA,2XS1,K4,04600,075,N30132467,W098180761,                      
0,USA,2XS1,K4,04600,075,N30124731,W098181265,                      
0,USA,2XS2,K4,05165,080,N28161126,W100095786,                      
0,USA,2XS2,K4,05165,080,N28152476,W100093384,                      
0,USA,2Y1 ,K3,02480,090,N42190310,W093251109,                      
0,USA,2Y1 ,K3,02480,090,N42190300,W093243808,                      
0,USA,2Y4 ,K3,03503,060,N42231888,W094371433,                      
0,USA,2Y4 ,K3,03503,060,N42230745,W094364788,                      
0,USA,30F ,K4,02600,075,N33080580,W097005019,                      
0,USA,30F ,K4,02600,075,N33074012,W097005209,                      
0,USA,30KS,K3,02597,050,N38014225,W097440214,                      
0,USA,30KS,K3,02597,050,N38011658,W097440210,                      
0,USA,30NE,K3,02600,060,N40213354,W098410887,                      
0,USA,30NE,K3,02600,060,N40210785,W098410901,                      
0,USA,30PA,K6,01169,100,N40084000,W079223800,                      
0,USA,30PA,K6,01169,100,N40083900,W079222300,                      
0,USA,31E ,K6,03670,060,N39400549,W074184217,                      
0,USA,31E ,K6,03670,060,N39394579,W074181575,                      
0,USA,31II,K5,03000,100,N38545403,W084543208,                      
0,USA,31II,K5,03000,100,N38543299,W084540534,                      
0,USA,31KS,K3,02400,075,N37594944,W097553547,                      
0,USA,31KS,K3,02400,075,N37592572,W097553557,                      
0,USA,31VA,K6,05921,060,N37004414,W076352793,                      
0,USA,31VA,K6,05921,060,N37014128,W076351203,                      
0,USA,32A ,K4,05324,075,N35052006,W093260994,                      
0,USA,32A ,K4,05324,075,N35050587,W093250825,                      
0,USA,32IN,K5,02033,100,N38550670,W084583999,                      
0,USA,32IN,K5,02033,100,N38550408,W084581450,                      
0,USA,32PA,K6,02880,040,N40121220,W075260170,                      
0,USA,32PA,K6,02880,040,N40121705,W075253552,                      
0,USA,32S ,K1,03809,075,N46314323,W114032989,                      
0,USA,32S ,K1,03809,075,N46311748,W114025021,                      
0,USA,33A ,K7,02770,030,N35093625,W082073703,                      
0,USA,33A ,K7,02770,030,N35091651,W082071389,                      
0,USA,33ID,K1,01200,060,N43224570,W114461000,                      
0,USA,33J ,K7,03998,100,N31031535,W085523013,                      
0,USA,33J ,K7,03998,100,N31030355,W085514626,                      
0,USA,33K ,K3,03290,056,N37544853,W099240872,                      
0,USA,33K ,K3,03290,056,N37541622,W099241365,                      
0,USA,33M ,K7,03000,050,N34101688,W089411510,                      
0,USA,33M ,K7,03000,050,N34095178,W089405605,                      
0,USA,33N ,K6,04201,075,N39130136,W075362723,                      
0,USA,33N ,K6,04201,075,N39131327,W075353609,                      
0,USA,33R ,K4,03500,060,N31052041,W095095574,                      
0,USA,33R ,K4,03500,060,N31044682,W095094587,                      
0,USA,33S ,K1,03433,040,N47070945,W118233317,                      
0,USA,33S ,K1,03433,040,N47073226,W118231553,                      
0,USA,33U ,K2,06000,060,N40552053,W109235891,                      
0,USA,33U ,K2,06000,060,N40544772,W109225385,                      
0,USA,33V ,K2,05900,075,N40444012,W106164535,                      
0,USA,33V ,K2,04020,100,N40452258,W106161630,                      
0,USA,33V ,K2,05900,075,N40452073,W106155039,                      
0,USA,33V ,K2,04020,100,N40444288,W106161745,                      
0,USA,33VT,K6,01722,100,N44065800,W072340100,                      
0,USA,33VT,K6,01722,100,N44071400,W072335300,                      
0,USA,33XA,K4,02800,040,N32511526,W096184147,                      
0,USA,33XA,K4,02800,040,N32513482,W096181822,                      
0,USA,34G ,K5,03608,100,N41582616,W083552430,                      
0,USA,34G ,K5,03608,100,N41575052,W083552454,                      
0,USA,34M ,K3,03000,050,N36292465,W090005627,                      
0,USA,34M ,K3,03000,050,N36285498,W090005674,                      
0,USA,34R ,K4,03210,060,N29233974,W096572213,                      
0,USA,34R ,K4,03210,060,N29230796,W096572150,                      
0,USA,34SC,K7,02117,060,N33462870,W079580180,                      
0,USA,34SC,K7,02117,060,N33460850,W079575520,                      
0,USA,34XS,K4,00900,050,N30233140,W095322290,                      
0,USA,34XS,K4,00900,050,N30232250,W095322330,                      
0,USA,35A ,K7,03508,060,N34410123,W081384360,                      
0,USA,35A ,K7,03508,060,N34412483,W081381280,                      
0,USA,35C ,K5,02200,100,N43075394,W085301893,                      
0,USA,35C ,K5,02200,100,N43073222,W085301841,                      
0,USA,35D ,K5,04300,075,N42315111,W085494993,                      
0,USA,35D ,K5,04300,075,N42314544,W085485301,                      
0,USA,35D ,K5,01830,150,N42314563,W085492757,                      
0,USA,35ME,K6,01645,030,N43522482,W068534055,                      
0,USA,35ME,K6,01645,030,N43520950,W068533305,                      
0,USA,35S ,K1,03450,060,N45352127,W120405059,                      
0,USA,35S ,K1,03450,060,N45352100,W120400210,                      
0,USA,35TE,K4,02008,040,N30151750,W098492809,                      
0,USA,35TE,K4,02008,040,N30145762,W098492820,                      
0,USA,35TT,K4,02110,035,N32283517,W097300538,                      
0,USA,35TT,K4,02110,035,N32281431,W097300658,                      
0,USA,35TX,K4,01700,075,N32291260,W099493570,                      
0,USA,35TX,K4,01700,075,N32285615,W099493150,                      
0,USA,35X ,K4,01271,040,N33150098,W097331595,                      
0,USA,35X ,K4,01271,040,N33151238,W097330964,                      
0,USA,36K ,K3,02579,090,N37580106,W101152091,                      
0,USA,36K ,K3,03410,040,N37582379,W101153610,                      
0,USA,36K ,K3,02579,090,N37582207,W101150268,                      
0,USA,36K ,K3,03410,040,N37575375,W101151678,                      
0,USA,36KS,K3,02690,050,N37281820,W095203973,                      
0,USA,36KS,K3,02690,050,N37284447,W095203451,                      
0,USA,36NC,K7,02007,100,N35375000,W081204800,                      
0,USA,36NC,K7,02007,100,N35374000,W081202700,                      
0,USA,37F ,K4,03200,050,N33282326,W099351090,                      
0,USA,37F ,K4,03200,050,N33275161,W099350989,                      
0,USA,37K ,K4,04400,075,N33555495,W097174266,                      
0,USA,37K ,K4,04400,075,N33551199,W097175105,                      
0,USA,37M ,K3,02000,060,N36023238,W090090031,                      
0,USA,37M ,K3,02648,047,N36024037,W090090269,                      
0,USA,37M ,K3,02000,060,N36024037,W090083803,                      
0,USA,37M ,K3,02648,047,N36021418,W090090273,                      
0,USA,37MO,K3,02260,060,N39340923,W094110489,                      
0,USA,37MO,K3,02260,060,N39334689,W094110489,                      
0,USA,37MS,K7,02000,060,N32233442,W090210302,                      
0,USA,37MS,K7,02000,060,N32231463,W090210302,                      
0,USA,37N ,K3,03195,060,N47290621,W101244903,                      
0,USA,37N ,K3,03195,060,N47284943,W101240964,                      
0,USA,37S ,K1,02700,100,N48001215,W106285861,                      
0,USA,37S ,K1,02700,100,N48002275,W106282217,                      
0,USA,37T ,K4,03000,060,N36100955,W092085213,                      
0,USA,37T ,K4,03000,060,N36094371,W092083411,                      
0,USA,37TX,K4,02200,100,N31191238,W098520728,                      
0,USA,37TX,K4,02200,100,N31192282,W098514503,                      
0,USA,37V ,K3,03000,050,N40204393,W099543366,                      
0,USA,37V ,K3,03000,050,N40201552,W099542254,                      
