continue number,area code,ICAO identifier,ICAO code,runway length,runway width,runway latitude,runway longitude,runway desc
0,CAN,01A ,PA,01176,050,N62562477,W152162256,                      
0,CAN,01A ,PA,01176,050,N62562867,W152155863,                      
0,CAN,05AK,PA,02000,100,N61395881,W149112540,                      
0,CAN,05AK,PA,02000,100,N61401550,W149110340,                      
0,CAN,06AA,PA,01504,070,N60322500,W150490400,                      
0,CAN,06AA,PA,01504,070,N60322400,W150483400,                      
0,CAN,0AA1,PA,04350,075,N60045499,W142302592,                      
0,CAN,0AA1,PA,04350,075,N60044712,W142290164,                      
0,CAN,0AA4,PA,04600,030,N62303884,W153541360,                      
0,CAN,0AA4,PA,04600,030,N62302728,W153523891,                      
0,CAN,0AK ,PA,04000,075,N61573070,W162570771,                      
0,CAN,0AK ,PA,04000,075,N61575193,W162555725,                      
0,CAN,18AA,PA,01663,060,N59215285,W135483349,                      
0,CAN,18AA,PA,01663,060,N59215550,W135480182,                      
0,CAN,20K ,PA,01650,030,N65212500,W149453772,                      
0,CAN,20K ,PA,01650,030,N65210898,W149454420,                      
0,CAN,27AK,PA,01700,050,N61564820,W151022771,                      
0,CAN,27AK,PA,01700,050,N61563868,W151015847,                      
0,CAN,2AK ,PA,01500,055,N61213663,W155263863,                      
0,CAN,2AK ,PA,01500,055,N61212911,W155261215,                      
0,CAN,2K5 ,PA,01900,040,N63223863,W153171967,                      
0,CAN,2K5 ,PA,01900,040,N63225006,W153164668,                      
0,CAN,2X2 ,PA,03600,400,N61445262,W150035003,                      
0,CAN,2X2 ,PA,03600,400,N61442021,W150031973,                      
0,CAN,2Z3 ,PA,00950,040,N64023217,W148515788,                      
0,CAN,2Z3 ,PA,00950,040,N64023105,W148513669,                      
0,CAN,3T4 ,PA,03300,075,N63073213,W142314190,                      
0,CAN,3T4 ,PA,03300,075,N63072564,W142303160,                      
0,CAN,42AK,PA,05000,150,N70062917,W152085303,                      
0,CAN,42AK,PA,05000,150,N70064918,W152064108,                      
0,CAN,4A2 ,PA,03000,075,N60521870,W162163457,                      
0,CAN,4A2 ,PA,03000,075,N60515000,W162162020,                      
0,CAN,4A3 ,PA,05000,999,N61342497,W149292270,                      
0,CAN,4A3 ,PA,05000,999,N61343516,W149274164,                      
0,CAN,4AK ,PA,03000,050,N65281681,W148391800,                      
0,CAN,4AK ,PA,03000,050,N65274752,W148390898,                      
0,CAN,4AK1,PA,05000,150,N69595597,W153052876,                      
0,CAN,4AK1,PA,05000,150,N70003161,W153034973,                      
0,CAN,4AK6,PA,03800,040,N61382175,W149174155,                      
0,CAN,4AK6,PA,03800,040,N61382175,W149162290,                      
0,CAN,4K0 ,PA,03002,060,N59475425,W154081536,                      
0,CAN,4K0 ,PA,03002,060,N59474382,W154072046,                      
0,CAN,4K5 ,PA,03300,060,N57563476,W152282402,                      
0,CAN,4K5 ,PA,03300,060,N57562876,W152272393,                      
0,CAN,51Z ,PA,03400,075,N65084101,W149223359,                      
0,CAN,51Z ,PA,03400,075,N65090582,W149214025,                      
0,CAN,5A8 ,PA,02030,060,N59170683,W158370959,                      
0,CAN,5A8 ,PA,02030,060,N59164757,W158365906,                      
0,CAN,5C5 ,PA,07205,150,N55590448,W133161700,                      
0,CAN,5C5 ,PA,07205,150,N55575443,W133155632,                      
0,CAN,5HO ,PA,02040,060,N60543608,W149371964,                      
0,CAN,5HO ,PA,02040,060,N60541614,W149372460,                      
0,CAN,5KE ,PA,03893,999,N55204915,W131401567,                      
0,CAN,5KE ,PA,03893,999,N55203007,W131391725,                      
0,CAN,5KS ,PA,02400,060,N60205153,W151155781,                      
0,CAN,5KS ,PA,02400,060,N60211222,W151153476,                      
0,CAN,5NK ,PA,01950,050,N58441000,W157020500,                      
0,CAN,5NK ,PA,01836,045,N58440821,W157011938,                      
0,CAN,5NK ,PA,01950,050,N58440932,W157012808,                      
0,CAN,5NK ,PA,01836,045,N58435101,W157010861,                      
0,CAN,5Z5 ,PA,01887,045,N63323379,W150595769,                      
0,CAN,5Z5 ,PA,01887,045,N63322131,W150592686,                      
0,CAN,65AK,PA,02700,075,N61333746,W149223184,                      
0,CAN,65AK,PA,02700,075,N61333747,W149213611,                      
0,CAN,6AK2,PA,01600,060,N61150514,W149581462,                      
0,CAN,6AK2,PA,01600,060,N61150657,W149574205,                      
0,CAN,6R7 ,PA,02750,060,N57125580,W153162805,                      
0,CAN,6R7 ,PA,02750,060,N57131600,W153155474,                      
0,CAN,7AK6,PA,01900,040,N60282877,W150560091,                      
0,CAN,7AK6,PA,01900,040,N60283712,W150552702,                      
0,CAN,80A ,PA,01500,070,N65060921,W151105063,                      
0,CAN,80A ,PA,01500,070,N65061946,W151102545,                      
0,CAN,94Z ,PA,01950,110,N64303415,W165234013,                      
0,CAN,94Z ,PA,01950,110,N64304809,W165230953,                      
0,CAN,9A8 ,PA,03100,060,N57312103,W157241330,                      
0,CAN,9A8 ,PA,03100,060,N57312763,W157231786,                      
0,CAN,9AK9,PA,01900,060,N60331068,W150384600,                      
0,CAN,9AK9,PA,01900,060,N60331077,W150380800,                      
0,CAN,9Z8 ,PA,03284,060,N59072291,W156514940,                      
0,CAN,9Z8 ,PA,03284,060,N59075199,W156512184,                      
0,CAN,9Z9 ,PA,02355,060,N60245437,W149221060,                      
0,CAN,9Z9 ,PA,02355,060,N60243120,W149220866,                      
0,CAN,A61 ,PA,03005,075,N60205168,W162393317,                      
0,CAN,A61 ,PA,03005,075,N60211630,W162390002,                      
0,CAN,A63 ,PA,03000,060,N59044252,W160162243,                      
0,CAN,A63 ,PA,03000,060,N59041406,W160163786,                      
0,CAN,A67 ,PA,02100,035,N59244838,W139022052,                      
0,CAN,A67 ,PA,02100,035,N59245527,W139014227,                      
0,CAN,A68 ,PA,02150,010,N59331987,W139304587,                      
0,CAN,A68 ,PA,02150,010,N59330080,W139302773,                      
0,CAN,A69 ,PA,01900,010,N59150663,W138302421,                      
0,CAN,A69 ,PA,01900,010,N59145047,W138300578,                      
0,CAN,A79 ,PA,02800,060,N56152224,W158470454,                      
0,CAN,A79 ,PA,02800,060,N56151705,W158461585,                      
0,CAN,AA05,PA,00988,020,N57333473,W156472079,                      
0,CAN,AA05,PA,00988,020,N57332669,W156471054,                      
0,CAN,AA10,PA,02000,050,N61315762,W149421610,                      
0,CAN,AA10,PA,02000,050,N61315920,W149413498,                      
0,CAN,AK0 ,PA,01000,025,N61131118,W142533605,                      
0,CAN,AK0 ,PA,01000,025,N61130470,W142532067,                      
0,CAN,AK06,PA,04000,050,N63384173,W148475578,                      
0,CAN,AK06,PA,04000,050,N63380900,W148470657,                      
0,CAN,AK19,PA,01975,075,N62103164,W150035076,                      
0,CAN,AK19,PA,01975,075,N62101221,W150034978,                      
0,CAN,AK51,PA,04000,200,N58380342,W156343265,                      
0,CAN,AK51,PA,04000,200,N58391269,W156351590,                      
0,CAN,AK51,PA,04000,200,N58384270,W156343904,                      
0,CAN,AK51,PA,04000,200,N58383877,W156343745,                      
0,CAN,AK76,PA,01500,010,N59073020,W138244329,                      
0,CAN,AK76,PA,01500,010,N59073905,W138242030,                      
0,CAN,AK92,PA,00600,050,N61381752,W149014104,                      
0,CAN,AK92,PA,00600,050,N61381196,W149014528,                      
0,CAN,AK96,PA,05000,100,N57305405,W157235424,                      
0,CAN,AK96,PA,05000,100,N57310410,W157222461,                      
0,CAN,AQY ,PA,02095,060,N60580052,W149072315,                      
0,CAN,AQY ,PA,02095,060,N60581644,W149065614,                      
0,CAN,CHP ,PA,03669,080,N65291628,W144372211,                      
0,CAN,CHP ,PA,03669,080,N65290225,W144360202,                      
0,CAN,CKU ,PA,01800,060,N60323625,W145435098,                      
0,CAN,CKU ,PA,01800,060,N60323799,W145431517,                      
0,CAN,CKX ,PA,02500,060,N64041164,W141571572,                      
0,CAN,CKX ,PA,02500,060,N64034897,W141565398,                      
0,CAN,CXC ,PA,02850,075,N61351271,W144255743,                      
0,CAN,CXC ,PA,02850,075,N61344635,W144253715,                      
0,CAN,CYQG,CY,09000,200,N42162834,W082580194,                      
0,CAN,CYQG,CY,05150,150,N42162138,W082580572,                      
0,CAN,CYQG,CY,09000,200,N42170001,W082563982,                      
0,CAN,CYQG,CY,05150,150,N42160320,W082571464,                      
0,CAN,CZN ,PA,03000,050,N62043156,W142031152,                      
0,CAN,CZN ,PA,03000,050,N62040504,W142024380,                      
0,CAN,CZO ,PA,02060,060,N62333680,W144403536,                      
0,CAN,CZO ,PA,02060,060,N62335202,W144400630,                      
0,CAN,D66 ,PA,02500,060,N64030479,W145434715,                      
0,CAN,D66 ,PA,02500,060,N64025605,W145425460,                      
0,CAN,GNU ,PA,03300,075,N59065898,W161345507,                      
0,CAN,GNU ,PA,03300,075,N59070961,W161335533,                      
0,CAN,JLA ,PA,02200,060,N60285739,W149434076,                      
0,CAN,JLA ,PA,02200,060,N60290931,W149430412,                      
0,CAN,K29 ,PA,03000,060,N64535496,W163424362,                      
0,CAN,K29 ,PA,03000,060,N64534162,W163414157,                      
0,CAN,KCL ,PA,02200,090,N56183302,W158321982,                      
0,CAN,KCL ,PA,02200,090,N56184593,W158314848,                      
0,CAN,KEB ,PA,01850,050,N59205876,W151553366,                      
0,CAN,KEB ,PA,01850,050,N59211670,W151552746,                      
0,CAN,KEK ,PA,03300,075,N59211193,W157283598,                      
0,CAN,KEK ,PA,03300,075,N59213731,W157275622,                      
0,CAN,L20 ,PA,03900,080,N65182538,W143082784,                      
0,CAN,L20 ,PA,03900,080,N65185757,W143073782,                      
0,CAN,ORI ,PA,02200,075,N57530367,W152511125,                      
0,CAN,ORI ,PA,02200,075,N57530779,W152503127,                      
0,CAN,PAAD,PA,05000,150,N70080149,W146183235,                      
0,CAN,PAAD,PA,05000,150,N70081772,W146161584,                      
0,CAN,PAAK,PA,04500,100,N52133553,W174123159,                      
0,CAN,PAAK,PA,04500,100,N52125263,W174121308,                      
0,CAN,PAAQ,PA,03616,075,N61354196,W149060230,                      
0,CAN,PAAQ,PA,06006,100,N61360943,W149051497,                      
0,CAN,PAAQ,PA,01560,060,N61355318,W149051694,                      
0,CAN,PAAQ,PA,03616,075,N61352787,W149045366,                      
0,CAN,PAAQ,PA,06006,100,N61351522,W149051463,                      
0,CAN,PAAQ,PA,01560,060,N61353782,W149051684,                      
0,CAN,PAAT,PA,05998,150,N52492948,E173101477,                      
0,CAN,PAAT,PA,05998,150,N52502482,E173104922,                      
0,CAN,PABA,PA,04500,100,N70064719,W143401798,                      
0,CAN,PABA,PA,04500,100,N70064722,W143380797,                      
0,CAN,PABE,PA,06400,150,N60461837,W161503661,                      
0,CAN,PABE,PA,04000,075,N60461562,W161502370,                      
0,CAN,PABE,PA,01858,075,N60465274,W161505165,                      
0,CAN,PABE,PA,04000,075,N60465175,W161495162,                      
0,CAN,PABE,PA,06400,150,N60471618,W161494529,                      
0,CAN,PABE,PA,01858,075,N60464134,W161502238,                      
0,CAN,PABG,PA,05002,100,N61100020,W151025887,                      
0,CAN,PABG,PA,02505,060,N61102813,W151032578,                      
0,CAN,PABG,PA,05002,100,N61104346,W151021010,                      
0,CAN,PABG,PA,02505,060,N61102052,W151023720,                      
0,CAN,PABI,PA,09000,150,N63591948,W145435560,                      
0,CAN,PABI,PA,04057,088,N63592928,W145434911,                      
0,CAN,PABI,PA,06115,150,N63595896,W145440775,                      
0,CAN,PABI,PA,09000,150,N64001931,W145423769,                      
0,CAN,PABI,PA,04057,088,N63592783,W145421823,                      
0,CAN,PABI,PA,06115,150,N63592480,W145421488,                      
0,CAN,PABL,PA,03200,075,N65590192,W161092974,                      
0,CAN,PABL,PA,03200,075,N65584533,W161082405,                      
0,CAN,PABP,PA,05100,075,N70080197,W147025282,                      
0,CAN,PABP,PA,05100,075,N70082779,W147004631,                      
0,CAN,PABR,PA,07100,150,N71170553,W156473722,                      
0,CAN,PABR,PA,07100,150,N71170556,W156443652,                      
0,CAN,PABT,PA,05190,150,N66542859,W151321930,                      
0,CAN,PABT,PA,05190,150,N66551177,W151310983,                      
0,CAN,PABV,PA,04012,100,N61244232,W149305830,                      
0,CAN,PABV,PA,01802,050,N61245181,W149303672,                      
0,CAN,PABV,PA,01802,050,N61250552,W149301321,                      
0,CAN,PABV,PA,04012,100,N61251284,W149300597,                      
0,CAN,PACD,PA,04900,150,N55115716,W162435673,                      
0,CAN,PACD,PA,10179,150,N55132050,W162441642,                      
0,CAN,PACD,PA,04900,150,N55115314,W162423259,                      
0,CAN,PACD,PA,10179,150,N55114724,W162431171,                      
0,CAN,PACE,PA,02782,060,N65342914,W144472058,                      
0,CAN,PACE,PA,02782,060,N65342305,W144461906,                      
0,CAN,PACH,PA,03401,060,N61344937,W159132995,                      
0,CAN,PACH,PA,03401,060,N61343990,W159122258,                      
0,CAN,PACI,PA,04000,075,N66383038,W143450347,                      
0,CAN,PACI,PA,04000,075,N66385087,W143435374,                      
0,CAN,PACJ,PA,03300,075,N61523073,W158083126,                      
0,CAN,PACJ,PA,03300,075,N61520132,W158080203,                      
0,CAN,PACK,PA,03230,060,N60082835,W164164625,                      
0,CAN,PACK,PA,03230,060,N60075658,W164164290,                      
0,CAN,PACL,PA,03997,100,N64174513,W149072489,                      
0,CAN,PACL,PA,03997,100,N64181774,W149063421,                      
0,CAN,PACM,PA,03001,075,N61504623,W165345419,                      
0,CAN,PACM,PA,03001,075,N61503447,W165335683,                      
0,CAN,PACR,PA,02979,060,N65495519,W144043430,                      
0,CAN,PACR,PA,02979,060,N65492587,W144043425,                      
0,CAN,PACV,PA,07500,150,N60294816,W145294829,                      
0,CAN,PACV,PA,01934,030,N60292739,W145283585,                      
0,CAN,PACV,PA,07500,150,N60291785,W145273176,                      
0,CAN,PACV,PA,01934,030,N60290834,W145283629,                      
0,CAN,PACX,PA,04011,075,N67145112,W150124121,                      
0,CAN,PACX,PA,04011,075,N67152451,W150114692,                      
0,CAN,PACZ,PA,03955,135,N61463463,W166024243,                      
0,CAN,PACZ,PA,03955,135,N61470868,W166020252,                      
0,CAN,PADE,PA,03320,075,N66035475,W162462665,                      
0,CAN,PADE,PA,02660,075,N66041812,W162462663,                      
0,CAN,PADE,PA,03320,075,N66042052,W162453720,                      
0,CAN,PADE,PA,02660,075,N66040256,W162453480,                      
0,CAN,PADG,PA,06312,100,N68013423,W162544672,                      
0,CAN,PADG,PA,06312,100,N68021690,W162530740,                      
0,CAN,PADK,PA,07790,200,N51524493,W176391866,                      
0,CAN,PADK,PA,07790,200,N51531977,W176373887,                      
0,CAN,PADL,PA,06400,150,N59021261,W158304713,                      
0,CAN,PADL,PA,06400,150,N59030904,W158295256,                      
0,CAN,PADM,PA,03200,100,N61514966,W162020727,                      
0,CAN,PADM,PA,03200,100,N61515240,W162010080,                      
0,CAN,PADQ,PA,05010,150,N57442277,W152293498,                      
0,CAN,PADQ,PA,07534,150,N57450750,W152304741,                      
0,CAN,PADQ,PA,05400,150,N57451511,W152300169,                      
0,CAN,PADQ,PA,05010,150,N57450842,W152285988,                      
0,CAN,PADQ,PA,07534,150,N57450528,W152284963,                      
0,CAN,PADQ,PA,05400,150,N57444898,W152285692,                      
0,CAN,PADU,PA,04500,100,N53540990,W166330486,                      
0,CAN,PADU,PA,04500,100,N53534244,W166321929,                      
0,CAN,PADY,PA,02400,075,N59573091,W162525896,                      
0,CAN,PADY,PA,02400,075,N59575283,W162524131,                      
0,CAN,PAED,PA,10000,200,N61145508,W149503934,                      
0,CAN,PAED,PA,07493,150,N61154343,W149473652,                      
0,CAN,PAED,PA,10000,200,N61151216,W149471802,                      
0,CAN,PAED,PA,07493,150,N61142964,W149473657,                      
0,CAN,PAEE,PA,03242,060,N60130508,W162023297,                      
0,CAN,PAEE,PA,03242,060,N60123355,W162024312,                      
0,CAN,PAEG,PA,03600,075,N64464190,W141094007,                      
0,CAN,PAEG,PA,03600,075,N64464038,W141081710,                      
0,CAN,PAEH,PA,03945,150,N58391199,W162040011,                      
0,CAN,PAEH,PA,03945,150,N58383468,W162033927,                      
0,CAN,PAEI,PA,14530,150,N64410314,W147070452,                      
0,CAN,PAEI,PA,14530,150,N64384948,W147050585,                      
0,CAN,PAEM,PA,04601,100,N62473274,W164292953,                      
0,CAN,PAEM,PA,04601,100,N62464752,W164292388,                      
0,CAN,PAEN,PA,07855,150,N60334934,W151152757,                      
0,CAN,PAEN,PA,01980,075,N60342993,W151141785,                      
0,CAN,PAEN,PA,01980,075,N60344662,W151135738,                      
0,CAN,PAEN,PA,07855,150,N60345325,W151140937,                      
0,CAN,PAEW,PA,02202,035,N60563038,W164383925,                      
0,CAN,PAEW,PA,02202,035,N60561140,W164381767,                      
0,CAN,PAFA,PA,02900,075,N64485780,W147504760,                      
0,CAN,PAFA,PA,11800,150,N64481529,W147525851,                      
0,CAN,PAFA,PA,04510,075,N64480086,W147523224,                      
0,CAN,PAFA,PA,05400,100,N64485800,W147511659,                      
0,CAN,PAFA,PA,02900,075,N64492026,W147500627,                      
0,CAN,PAFA,PA,04510,075,N64483581,W147512804,                      
0,CAN,PAFA,PA,11800,150,N64493510,W147503182,                      
0,CAN,PAFA,PA,05400,100,N64493983,W147495963,                      
0,CAN,PAFB,PA,08575,150,N64501468,W147383129,                      
0,CAN,PAFB,PA,08575,150,N64501611,W147351305,                      
0,CAN,PAFE,PA,04000,100,N56575354,W133550462,                      
0,CAN,PAFE,PA,04000,100,N56573459,W133542310,                      
0,CAN,PAFL,PA,02000,012,N62320464,W153365467,                      
0,CAN,PAFL,PA,02000,012,N62314664,W153363741,                      
0,CAN,PAFM,PA,04000,075,N67055986,W157513847,                      
0,CAN,PAFM,PA,02400,060,N67063401,W157520493,                      
0,CAN,PAFM,PA,04000,075,N67063619,W157505965,                      
0,CAN,PAFM,PA,02400,060,N67062495,W157510893,                      
0,CAN,PAFR,PA,04088,100,N61161697,W149390367,                      
0,CAN,PAFR,PA,04088,100,N61154397,W149391744,                      
0,CAN,PAFS,PA,04001,075,N63005797,W154220911,                      
0,CAN,PAFS,PA,04001,075,N63011565,W154205164,                      
0,CAN,PAGA,PA,02600,050,N64441162,W156564562,                      
0,CAN,PAGA,PA,06000,100,N64440945,W156565939,                      
0,CAN,PAGA,PA,02600,050,N64441180,W156554573,                      
0,CAN,PAGA,PA,06000,100,N64440984,W156550884,                      
0,CAN,PAGB,PA,05182,150,N68290940,W149295593,                      
0,CAN,PAGB,PA,05182,150,N68282426,W149285142,                      
0,CAN,PAGG,PA,01835,040,N59524081,W163100974,                      
0,CAN,PAGG,PA,01835,040,N59522340,W163100013,                      
0,CAN,PAGH,PA,04001,060,N66532588,W157102946,                      
0,CAN,PAGH,PA,04001,060,N66530826,W157085987,                      
0,CAN,PAGK,PA,05001,100,N62094215,W145272381,                      
0,CAN,PAGK,PA,02300,060,N62092196,W145273031,                      
0,CAN,PAGK,PA,02300,060,N62085959,W145272276,                      
0,CAN,PAGK,PA,05001,100,N62085351,W145270741,                      
0,CAN,PAGL,PA,04000,075,N64324572,W163005269,                      
0,CAN,PAGL,PA,04000,075,N64331758,W162595894,                      
0,CAN,PAGM,PA,04500,100,N63462175,W171440493,                      
0,CAN,PAGM,PA,04500,100,N63453788,W171435112,                      
0,CAN,PAGQ,PA,02450,070,N61320486,W149491044,                      
0,CAN,PAGQ,PA,02450,070,N61320485,W149481991,                      
0,CAN,PAGS,PA,03010,060,N58251223,W135430549,                      
0,CAN,PAGS,PA,06720,150,N58255777,W135430221,                      
0,CAN,PAGS,PA,03010,060,N58253461,W135422840,                      
0,CAN,PAGS,PA,06720,150,N58251094,W135413301,                      
0,CAN,PAGT,PA,03200,075,N60275699,W164423515,                      
0,CAN,PAGT,PA,03200,075,N60282105,W164415392,                      
0,CAN,PAGX,PA,04000,075,N62535118,W160035710,                      
0,CAN,PAGX,PA,04000,075,N62531184,W160040096,                      
0,CAN,PAGY,PA,03550,075,N59272423,W135192467,                      
0,CAN,PAGY,PA,03550,075,N59274925,W135183658,                      
0,CAN,PAGZ,PA,03873,111,N65242673,W161165278,                      
0,CAN,PAGZ,PA,03873,111,N65234862,W161165383,                      
0,CAN,PAHC,PA,04000,100,N62110100,W159465158,                      
0,CAN,PAHC,PA,04000,100,N62113473,W159460806,                      
0,CAN,PAHL,PA,04000,075,N65413993,W156214221,                      
0,CAN,PAHL,PA,04000,075,N65420462,W156202782,                      
0,CAN,PAHN,PA,04000,100,N59144457,W135320084,                      
0,CAN,PAHN,PA,04000,100,N59143100,W135304863,                      
0,CAN,PAHO,PA,06701,150,N59382505,W151292915,                      
0,CAN,PAHO,PA,02501,100,N59382980,W151305803,                      
0,CAN,PAHO,PA,06701,150,N59390289,W151274232,                      
0,CAN,PAHO,PA,02501,100,N59384350,W151301758,                      
0,CAN,PAHP,PA,03300,075,N61313981,W166090555,                      
0,CAN,PAHP,PA,03300,075,N61311206,W166083014,                      
0,CAN,PAHU,PA,03381,100,N66023688,W154154308,                      
0,CAN,PAHU,PA,03381,100,N66020458,W154160271,                      
0,CAN,PAHV,PA,02910,060,N63521747,W148581224,                      
0,CAN,PAHV,PA,02910,060,N63514909,W148580339,                      
0,CAN,PAHX,PA,03400,075,N62414905,W159340937,                      
0,CAN,PAHX,PA,03400,075,N62411558,W159340898,                      
0,CAN,PAIG,PA,03000,075,N59192198,W155543387,                      
0,CAN,PAIG,PA,03000,075,N59193112,W155533889,                      
0,CAN,PAII,PA,01500,075,N58110344,W157223039,                      
0,CAN,PAII,PA,05600,100,N58112869,W157230847,                      
0,CAN,PAII,PA,01500,075,N58111299,W157220905,                      
0,CAN,PAII,PA,05600,100,N58104660,W157220094,                      
0,CAN,PAIK,PA,04000,075,N66583231,W160270935,                      
0,CAN,PAIK,PA,04000,075,N66583578,W160252922,                      
0,CAN,PAIL,PA,02998,400,N59453300,W154551500,                      
0,CAN,PAIL,PA,02892,400,N59454000,W154553700,                      
0,CAN,PAIL,PA,05086,100,N59450679,W154552660,                      
0,CAN,PAIL,PA,04800,100,N59454543,W154543462,                      
0,CAN,PAIL,PA,05086,100,N59450469,W154534743,                      
0,CAN,PAIL,PA,04800,100,N59445875,W154544938,                      
0,CAN,PAIL,PA,02892,400,N59451300,W154555500,                      
0,CAN,PAIL,PA,02998,400,N59453700,W154561300,                      
0,CAN,PAIM,PA,04100,150,N65593031,W153430126,                      
0,CAN,PAIM,PA,04100,150,N65593765,W153412386,                      
0,CAN,PAIW,PA,03990,075,N65374065,W168053484,                      
0,CAN,PAIW,PA,03990,075,N65370181,W168054887,                      
0,CAN,PAJC,PA,02600,060,N56183070,W158223669,                      
0,CAN,PAJC,PA,02600,060,N56185183,W158221062,                      
0,CAN,PAJN,PA,08857,150,N58212825,W134354909,                      
0,CAN,PAJN,PA,08857,150,N58210588,W134330863,                      
0,CAN,PAJZ,PA,03300,075,N59434077,W157160788,                      
0,CAN,PAJZ,PA,03300,075,N59433187,W157150597,                      
0,CAN,PAKA,PA,03701,075,N60523647,W146414644,                      
0,CAN,PAKA,PA,03701,075,N60520465,W146411000,                      
0,CAN,PAKF,PA,02150,060,N54510152,W163243466,                      
0,CAN,PAKF,PA,02150,060,N54504312,W163241646,                      
0,CAN,PAKH,PA,03120,050,N56561168,W154112369,                      
0,CAN,PAKH,PA,03120,050,N56562598,W154103390,                      
0,CAN,PAKI,PA,03200,060,N59560955,W164013956,                      
0,CAN,PAKI,PA,03200,060,N59553808,W164014285,                      
0,CAN,PAKK,PA,03002,060,N64560876,W161092951,                      
0,CAN,PAKK,PA,03002,060,N64563576,W161090121,                      
0,CAN,PAKL,PA,04400,110,N58575233,W155062603,                      
0,CAN,PAKL,PA,04400,110,N58575571,W155050238,                      
0,CAN,PAKN,PA,08901,150,N58410218,W156395302,                      
0,CAN,PAKN,PA,04017,100,N58405978,W156385561,                      
0,CAN,PAKN,PA,08901,150,N58400368,W156374763,                      
0,CAN,PAKN,PA,04017,100,N58402180,W156391696,                      
0,CAN,PAKO,PA,03512,135,N52562974,W168512520,                      
0,CAN,PAKO,PA,03512,135,N52562950,W168502788,                      
0,CAN,PAKP,PA,04800,100,N68074244,W151451531,                      
0,CAN,PAKP,PA,04800,100,N68081947,W151435672,                      
0,CAN,PAKT,PA,07500,150,N55214108,W131432578,                      
0,CAN,PAKT,PA,07500,150,N55204827,W131415500,                      
0,CAN,PAKU,PA,06551,150,N70194397,W149372671,                      
0,CAN,PAKU,PA,06551,150,N70195693,W149341936,                      
0,CAN,PAKV,PA,03986,100,N64185487,W158450159,                      
0,CAN,PAKV,PA,03986,100,N64192178,W158435581,                      
0,CAN,PAKW,PA,05000,100,N55342613,W133050104,                      
0,CAN,PAKW,PA,05000,100,N55350436,W133040614,                      
0,CAN,PAKX,PA,03849,100,N60114966,W154195977,                      
0,CAN,PAKX,PA,03849,100,N60115940,W154184618,                      
0,CAN,PAKY,PA,02000,060,N57340300,W154272934,                      
0,CAN,PAKY,PA,02000,060,N57335265,W154265813,                      
0,CAN,PALB,PA,02690,075,N57315897,W153585661,                      
0,CAN,PALB,PA,02690,075,N57321357,W153581549,                      
0,CAN,PALG,PA,03198,075,N61320712,W160211674,                      
0,CAN,PALG,PA,03198,075,N61321186,W160201152,                      
0,CAN,PALH,PA,02200,075,N61112158,W149580549,                      
0,CAN,PALH,PA,02200,075,N61110222,W149574535,                      
0,CAN,PALP,PA,05005,100,N70202445,W150573922,                      
0,CAN,PALP,PA,05005,100,N70205431,W150554295,                      
0,CAN,PALR,PA,03000,060,N67300829,W148293202,                      
0,CAN,PALR,PA,03000,060,N67302423,W148282717,                      
0,CAN,PALT,PA,03300,060,N61053111,W160553545,                      
0,CAN,PALT,PA,03300,060,N61050054,W160551270,                      
0,CAN,PALU,PA,04800,135,N68523486,W166074429,                      
0,CAN,PALU,PA,04800,135,N68522611,W166053566,                      
0,CAN,PAMB,PA,03300,075,N58554300,W158542713,                      
0,CAN,PAMB,PA,03300,075,N58560782,W158534652,                      
0,CAN,PAMC,PA,02000,060,N62572440,W155370781,                      
0,CAN,PAMC,PA,05936,100,N62572775,W155361880,                      
0,CAN,PAMC,PA,02000,060,N62573191,W155362783,                      
0,CAN,PAMC,PA,05936,100,N62564008,W155361682,                      
0,CAN,PAMD,PA,03158,115,N59263915,W146184627,                      
0,CAN,PAMD,PA,01500,125,N59272259,W146182709,                      
0,CAN,PAMD,PA,03158,115,N59270484,W146181184,                      
0,CAN,PAMD,PA,01500,125,N59270983,W146181245,                      
0,CAN,PAMH,PA,04184,100,N63525497,W152183965,                      
0,CAN,PAMH,PA,04184,100,N63532410,W152173362,                      
0,CAN,PAMK,PA,04001,075,N63290764,W162070129,                      
0,CAN,PAMK,PA,04001,075,N63294071,W162061343,                      
0,CAN,PAML,PA,03400,060,N64593230,W150383739,                      
0,CAN,PAML,PA,03400,060,N64590096,W150390511,                      
0,CAN,PAMO,PA,03501,075,N62052672,W163411803,                      
0,CAN,PAMO,PA,03501,075,N62055578,W163403848,                      
0,CAN,PAMR,PA,02000,060,N61123482,W149504251,                      
0,CAN,PAMR,PA,04000,100,N61125725,W149511190,                      
0,CAN,PAMR,PA,02640,075,N61125645,W149510906,                      
0,CAN,PAMR,PA,02000,060,N61124279,W149500516,                      
0,CAN,PAMR,PA,04000,100,N61125724,W149495024,                      
0,CAN,PAMR,PA,02640,075,N61123046,W149510909,                      
0,CAN,PAMX,PA,03501,060,N61260258,W142543120,                      
0,CAN,PAMX,PA,03501,060,N61262972,W142534682,                      
0,CAN,PAMY,PA,03001,075,N60221440,W166163981,                      
0,CAN,PAMY,PA,03001,075,N60222684,W166154567,                      
0,CAN,PANA,PA,03248,060,N60414114,W161584504,                      
0,CAN,PANA,PA,03248,060,N60410924,W161584008,                      
0,CAN,PANC,PA,10600,150,N61101115,W150003000,                      
0,CAN,PANC,PA,12400,200,N61100412,W150023434,                      
