1 continue number,2 area code,3 idertifier,4 latitude,5 longitude,6 airport:,7 ICAO code 2:,8 ICAO code 2:,9 name
0,USA,CFFRB,N41503835,W072440161,KBDL,K6,K6,  
0,USA,CFFRC,N41540803,W072484886,KBDL,K6,K6,  
0,USA,CFFRD,N42015375,W072383879,KBDL,K6,K6,  
0,USA,CFFRF,N41582362,W072335146,KBDL,K6,K6,  
0,USA,DENNO,N42030029,W072322926,KBDL,K6,K6,  
0,USA,DILLN,N41580729,W072493130,KBDL,K6,K6,  
0,USA,DOCEB,N42041136,W072520581,KBDL,K6,K6,  
0,USA,DWOLF,N41500311,W072384185,KBDL,K6,K6,  
0,USA,ELILE,N42040546,W072401524,KBDL,K6,K6,  
0,USA,ERICH,N41422128,W072465549,KBDL,K6,K6,  
0,USA,FARIL,N41575946,W072390481,KBDL,K6,K6,  
0,USA,HADGO,N41575252,W072303475,KBDL,K6,K6,  
0,USA,HADUX,N41480854,W072300771,KBDL,K6,K6,  
0,USA,HOMEY,N41521786,W072354743,KBDL,K6,K6,  
0,USA,HUNEE,N41522320,W072462516,KBDL,K6,K6,  
0,USA,IDOCO,N41552433,W072400223,KBDL,K6,K6,  
0,USA,JANID,N41501546,W072491195,KBDL,K6,K6,  
0,USA,JETIX,N41534949,W072443234,KBDL,K6,K6,  
0,USA,KAGZI,N42072435,W072370996,KBDL,K6,K6,  
0,USA,MIICH,N41570541,W072565881,KBDL,K6,K6,  
0,USA,MOTEL,N42011599,W072344657,KBDL,K6,K6,  
0,USA,NEEDY,N41533415,W072314813,KBDL,K6,K6,  
0,USA,ONTEW,N42023284,W072352443,KBDL,K6,K6,  
0,USA,PAGNE,N42000871,W072361506,KBDL,K6,K6,  
0,USA,PENNA,N41480767,W072515853,KBDL,K6,K6,  
0,USA,RABPO,N41482842,W072422122,KBDL,K6,K6,  
0,USA,SURLE,N42043601,W072302308,KBDL,K6,K6,  
0,USA,UHLAN,N41582801,W072441384,KBDL,K6,K6,  
0,USA,WHISL,N41503231,W072472210,KBDL,K6,K6,  
0,USA,YELOW,N41552507,W072514127,KBDL,K6,K6,  
0,USA,CELVA,N44073901,W121130538,KBDN,K1,K1,  
0,USA,CODAY,N43553434,W121083725,KBDN,K1,K1,  
0,USA,COMEK,N44102243,W121131145,KBDN,K1,K1,  
0,USA,FEDKU,N44044511,W121120085,KBDN,K1,K1,  
0,USA,FOGIV,N44115877,W121145227,KBDN,K1,K1,  
0,USA,FOMBO,N44190714,W121120001,KBDN,K1,K1,  
0,USA,FOSNI,N44141911,W121320440,KBDN,K1,K1,  
0,USA,GUPYE,N44002423,W121102428,KBDN,K1,K1,  
0,USA,HANIX,N44094698,W121143157,KBDN,K1,K1,  
0,USA,HARBU,N43502215,W121042929,KBDN,K1,K1,  
0,USA,HATMO,N44075600,W120524490,KBDN,K1,K1,  
0,USA,HEKIL,N44120689,W121120042,KBDN,K1,K1,  
0,USA,HITUP,N44003916,W121100987,KBDN,K1,K1,  
0,USA,HONDU,N44063573,W121120075,KBDN,K1,K1,  
0,USA,JESAV,N44122848,W121162205,KBDN,K1,K1,  
0,USA,JOGON,N44000607,W121120112,KBDN,K1,K1,  
0,USA,NALOE,N43531908,W121064971,KBDN,K1,K1,  
0,USA,WOTLO,N44012046,W120590715,KBDN,K1,K1,  
0,USA,FEDBA,N35080745,W092361183,KBDQ,K4,K4,  
0,USA,GOPRE,N35030312,W092284268,KBDQ,K4,K4,  
0,USA,SAGSE,N35080358,W092283866,KBDQ,K4,K4,  
0,USA,WUDSU,N35081307,W092492443,KBDQ,K4,K4,  
0,USA,ZUVMA,N35130404,W092283463,KBDQ,K4,K4,  
0,USA,CFLVP,N41092461,W073075413,KBDR,K6,K6,  
0,USA,CFVFS,N41005517,W073195938,KBDR,K6,K6,  
0,USA,MADDG,N41083574,W072545727,KBDR,K6,K6,  
0,USA,SETHE,N41091541,W073011328,KBDR,K6,K6,  
0,USA,STANE,N41054112,W073131254,KBDR,K6,K6,  
0,USA,WIMAK,N41110633,W073054846,KBDR,K6,K6,  
0,USA,AKVIL,N28241194,W097532841,KBEA,K4,K4,  
0,USA,CUVUM,N28341125,W097535645,KBEA,K4,K4,  
0,USA,ECEPA,N28252684,W097522003,KBEA,K4,K4,  
0,USA,GUVLY,N28175576,W097423229,KBEA,K4,K4,  
0,USA,JOSUK,N28135803,W097372368,KBEA,K4,K4,  
0,USA,KATLE,N28075492,W097432019,KBEA,K4,K4,  
0,USA,LOKKI,N28181298,W097324474,KBEA,K4,K4,  
0,USA,NEYIB,N28292672,W097573315,KBEA,K4,K4,  
0,USA,YICKS,N28263857,W097594150,KBEA,K4,K4,  
0,USA,DENEY,N37300161,W097155164,KBEC,K3,K3,  
0,USA,DOLBE,N37530757,W097095664,KBEC,K3,K3,  
0,USA,ILIBE,N37540719,W096584623,KBEC,K3,K3,  
0,USA,JIMOK,N37253818,W097060798,KBEC,K3,K3,  
0,USA,RAYON,N37360660,W097141852,KBEC,K3,K3,  
0,USA,TOBEE,N37470266,W097113048,KBEC,K3,K3,  
0,USA,UJCEL,N37573074,W097194407,KBEC,K3,K3,  
0,USA,WIBED,N37434514,W097122117,KBEC,K3,K3,  
0,USA,YOKUD,N37392517,W097132776,KBEC,K3,K3,  
0,USA,ZOMED,N37290029,W097265819,KBEC,K3,K3,  
0,USA,CACVA,N42234816,W071215393,KBED,K6,K6,  
0,USA,CESOL,N42272859,W071314041,KBED,K6,K6,  
0,USA,CFFGM,N42312572,W071242496,KBED,K6,K6,  
0,USA,CFFGN,N42261621,W071261099,KBED,K6,K6,  
0,USA,CFFGP,N42245794,W071252973,KBED,K6,K6,  
0,USA,CFFGS,N42295146,W071063126,KBED,K6,K6,  
0,USA,COMON,N42283970,W071215039,KBED,K6,K6,  
0,USA,EZKOW,N42402177,W071132590,KBED,K6,K6,  
0,USA,FOVEG,N42211750,W071301058,KBED,K6,K6,  
0,USA,HADEV,N42301256,W071030231,KBED,K6,K6,  
0,USA,HIDRI,N42353936,W071321321,KBED,K6,K6,  
0,USA,ILEXE,N42332832,W071262335,KBED,K6,K6,  
0,USA,JABMU,N42280128,W071340563,KBED,K6,K6,  
0,USA,JAYSE,N42273176,W071093869,KBED,K6,K6,  
0,USA,JENDI,N42372034,W071080210,KBED,K6,K6,  
0,USA,JOPVU,N42285621,W071244996,KBED,K6,K6,  
0,USA,LWRNC,N42442551,W071054227,KBED,K6,K6,  
0,USA,MORIS,N42264605,W071013439,KBED,K6,K6,  
0,USA,OMIXY,N42395272,W071141238,KBED,K6,K6,  
0,USA,OYIVE,N42323179,W071125842,KBED,K6,K6,  
0,USA,ROGGR,N42275052,W071125929,KBED,K6,K6,  
0,USA,SEGOE,N42332670,W071002487,KBED,K6,K6,  
0,USA,SUVVO,N42283492,W071205823,KBED,K6,K6,  
0,USA,UJEGE,N42321099,W071045682,KBED,K6,K6,  
0,USA,URTOQ,N42284162,W071272749,KBED,K6,K6,  
0,USA,WIDKA,N42262715,W071294116,KBED,K6,K6,  
0,USA,YANRU,N42364775,W071041535,KBED,K6,K6,  
0,USA,ZARAB,N42365750,W071194619,KBED,K6,K6,  
0,USA,ZIMOT,N42374784,W071102733,KBED,K6,K6,  
0,USA,ZOSLA,N42271665,W071065786,KBED,K6,K6,  
0,USA,ADIYI,N42074274,W086325646,KBEH,K5,K5,  
0,USA,BENAT,N42080321,W086180504,KBEH,K5,K5,  
0,USA,BLACO,N42073755,W086182707,KBEH,K5,K5,  
0,USA,GIDPE,N42073364,W086093508,KBEH,K5,K5,  
0,USA,HAPUR,N42005845,W086010463,KBEH,K5,K5,  
0,USA,MALLY,N42073759,W086182075,KBEH,K5,K5,  
0,USA,TABGE,N42161338,W086454257,KBEH,K5,K5,  
0,USA,TAMPE,N41591809,W086454802,KBEH,K5,K5,  
0,USA,WESUG,N42073921,W086222504,KBEH,K5,K5,  
0,USA,WIPEP,N42121932,W085582777,KBEH,K5,K5,  
0,USA,WOVKA,N42073444,W086111582,KBEH,K5,K5,  
0,USA,ZEVMA,N42074920,W086220623,KBEH,K5,K5,  
0,USA,ZUYDU,N42074493,W086413715,KBEH,K5,K5,  
0,USA,CEDOS,N45215772,W084584034,KBFA,K5,K5,  
0,USA,DUVRE,N44560232,W085005609,KBFA,K5,K5,  
0,USA,OTODE,N45155739,W084570341,KBFA,K5,K5,  
0,USA,ROCOR,N45041914,W084535652,KBFA,K5,K5,  
0,USA,SEPTE,N45225351,W084514219,KBFA,K5,K5,  
0,USA,URUBE,N45210151,W085053826,KBFA,K5,K5,  
0,USA,BRAFO,N41451769,W078342366,KBFD,K6,K6,  
0,USA,FEGLI,N41414939,W078293531,KBFD,K6,K6,  
0,USA,GERVE,N41515148,W078433140,KBFD,K6,K6,  
0,USA,IXUTE,N41382239,W078244944,KBFD,K6,K6,  
0,USA,JARVO,N41435259,W078322567,KBFD,K6,K6,  
0,USA,KONBE,N41560474,W078492519,KBFD,K6,K6,  
0,USA,LEPNE,N41510737,W078422989,KBFD,K6,K6,  
0,USA,MOGUE,N41594149,W078444702,KBFD,K6,K6,  
0,USA,NIMEE,N41393847,W078263412,KBFD,K6,K6,  
0,USA,OSMOE,N41431428,W078215583,KBFD,K6,K6,  
0,USA,ROSLE,N41522781,W078540283,KBFD,K6,K6,  
0,USA,ZUTER,N41360247,W078311189,KBFD,K6,K6,  
0,USA,FATYO,N33052466,W102142658,KBFE,K4,K4,  
0,USA,LEBDE,N33203777,W102053674,KBFE,K4,K4,  
0,USA,SLOBS,N33074710,W102130414,KBFE,K4,K4,  
0,USA,SWEAR,N33132507,W102094826,KBFE,K4,K4,  
0,USA,WOGFE,N33000031,W102173394,KBFE,K4,K4,  
0,USA,ZAGDO,N33151367,W102084522,KBFE,K4,K4,  
0,USA,AYANI,N41544373,W103280954,KBFF,K3,K3,  
0,USA,AYAYI,N42042893,W103420491,KBFF,K3,K3,  
0,USA,CAMID,N41500027,W103445805,KBFF,K3,K3,  
0,USA,CAPGA,N41563931,W103411070,KBFF,K3,K3,  
0,USA,CESUB,N41514493,W103344442,KBFF,K3,K3,  
0,USA,CIYAR,N41481169,W103300548,KBFF,K3,K3,  
0,USA,CREVE,N41475493,W103294359,KBFF,K3,K3,  
0,USA,CUREX,N42013815,W103230372,KBFF,K3,K3,  
0,USA,CUSHY,N41505028,W103434256,KBFF,K3,K3,  
0,USA,DIVPE,N41471354,W103192940,KBFF,K3,K3,  
0,USA,FEDET,N41491174,W103521565,KBFF,K3,K3,  
0,USA,FERPO,N41530762,W103363281,KBFF,K3,K3,  
0,USA,FOBVO,N41401444,W103290310,KBFF,K3,K3,  
0,USA,GESBE,N41501914,W103425071,KBFF,K3,K3,  
0,USA,HAKAB,N41434409,W103241651,KBFF,K3,K3,  
0,USA,ICODE,N41550626,W103194506,KBFF,K3,K3,  
0,USA,IPOTE,N41511853,W103411477,KBFF,K3,K3,  
0,USA,JAGUS,N41505313,W103413354,KBFF,K3,K3,  
0,USA,JAXOM,N41423025,W103492781,KBFF,K3,K3,  
0,USA,KOBSE,N41565938,W103203469,KBFF,K3,K3,  
0,USA,LEDSE,N42005856,W103465208,KBFF,K3,K3,  
0,USA,NITEE,N41522055,W103180602,KBFF,K3,K3,  
0,USA,PUREE,N41481066,W103520492,KBFF,K3,K3,  
0,USA,RANKE,N41525429,W103541620,KBFF,K3,K3,  
0,USA,SACOP,N41572799,W103513873,KBFF,K3,K3,  
0,USA,WOTMU,N41520942,W103363748,KBFF,K3,K3,  
0,USA,CBAIN,N47372366,W122244151,KBFI,K1,K1,  
0,USA,CFBZG,N47420334,W122223223,KBFI,K1,K1,  
0,USA,CFCHX,N47330324,W122255923,KBFI,K1,K1,  
0,USA,COMMB,N47363103,W122230498,KBFI,K1,K1,  
0,USA,DUANE,N47264694,W122135491,KBFI,K1,K1,  
0,USA,FISEN,N47362229,W122220115,KBFI,K1,K1,  
0,USA,FOGUL,N47450508,W122282565,KBFI,K1,K1,  
0,USA,GNEXX,N47333835,W122194237,KBFI,K1,K1,  
0,USA,ISOGE,N47384405,W122240134,KBFI,K1,K1,  
0,USA,JAMRO,N47374263,W122261144,KBFI,K1,K1,  
0,USA,JUGOK,N47392837,W122293672,KBFI,K1,K1,  
0,USA,KURRT,N47352805,W122211770,KBFI,K1,K1,  
0,USA,LACKR,N47222639,W122101593,KBFI,K1,K1,  
0,USA,NRVNA,N47221952,W122101021,KBFI,K1,K1,  
0,USA,OCEZE,N47273306,W122143338,KBFI,K1,K1,  
0,USA,ORABE,N47350215,W122205306,KBFI,K1,K1,  
0,USA,SOTEE,N47350204,W122205302,KBFI,K1,K1,  
0,USA,TOGAE,N47363810,W122221447,KBFI,K1,K1,  
0,USA,ZAGRO,N47352284,W122211071,KBFI,K1,K1,  
0,USA,ZIGED,N47194126,W122074956,KBFI,K1,K1,  
0,USA,ZUVEN,N47475888,W122250926,KBFI,K1,K1,  
0,USA,APABE,N37020827,W099432212,KBFK,K4,K3,  
0,USA,BAMLE,N37020843,W099370743,KBFK,K4,K3,  
0,USA,CAKDO,N37020827,W099305274,KBFK,K4,K3,  
0,USA,IMWEX,N36570805,W099370743,KBFK,K4,K4,  
0,USA,LICYI,N36462761,W099370743,KBFK,K4,K4,  
0,USA,AXONE,N35015490,W118514127,KBFL,K2,K2,  
0,USA,FASTO,N35161998,W118514121,KBFL,K2,K2,  
0,USA,HOTIL,N35351903,W119143740,KBFL,K2,K2,  
0,USA,HOVGA,N35284644,W119064122,KBFL,K2,K2,  
0,USA,HOYMI,N35242484,W119012506,KBFL,K2,K2,  
0,USA,IBWEN,N34574185,W118514097,KBFL,K2,K2,  
0,USA,ISARE,N35165293,W118523363,KBFL,K2,K2,  
0,USA,JAPAR,N35103063,W118444740,KBFL,K2,K2,  
0,USA,JIBOP,N35310250,W119092608,KBFL,K2,K2,  
0,USA,JUPEX,N35213047,W118575476,KBFL,K2,K2,  
0,USA,MOMUE,N35351319,W119144300,KBFL,K2,K2,  
0,USA,OJOXY,N35240178,W119010999,KBFL,K2,K2,  
0,USA,TEDBE,N35282336,W119062607,KBFL,K2,K2,  
0,USA,ULEYE,N35230245,W118594565,KBFL,K2,K2,  
0,USA,WENTI,N35304267,W119091475,KBFL,K2,K2,  
0,USA,WILOG,N35210968,W118574249,KBFL,K2,K2,  
0,USA,DEXOW,N30353516,W088022187,KBFM,K7,K7,  
0,USA,GARON,N30405668,W088082001,KBFM,K7,K7,  
0,USA,HUTIP,N30412121,W088081294,KBFM,K7,K7,  
0,USA,HUTIT,N30391878,W088062280,KBFM,K7,K7,  
0,USA,IHOVU,N30383244,W088035168,KBFM,K7,K7,  
0,USA,KUBEC,N30314818,W088035705,KBFM,K7,K7,  
0,USA,LURDE,N30325648,W087594125,KBFM,K7,K7,  
0,USA,NOTNE,N30463746,W088133459,KBFM,K7,K7,  
0,USA,OJMEM,N30341355,W088035714,KBFM,K7,K7,  
0,USA,POCIP,N30244719,W088035679,KBFM,K7,K7,  
0,USA,PRICH,N30433334,W088052180,KBFM,K7,K7,  
0,USA,ROKGO,N30273965,W087542110,KBFM,K7,K7,  
0,USA,SOYTO,N30413159,W088035741,KBFM,K7,K7,  
0,USA,UFYAH,N30401471,W088070540,KBFM,K7,K7,  
0,USA,ZERDA,N30435686,W088035749,KBFM,K7,K7,  
0,USA,ZILDI,N30375924,W088044761,KBFM,K7,K7,  
0,USA,AGOSE,N38470065,W086212143,KBFR,K5,K5,  
0,USA,AYMEE,N39043758,W086365228,KBFR,K5,K5,  
0,USA,EDOCU,N38540089,W086321761,KBFR,K5,K5,  
0,USA,KOXVU,N38570423,W086370484,KBFR,K5,K5,  
0,USA,LOFWU,N38435485,W086163272,KBFR,K5,K5,  
0,USA,MUKFU,N38372974,W086175434,KBFR,K5,K5,  
0,USA,OYEGI,N38485596,W086242111,KBFR,K5,K5,  
0,USA,CERIP,N35532560,W101310121,KBGD,K4,K4,  
0,USA,CUKAS,N35302283,W101231204,KBGD,K4,K4,  
0,USA,FIDLI,N35392111,W101233069,KBGD,K4,K4,  
0,USA,HUBUT,N35301294,W101301075,KBGD,K4,K4,  
0,USA,IBIGE,N35482369,W101234956,KBGD,K4,K4,  
0,USA,JISAM,N35533555,W101240047,KBGD,K4,K4,  
0,USA,LEYEN,N35534509,W101165970,KBGD,K4,K4,  
0,USA,PIVOC,N35303231,W101161330,KBGD,K4,K4,  
0,USA,TUKKO,N35443739,W101234167,KBGD,K4,K4,  
0,USA,WAMGO,N35355366,W101232351,KBGD,K4,K4,  
0,USA,COLPA,N30531707,W084523080,KBGE,K7,K7,  
0,USA,DOCGA,N30582390,W084311826,KBGE,K7,K7,  
0,USA,FILSI,N30581761,W084523335,KBGE,K7,K7,  
0,USA,HALUB,N31031815,W084523591,KBGE,K7,K7,  
0,USA,HASUR,N30582532,W084233520,KBGE,K7,K7,  
0,USA,HESTI,N31032600,W084233624,KBGE,K7,K7,  
0,USA,JADSU,N30582043,W084442575,KBGE,K7,K7,  
0,USA,JEGEL,N30532464,W084233417,KBGE,K7,K7,  
0,USA,OLEEE,N30582386,W084312991,KBGE,K7,K7,  
0,USA,COGTO,N35234473,W085560902,KBGF,K7,K7,  
0,USA,JOGUV,N34580264,W085570740,KBGF,K7,K7,  
0,USA,JUKIN,N35240625,W086104934,KBGF,K7,K7,  
0,USA,SOGOC,N34582404,W086114311,KBGF,K7,K7,  
0,USA,TECUG,N35165350,W086034457,KBGF,K7,K7,  
0,USA,WANUG,N35133402,W086035184,KBGF,K7,K7,  
0,USA,WETSO,N35045926,W086041055,KBGF,K7,K7,  
0,USA,YOKUS,N34581356,W086042524,KBGF,K7,K7,  
0,USA,ZEDUX,N35235571,W086032916,KBGF,K7,K7,  
0,USA,ZORIG,N35072020,W086040543,KBGF,K7,K7,  
0,USA,AUREY,N42163689,W076022022,KBGM,K6,K6,  
0,USA,CFBPG,N42130567,W075590792,KBGM,K6,K6,  
0,USA,EDDER,N42213519,W076065255,KBGM,K6,K6,  
0,USA,FEBUT,N42124216,W075501704,KBGM,K6,K6,  
0,USA,HOXAG,N42114059,W076130262,KBGM,K6,K6,  
0,USA,IPIPE,N42130276,W075421446,KBGM,K6,K6,  
0,USA,JEKID,N42115918,W076061886,KBGM,K6,K6,  
0,USA,REPIE,N42165184,W076021769,KBGM,K6,K6,  
0,USA,SMITE,N42063402,W075534494,KBGM,K6,K6,  
0,USA,TODOY,N42181217,W076143818,KBGM,K6,K6,  
0,USA,UYOGA,N42253965,W075582382,KBGM,K6,K6,  
0,USA,WALUB,N42060901,W075532421,KBGM,K6,K6,  
0,USA,WUSOB,N42005727,W075490675,KBGM,K6,K6,  
0,USA,XIKCY,N42104193,W075571032,KBGM,K6,K6,  
0,USA,YUTUG,N41581991,W075544934,KBGM,K6,K6,  
0,USA,ZUNGA,N42033434,W075432369,KBGM,K6,K6,  
0,USA,ASINE,N44324864,W068404554,KBGR,K6,K6,  
0,USA,CFVKH,N44593603,W069055341,KBGR,K6,K6,  
0,USA,CUVOT,N44431412,W068421031,KBGR,K6,K6,  
0,USA,ELSUH,N44373880,W068340899,KBGR,K6,K6,  
0,USA,IKEXE,N44584295,W069043596,KBGR,K6,K6,  
0,USA,ITASE,N45033273,W068580078,KBGR,K6,K6,  
0,USA,OKIPY,N44535278,W069111003,KBGR,K6,K6,  
0,USA,SEZTY,N44422858,W068273134,KBGR,K6,K6,  
0,USA,UMAIN,N44530990,W068563134,KBGR,K6,K6,  
0,USA,YIXCO,N44504644,W068530333,KBGR,K6,K6,  
0,USA,ZUMSI,N44452518,W068451908,KBGR,K6,K6,  
0,USA,BECRA,N44384675,W068141460,KBHB,K6,K6,  
0,USA,CARDA,N44405193,W068203660,KBHB,K6,K6,  
0,USA,CDLAC,N44325798,W068175885,KBHB,K6,K6,  
0,USA,CUDVA,N44133234,W068224359,KBHB,K6,K6,  
0,USA,DIRNE,N44364122,W068075306,KBHB,K6,K6,  
0,USA,FOMLU,N44174135,W068352321,KBHB,K6,K6,  
0,USA,HALBO,N44243241,W068232243,KBHB,K6,K6,  
0,USA,JESUL,N44291913,W068201914,KBHB,K6,K6,  
0,USA,TABUU,N44212156,W068252412,KBHB,K6,K6,  
0,USA,WHAME,N44153702,W068290318,KBHB,K6,K6,  
0,USA,BOCAC,N31454758,W082104504,KBHC,K7,K7,  
0,USA,CAVKO,N31440356,W082181794,KBHC,K7,K7,  
0,USA,FATEX,N31412733,W082293398,KBHC,K7,K7,  
0,USA,KIVEC,N31393906,W082371959,KBHC,K7,K7,  
0,USA,KUSKE,N31420567,W082264853,KBHC,K7,K7,  
0,USA,ZATKI,N31433077,W082204026,KBHC,K7,K7,  
0,USA,ZAVDA,N31491914,W082402482,KBHC,K7,K7,  
0,USA,ZOPMI,N31295889,W082341500,KBHC,K7,K7,  
0,USA,AIMED,N46182197,W104121785,KBHK,K1,K1,  
0,USA,BAIKE,N46163050,W104095189,KBHK,K1,K1,  
0,USA,EQUIN,N46124829,W104050159,KBHK,K1,K1,  
0,USA,MAGYE,N46035036,W103502778,KBHK,K1,K3,  
0,USA,OVSEE,N46230027,W104182328,KBHK,K1,K1,  
0,USA,ZUXIB,N46250065,W104210181,KBHK,K1,K1,  
0,USA,ALEPE,N33470809,W086373752,KBHM,K7,K7,  
0,USA,AYUCE,N33352835,W086551648,KBHM,K7,K7,  
0,USA,BAMTE,N33240277,W086462744,KBHM,K7,K7,  
0,USA,BASKN,N33390471,W086444973,KBHM,K7,K7,  
0,USA,BERFY,N33281329,W086445015,KBHM,K7,K7,  
0,USA,BIDPE,N33430534,W086444958,KBHM,K7,K7,  
0,USA,CAPUN,N33470838,W086541597,KBHM,K7,K7,  
0,USA,CEMPO,N33281519,W086550066,KBHM,K7,K7,  
0,USA,CEWFA,N33330046,W086555914,KBHM,K7,K7,  
0,USA,CFFDH,N33393855,W086443305,KBHM,K7,K7,  
0,USA,CFFDJ,N33280974,W086493444,KBHM,K7,K7,  
0,USA,CFFDK,N33322513,W086530456,KBHM,K7,K7,  
0,USA,CFLRS,N33335223,W086554914,KBHM,K7,K7,  
0,USA,CFNXP,N33390714,W086413749,KBHM,K7,K7,  
0,USA,CFPVF,N33345515,W086381066,KBHM,K7,K7,  
0,USA,CILAL,N33432815,W086471009,KBHM,K7,K7,  
0,USA,CUXOB,N33361014,W086411717,KBHM,K7,K7,  
0,USA,EMIZI,N33381896,W086482328,KBHM,K7,K7,  
0,USA,ERIGE,N33414100,W086420442,KBHM,K7,K7,  
0,USA,GUFLO,N33250710,W087002529,KBHM,K7,K7,  
0,USA,HAMGA,N33312325,W086445002,KBHM,K7,K7,  
0,USA,HESGA,N33355259,W086532099,KBHM,K7,K7,  
0,USA,HIPIX,N33165039,W086341698,KBHM,K7,K7,  
0,USA,HUKEV,N33384538,W086364713,KBHM,K7,K7,  
0,USA,IMOBY,N33241285,W086444805,KBHM,K7,K7,  
0,USA,IMTOY,N33362380,W086444983,KBHM,K7,K7,  
0,USA,ISOJO,N33253985,W087124350,KBHM,K7,K7,  
0,USA,JAVJA,N33191566,W087250846,KBHM,K7,K7,  
0,USA,JUSGO,N33303410,W086510032,KBHM,K7,K7,  
0,USA,KEGTE,N33360065,W086413387,KBHM,K7,K7,  
0,USA,LELNE,N33302131,W086512263,KBHM,K7,K7,  
0,USA,LOWGA,N33365896,W086395223,KBHM,K7,K7,  
0,USA,MCDEN,N33304279,W086504543,KBHM,K7,K7,  
0,USA,MOKEE,N33312805,W086342019,KBHM,K7,K7,  
0,USA,MOPVE,N33410568,W086465207,KBHM,K7,K7,  
0,USA,MREKK,N33451396,W086261063,KBHM,K7,K7,  
0,USA,NOCIM,N33352365,W086351449,KBHM,K7,K7,  
0,USA,RAVPE,N33254430,W086505337,KBHM,K7,K7,  
0,USA,WADEG,N33382173,W086582778,KBHM,K7,K7,  
0,USA,WEDEB,N33203649,W086281100,KBHM,K7,K7,  
0,USA,WOSIX,N33223228,W087112150,KBHM,K7,K7,  
0,USA,YACUR,N33294497,W086522538,KBHM,K7,K7,  
0,USA,BLOKK,N41103381,W071285036,KBID,K6,K6,  
0,USA,CUGDA,N41093395,W071405883,KBID,K6,K6,  
0,USA,ILACI,N41100067,W071353548,KBID,K6,K6,  
0,USA,RHINA,N41095602,W071413406,KBID,K6,K6,  
0,USA,WAVON,N41111269,W071204838,KBID,K6,K6,  
0,USA,ANDRS,N40122818,W096451001,KBIE,K3,K3,  
0,USA,CFCJR,N40173993,W096451475,KBIE,K3,K3,  
0,USA,CUEBE,N40122866,W096445003,KBIE,K3,K3,  
0,USA,DADAC,N40323089,W096480249,KBIE,K3,K3,  
0,USA,HAMUL,N40311308,W096451952,KBIE,K3,K3,  
0,USA,JIPIP,N40203545,W096451412,KBIE,K3,K3,  
0,USA,KUDDS,N40042805,W096450598,KBIE,K3,K3,  
0,USA,MARXN,N40043068,W096344070,KBIE,K3,K3,  
0,USA,MIDIE,N40281872,W096552299,KBIE,K3,K3,  
0,USA,RUNEY,N40161199,W096433107,KBIE,K3,K3,  
0,USA,SARDR,N40133521,W096405816,KBIE,K3,K3,  
0,USA,SHIRS,N40074388,W096351644,KBIE,K3,K3,  
0,USA,SIJGE,N40310871,W096574928,KBIE,K3,K3,  
0,USA,TADGE,N40222505,W096493585,KBIE,K3,K3,  
0,USA,WEKOV,N40311621,W096321276,KBIE,K3,K3,  
0,USA,WILRT,N40033246,W096423501,KBIE,K3,K3,  
0,USA,WUBIL,N40194951,W096470359,KBIE,K3,K3,  
0,USA,ZABRA,N40234294,W096451571,KBIE,K3,K3,  
0,USA,BEAVE,N37203766,W118194293,KBIH,K2,K2,  
0,USA,BUTPE,N37232313,W118214318,KBIH,K2,K2,  
0,USA,CASPU,N37251268,W118252175,KBIH,K2,K2,  
0,USA,CAXOR,N37315228,W118263166,KBIH,K2,K2,  
0,USA,CIMOS,N37262263,W118264808,KBIH,K2,K2,  
0,USA,CORUB,N37412038,W118480610,KBIH,K2,K2,  
0,USA,EBOBE,N37342954,W118280106,KBIH,K2,K2,  
0,USA,EGIYE,N37490767,W118401220,KBIH,K2,K2,  
0,USA,ERALE,N37291675,W118200985,KBIH,K2,K2,  
0,USA,ERECE,N37192188,W118211953,KBIH,K2,K2,  
0,USA,EXOXE,N37451785,W118172730,KBIH,K2,K2,  
0,USA,EYARA,N37345707,W118420329,KBIH,K2,K2,  
0,USA,FASBI,N37563120,W118361886,KBIH,K2,K2,  
0,USA,FAVEK,N37401189,W118374637,KBIH,K2,K2,  
0,USA,FEDGO,N37381390,W118300875,KBIH,K2,K2,  
0,USA,FOLMA,N37244415,W118244656,KBIH,K2,K2,  
0,USA,FOMES,N37222517,W118281115,KBIH,K2,K2,  
0,USA,GULSE,N37294390,W118272579,KBIH,K2,K2,  
0,USA,HARVU,N37340141,W118270030,KBIH,K2,K2,  
0,USA,HATAG,N37425193,W118324731,KBIH,K2,K2,  
0,USA,HEGIT,N37333336,W118363573,KBIH,K2,K2,  
0,USA,HOSUM,N37233135,W118231679,KBIH,K2,K2,  
0,USA,JAAKE,N37293709,W118304846,KBIH,K2,K2,  
0,USA,JARUT,N37393204,W118280556,KBIH,K2,K2,  
0,USA,KIPSE,N37412859,W118290630,KBIH,K2,K2,  
0,USA,KUPLE,N37205839,W118200844,KBIH,K2,K2,  
0,USA,MOTSE,N37451198,W118300382,KBIH,K2,K2,  
0,USA,MUBOE,N37311858,W118331748,KBIH,K2,K2,  
0,USA,NEBSE,N37202345,W118054787,KBIH,K2,K2,  
0,USA,NUBIC,N37491225,W118300644,KBIH,K2,K2,  
0,USA,PULIE,N37075286,W118103956,KBIH,K2,K2,  
0,USA,ROCOS,N37133927,W118191837,KBIH,K2,K2,  
0,USA,TEVOC,N37153595,W118031494,KBIH,K2,K2,  
