1 continue number,2 area code,3 VOR idertifier,4 VOR latitude,5 VOR longitude,6 airport:,7 VOR name
0,USA,FZT ,N32042858,W095315085,    ,FRANKSTON                
0,USA,GAD ,N33583505,W086050081,    ,GADSDEN                  
0,USA,GBG ,         ,          ,    ,GALESBURG                
0,USA,GBN ,N32572253,W112402738,    ,GILA BEND                
0,USA,GCC ,N44205198,W105323655,    ,GILLETTE                 
0,USA,GCK ,N37550841,W100433003,    ,GARDEN CITY              
0,USA,GCN ,N35573723,W112084577,    ,GRAND CANYON             
0,USA,GCO ,         ,          ,    ,CHICAGO                  
0,USA,GCV ,N31055266,W088291006,    ,GREENE COUNTY            
0,USA,GDM ,N42324532,W072032948,    ,GARDNER                  
0,USA,GDV ,         ,          ,    ,GLENDIVE                 
0,USA,GEE ,N42500383,W077435790,    ,GENESEO                  
0,USA,GEF ,N30330483,W083465928,    ,GREENVILLE               
0,USA,GEG ,N47335381,W117373679,    ,SPOKANE                  
0,USA,GEP ,N45084447,W093222345,    ,GOPHER                   
0,USA,GFK ,N47571740,W097110733,    ,GRAND FORKS              
0,USA,GFS ,N35075212,W115103519,    ,GOFFS                    
0,USA,GGG ,N32250392,W094451150,    ,GREGG COUNTY             
0,USA,GGT ,         ,          ,    ,GEORGETOWN               
0,USA,GGW ,N48125510,W106373151,    ,GLASGOW                  
0,USA,GHM ,         ,          ,    ,GRAHAM                   
0,USA,GIJ ,N41460700,W086190643,    ,GIPPER                   
0,USA,GLD ,N39231632,W101413227,    ,GOODLAND                 
0,USA,GLH ,N33312471,W090585858,    ,GREENVILLE               
0,USA,GLJ ,N34570855,W120311733,    ,GUADALUPE                
0,USA,GLL ,N40301392,W104331085,    ,GILL                     
0,USA,GLR ,N45004495,W084421540,    ,GAYLORD                  
0,USA,GMN ,N34481450,W118514090,    ,GORMAN                   
0,USA,GNL ,         ,          ,    ,GROESBECK                
0,USA,GNP ,         ,          ,    ,GLENPOOL                 
0,USA,GNV ,N29413161,W082162270,    ,GATORS                   
0,USA,GOG ,         ,          ,    ,GOODSPRINGS              
0,USA,GON ,N41194945,W072030715,    ,GROTON                   
0,USA,GPT ,N30242459,W089043641,    ,GULFPORT                 
0,USA,GPZ ,N47094840,W093292016,    ,GRAND RAPIDS             
0,USA,GQE ,N35204931,W090284137,    ,GILMORE                  
0,USA,GQO ,N34574059,W085091213,    ,CHOO CHOO                
0,USA,GRB ,N44331858,W088114149,    ,GREEN BAY                
0,USA,GRD ,N34150564,W082091494,    ,GREENWOOD                
0,USA,GRI ,N40590250,W098185320,    ,GRAND ISLAND             
0,USA,GRK ,N31015839,W097484965,    ,GRAY                     
0,USA,GRV ,         ,          ,    ,GRANTSVILLE              
0,USA,GSB ,         ,          ,    ,SEYMOUR JOHNSON          
0,USA,GSH ,N41313056,W086014063,    ,GOSHEN                   
0,USA,GSO ,N36024450,W079583494,    ,GREENSBORO               
0,USA,GTF ,N47265993,W111244379,    ,GREAT FALLS              
0,USA,GTH ,         ,          ,    ,GUTHRIE                  
0,USA,GUP ,N35283360,W108522140,    ,GALLUP                   
0,USA,GUS ,N40384166,W086090617,    ,GRISSOM                  
0,USA,GVE ,N38004896,W078091090,    ,GORDONSVILLE             
0,USA,GVO ,N34315275,W120052792,    ,GAVIOTA                  
0,USA,GVR ,         ,          ,    ,HANOVER                  
0,USA,GXU ,N40003411,W074354744,    ,MC GUIRE                 
0,USA,GZG ,N36493038,W082044433,    ,GLADE SPRING             
0,USA,HAB ,         ,          ,    ,HAMILTON                 
0,USA,HAR ,N40180806,W077041041,    ,HARRISBURG               
0,USA,HBR ,N34515960,W099034819,    ,HOBART                   
0,USA,HBU ,N38270762,W107022297,    ,BLUE MESA                
0,USA,HCH ,N35465165,W084584243,    ,HINCH MOUNTAIN           
0,USA,HCM ,N37265518,W076424087,    ,HARCUM                   
0,USA,HCT ,N40271462,W100552486,    ,HAYES CENTER             
0,USA,HDF ,N33463479,W117110717,    ,HOMELAND                 
0,USA,HEC ,N34474927,W116274652,    ,HECTOR                   
0,USA,HEY ,N31222689,W085391001,    ,HANCHEY                  
0,USA,HEZ ,N31370544,W091175872,    ,NATCHEZ                  
0,USA,HFD ,N41382798,W072325071,    ,HARTFORD                 
0,USA,HGO ,N38490300,W103371700,    ,HUGO                     
0,USA,HGR ,N39415182,W077512059,    ,HAGERSTOWN               
0,USA,HIA ,N45514244,W112101059,    ,WHITEHALL                
0,USA,HIB ,N47180551,W092421456,    ,HIBBING                  
0,USA,HIC ,N43342947,W085425818,    ,WHITE CLOUD              
0,USA,HIF ,         ,          ,    ,HILL                     
0,USA,HLC ,N39153149,W100133306,    ,HILL CITY                
0,USA,HLE ,         ,          ,    ,HAILEY                   
0,USA,HLG ,N40153565,W080340705,    ,WHEELING                 
0,USA,HLI ,N34461288,W089294747,    ,HOLLY SPRINGS            
0,USA,HLN ,N46362456,W111571251,    ,HELENA                   
0,USA,HLV ,N39064875,W092074164,    ,HALLSVILLE               
0,USA,HML ,         ,          ,    ,HUMBOLDT                 
0,USA,HMN ,         ,          ,    ,HOLLOMAN                 
0,USA,HMV ,N36261340,W082074656,    ,HOLSTON MOUNTAIN         
0,USA,HNK ,N42034701,W075185862,    ,HANCOCK                  
0,USA,HNN ,         ,          ,    ,HENDERSON                
0,USA,HNW ,N38432901,W120445735,    ,HANGTOWN                 
0,USA,HOB ,N32381766,W103160948,    ,HOBBS                    
0,USA,HON ,         ,          ,    ,HURON                    
0,USA,HOT ,N34284294,W093052620,    ,HOT SPRINGS              
0,USA,HPW ,N37194393,W077065740,    ,HOPEWELL                 
0,USA,HQM ,N46564935,W124085737,    ,HOQUIAM                  
0,USA,HRK ,         ,          ,    ,HORLICK                  
0,USA,HRL ,N26134521,W097390815,    ,HARLINGEN                
0,USA,HRO ,N36190591,W093124778,    ,HARRISON                 
0,USA,HRS ,N34563479,W083545643,    ,HARRIS                   
0,USA,HRT ,         ,          ,    ,HURLBURT                 
0,USA,HRV ,N29510070,W090001074,    ,HARVEY                   
0,USA,HSI ,N40361633,W098254662,    ,HASTINGS                 
0,USA,HST ,         ,          ,    ,HOMESTEAD                
0,USA,HTO ,N40550839,W072190014,    ,HAMPTON                  
0,USA,HUH ,N48564303,W122344532,    ,WHATCOM                  
0,USA,HUL ,         ,          ,    ,HOULTON                  
0,USA,HUO ,N41243487,W074352974,    ,HUGUENOT                 
0,USA,HUP ,N31340733,W105223475,    ,HUDSPETH                 
0,USA,HUT ,N37594891,W097560295,    ,HUTCHINSON               
0,USA,HUW ,         ,          ,    ,HUTTON                   
0,USA,HVE ,N38250051,W110415907,    ,HANKSVILLE               
0,USA,HVN ,         ,          ,    ,NEW HAVEN                
0,USA,HVQ ,N38205883,W081461169,    ,CHARLESTON               
0,USA,HVR ,N48322566,W109461195,    ,HAVRE                    
0,USA,HXW ,         ,          ,    ,SCREAMING EAGLE          
0,USA,HYK ,N37575886,W084282106,    ,LEXINGTON                
0,USA,HYP ,N37130996,W120240079,    ,EL NIDO                  
0,USA,HYR ,         ,          ,    ,HAYWARD                  
0,USA,HYS ,N38505156,W099163645,    ,HAYS                     
0,USA,HZN ,N39305904,W118595167,    ,HAZEN                    
0,USA,IAB ,         ,          ,    ,MC CONNELL               
0,USA,IAG ,         ,          ,    ,NIAGARA FALLS            
0,USA,IAH ,N29572490,W095204459,    ,HUMBLE                   
0,USA,ICT ,N37444293,W097350179,    ,WICHITA                  
0,USA,IDA ,N43310842,W112035010,    ,IDAHO FALLS              
0,USA,IDJ ,N47302774,W094552391,    ,LAKE BEMIDJI             
0,USA,IDQ ,         ,          ,    ,COTTONWOOD               
0,USA,IDU ,N29572181,W096334390,    ,INDUSTRY                 
0,USA,IFI ,N35481896,W098001410,    ,KINGFISHER               
0,USA,IFM ,N31254316,W083291993,    ,TIFT MYERS               
0,USA,IGB ,N33290775,W088304892,    ,BIGBEE                   
0,USA,IGM ,N35153785,W113560269,    ,KINGMAN                  
0,USA,IGN ,N41395562,W073492001,    ,KINGSTON                 
0,USA,IHD ,N39582727,W079213012,    ,INDIAN HEAD              
0,USA,IIP ,N42403397,W105133441,    ,HIPSHER                  
0,USA,IIU ,N38061247,W085343877,    ,LOUISVILLE               
0,USA,IJX ,         ,          ,    ,JACKSONVILLE             
0,USA,IKK ,         ,          ,    ,KANKAKEE                 
0,USA,ILA ,N39041623,W122013817,    ,WILLIAMS                 
0,USA,ILC ,N38150069,W114233922,    ,WILSON CREEK             
0,USA,ILM ,N34210593,W077522777,    ,WILMINGTON               
0,USA,ILR ,N43353527,W118571818,    ,WILDHORSE                
0,USA,IMB ,N44385421,W119424187,    ,KIMBERLY                 
0,USA,IMT ,N45485774,W088064369,    ,IRON MOUNTAIN            
0,USA,INA ,N40535740,W117484389,    ,WINNEMUCCA               
0,USA,INK ,N31522915,W103143760,    ,WINK                     
0,USA,INL ,N48335687,W093242044,    ,INTERNATIONAL FALLS      
0,USA,INS ,         ,          ,    ,INDIAN SPRINGS           
0,USA,INW ,N35034176,W110474207,    ,WINSLOW                  
0,USA,IOW ,N41310826,W091364771,    ,IOWA CITY                
0,USA,IPL ,N32445592,W115303090,    ,IMPERIAL                 
0,USA,IRK ,N40080606,W092353017,    ,KIRKSVILLE               
0,USA,IRQ ,N33422647,W082094343,    ,COLLIERS                 
0,USA,IRW ,N35213095,W097363322,    ,WILL ROGERS              
0,USA,ISN ,N48151230,W103450240,    ,WILLISTON                
0,USA,ISO ,N35221541,W077332994,    ,KINSTON                  
0,USA,ISQ ,         ,          ,    ,SCHOOLCRAFT COUNTY       
0,USA,ITH ,         ,          ,    ,ITHACA                   
0,USA,IWA ,N33181141,W111390517,    ,WILLIE                   
0,USA,IWD ,N46315612,W090073306,    ,IRONWOOD                 
0,USA,JAC ,N43371574,W110435407,    ,JACKSON                  
0,USA,JAY ,N43343454,W092550715,    ,AUSTIN                   
0,USA,JBR ,N35522970,W090351861,    ,JONESBORO                
0,USA,JCT ,N30355288,W099490293,    ,JUNCTION                 
0,USA,JEN ,         ,          ,    ,GLEN ROSE                
0,USA,JFK ,N40375840,W073461700,    ,KENNEDY                  
0,USA,JFN ,N41453642,W080445320,    ,JEFFERSON                
0,USA,JHW ,N42111899,W079071671,    ,JAMESTOWN                
0,USA,JLI ,N33082565,W116350937,    ,JULIAN                   
0,USA,JMS ,N46555834,W098404357,    ,JAMESTOWN                
0,USA,JNC ,N39033444,W108473327,    ,GRAND JUNCTION           
0,USA,JOT ,N41324711,W088190628,    ,JOLIET                   
0,USA,JPU ,N39262825,W081222914,    ,PARKERSBURG              
0,USA,JST ,N40190021,W078500300,    ,JOHNSTOWN                
0,USA,JVL ,N42332883,W089061893,    ,JANESVILLE               
0,USA,JWJ ,N42064066,W092543149,    ,ELMWOOD                  
0,USA,JXN ,         ,          ,    ,JACKSON                  
0,USA,KSY ,         ,          ,    ,KELLY                    
0,USA,LAA ,N38114953,W102411512,    ,LAMAR                    
0,USA,LAL ,N27591031,W082005006,    ,LAKELAND                 
0,USA,LAR ,N41201615,W105431536,    ,LARAMIE                  
0,USA,LAS ,N36044693,W115093527,    ,LAS VEGAS                
0,USA,LAW ,N34294626,W098244714,    ,LAWTON                   
0,USA,LAX ,N33555934,W118255525,    ,LOS ANGELES              
0,USA,LBB ,N33421782,W101545044,    ,LUBBOCK                  
0,USA,LBF ,N41025534,W100444955,    ,NORTH PLATTE             
0,USA,LBL ,N37023982,W100581631,    ,LIBERAL                  
0,USA,LBV ,N26494147,W081232918,    ,LA BELLE                 
0,USA,LBY ,N31250726,W089201537,    ,EATON                    
0,USA,LCH ,N30082945,W093062005,    ,LAKE CHARLES             
0,USA,LCU ,N41214663,W113502623,    ,LUCIN                    
0,USA,LDK ,N33153190,W087321280,    ,CRIMSON                  
0,USA,LDN ,N38511583,W078122006,    ,LINDEN                   
0,USA,LEB ,         ,          ,    ,LEBANON                  
0,USA,LEM ,N45551116,W102061308,    ,LEMMON                   
0,USA,LEV ,N29103083,W090061447,    ,LEEVILLE                 
0,USA,LFD ,N42034496,W084455448,    ,LITCHFIELD               
0,USA,LFI ,         ,          ,    ,LANGLEY                  
0,USA,LFK ,N31094479,W094430060,    ,LUFKIN                   
0,USA,LFT ,N30113773,W091593326,    ,LAFAYETTE                
0,USA,LFV ,N42010188,W070021404,    ,MARCONI                  
0,USA,LGA ,N40470138,W073520696,    ,LA GUARDIA               
0,USA,LGC ,N33025683,W085122240,    ,LAGRANGE                 
0,USA,LHO ,N41473437,W112003520,    ,BRIGHAM CITY             
0,USA,LHS ,N34405870,W118343698,    ,LAKE HUGHES              
0,USA,LIA ,N42585762,W115462731,    ,LIBERATOR                
0,USA,LIB ,N35484184,W079364533,    ,LIBERTY                  
0,USA,LIN ,N38042849,W121001389,    ,LINDEN                   
0,USA,LIT ,N34403962,W092104990,    ,LITTLE ROCK              
0,USA,LJT ,         ,          ,    ,TIMMERMAN                
0,USA,LKI ,         ,          ,    ,LAKESIDE                 
0,USA,LKT ,N45011672,W114050325,    ,SALMON                   
0,USA,LKV ,N42293424,W120302558,    ,LAKEVIEW                 
0,USA,LLA ,N29394761,W092222511,    ,WHITE LAKE               
0,USA,LLC ,N40073095,W118343934,    ,LOVELOCK                 
0,USA,LLO ,N30474683,W098471460,    ,LLANO                    
0,USA,LMN ,N40354835,W093580333,    ,LAMONI                   
0,USA,LMT ,N42091131,W121433910,    ,KLAMATH FALLS            
0,USA,LMX ,         ,          ,    ,ALAMO                    
0,USA,LNK ,N40552566,W096443124,    ,LINCOLN                  
0,USA,LNR ,         ,          ,    ,LONE ROCK                
0,USA,LOA ,N31072646,W095580464,    ,LEONA                    
0,USA,LOZ ,N37015934,W084063627,    ,LONDON                   
0,USA,LRD ,N27284345,W099250364,    ,LAREDO                   
0,USA,LRF ,         ,          ,    ,JACKSONVILLE             
0,USA,LRP ,N40071191,W076172866,    ,LANCASTER                
0,USA,LSE ,         ,          ,    ,LA CROSSE                
0,USA,LSF ,N32195653,W084593575,    ,LAWSON                   
0,USA,LSU ,N30290648,W091173864,    ,FIGHTING TIGER           
0,USA,LSV ,         ,          ,    ,NELLIS                   
0,USA,LTJ ,N45424890,W121060300,    ,KLICKITAT                
0,USA,LTS ,N34394654,W099161619,    ,ALTUS                    
0,USA,LUF ,         ,          ,    ,LUKE                     
0,USA,LVL ,N36490493,W077541069,    ,LAWRENCEVILLE            
0,USA,LVM ,N45420893,W110263283,    ,LIVINGSTON               
0,USA,LVT ,N36350423,W085095984,    ,LIVINGSTON               
0,USA,LVZ ,N41162208,W075412208,    ,WILKES-BARRE             
0,USA,LWB ,         ,          ,    ,GREENBRIER               
0,USA,LWL ,N41084129,W114583904,    ,WELLS                    
0,USA,LWM ,         ,          ,    ,LAWRENCE                 
0,USA,LWT ,N47031069,W109362221,    ,LEWISTOWN                
0,USA,LWV ,         ,          ,    ,LAWRENCEVILLE            
0,USA,LYH ,N37151648,W079141097,    ,LYNCHBURG                
0,USA,MAD ,N41184990,W072413193,    ,MADISON                  
0,USA,MAF ,N32003364,W102112540,    ,MIDLAND                  
0,USA,MAI ,N30471031,W085072808,    ,MARIANNA                 
0,USA,MAP ,         ,          ,    ,MAPLES                   
0,USA,MAW ,N36331841,W089544112,    ,MALDEN                   
0,USA,MBL ,         ,          ,    ,MANISTEE                 
0,USA,MBS ,N43315393,W084043829,    ,SAGINAW                  
0,USA,MBW ,N41504388,W106001542,    ,MEDICINE BOW             
0,USA,MCB ,N31181603,W090152953,    ,MC COMB                  
0,USA,MCC ,N38400262,W121241498,    ,MC CLELLAN               
0,USA,MCF ,         ,          ,    ,MACDILL                  
0,USA,MCI ,N39170702,W094441342,    ,KANSAS CITY              
0,USA,MCK ,N40121367,W100353921,    ,MC COOK                  
0,USA,MCM ,         ,          ,    ,MACON                    
0,USA,MCN ,N32412827,W083384986,    ,MACON                    
0,USA,MCW ,N43054113,W093194754,    ,MASON CITY               
0,USA,MEI ,N32224238,W088481536,    ,MERIDIAN                 
0,USA,MEM ,N35005438,W089585953,    ,MEMPHIS                  
0,USA,MFD ,N40520700,W082352746,    ,MANSFIELD                
0,USA,MFE ,N26102596,W098142683,    ,MC ALLEN                 
0,USA,MGM ,N32132021,W086191102,    ,MONTGOMERY               
0,USA,MGR ,         ,          ,    ,MOULTRIE                 
0,USA,MGW ,N39332418,W079513748,    ,MORGANTOWN               
0,USA,MHE ,N43463728,W098021524,    ,MITCHELL                 
0,USA,MHF ,N29324684,W094445105,    ,TRINITY                  
0,USA,MHK ,N39084360,W096400742,    ,MANHATTAN                
0,USA,MHT ,N42520671,W071221032,    ,MANCHESTER               
0,USA,MHZ ,N32260265,W090055918,    ,MAGNOLIA                 
0,USA,MIB ,         ,          ,    ,DEERING                  
0,USA,MIE ,N40141425,W085233853,    ,MUNCIE                   
0,USA,MIJ ,         ,          ,    ,MICHAEL                  
0,USA,MIP ,N41012421,W076395504,    ,MILTON                   
0,USA,MJF ,         ,          ,    ,ARVILLA                  
0,USA,MKG ,         ,          ,    ,MUSKEGON                 
0,USA,MKL ,N35361284,W088543755,    ,MC KELLAR                
0,USA,MKT ,N44131166,W093544448,    ,MANKATO                  
0,USA,MLB ,N28061902,W080380722,    ,MELBOURNE                
0,USA,MLC ,         ,          ,    ,MC ALESTER               
0,USA,MLD ,N42115964,W112270445,    ,MALAD CITY               
0,USA,MLF ,N38213728,W113004764,    ,MILFORD                  
0,USA,MLP ,N47272485,W115384576,    ,MULLAN PASS              
0,USA,MLS ,N46225602,W105571272,    ,MILES CITY               
0,USA,MLT ,N45351215,W068305567,    ,MILLINOCKET              
0,USA,MLU ,N32310078,W092020963,    ,MONROE                   
0,USA,MMB ,N36203744,W099524844,    ,MITBEE                   
0,USA,MMJ ,         ,          ,    ,MONTOUR                  
0,USA,MML ,N44265428,W095492914,    ,MARSHALL                 
0,USA,MMM ,N36460931,W114163883,    ,MORMON MESA              
0,USA,MMT ,N33552674,W080480843,    ,MC ENTIRE                
0,USA,MNM ,N45104855,W087384980,    ,MENOMINEE                
0,USA,MOD ,N37373855,W120572833,    ,MODESTO                  
0,USA,MOL ,N37540189,W079062480,    ,MONTEBELLO               
0,USA,MON ,N33334313,W091425558,    ,MONTICELLO               
0,USA,MOP ,N43372217,W084441416,    ,MOUNT PLEASANT           
0,USA,MOT ,N48153721,W101171346,    ,MINOT                    
0,USA,MOX ,N45335551,W095580960,    ,MORRIS                   
0,USA,MPV ,N44050772,W072265771,    ,MONTPELIER               
0,USA,MQG ,N46225361,W116521024,    ,NEZ PERCE                
0,USA,MQO ,N35150812,W120453444,    ,MORRO BAY                
0,USA,MQP ,N32433425,W097595079,    ,MILLSAP                  
0,USA,MRB ,N39230806,W077505408,    ,MARTINSBURG              
0,USA,MRF ,N30175414,W103571712,    ,MARFA                    
0,USA,MSL ,N34422473,W087292946,    ,MUSCLE SHOALS            
0,USA,MSN ,N43084141,W089202291,    ,MADISON                  
0,USA,MSO ,N46542868,W114050115,    ,MISSOULA                 
0,USA,MSP ,N44534740,W093141151,    ,MINNEAPOLIS              
0,USA,MSS ,         ,          ,    ,MASSENA                  
0,USA,MTC ,         ,          ,    ,SELFRIDGE                
0,USA,MTJ ,N38302317,W107535744,    ,MONTROSE                 
0,USA,MTO ,         ,          ,    ,MATTOON                  
0,USA,MTU ,N40085674,W110073730,    ,MYTON                    
0,USA,MTW ,         ,          ,    ,MANITOWOC                
0,USA,MUO ,         ,          ,    ,MOUNTAIN HOME            
0,USA,MVA ,N38335508,W118015827,    ,MINA                     
0,USA,MVC ,N31273357,W087210914,    ,MONROEVILLE              
0,USA,MVE ,N44582163,W095424389,    ,MONTEVIDEO               
0,USA,MVY ,N41234637,W070364578,    ,MARTHAS VINEYARD         
0,USA,MWA ,         ,          ,    ,MARION                   
0,USA,MWH ,N47123911,W119190054,    ,MOSES LAKE               
0,USA,MXE ,N39550498,W075401496,    ,MODENA                   
0,USA,MXF ,         ,          ,    ,MAXWELL                  
0,USA,MXQ ,N39254690,W083480446,    ,MIDWEST                  
0,USA,MYS ,N37533864,W086144030,    ,MYSTIC                   
0,USA,MYV ,N39055512,W121342301,    ,MARYSVILLE               
0,USA,MZB ,N32465595,W117133153,    ,MISSION BAY              
0,USA,MZV ,N41191532,W090381757,    ,MOLINE                   
0,USA,MZZ ,N40293599,W085404530,    ,MARION                   
0,USA,NBC ,         ,          ,    ,BEAUFORT                 
0,USA,NCA ,         ,          ,    ,NEW RIVER                
0,USA,NEL ,         ,          ,    ,LAKEHURST                
0,USA,NFG ,         ,          ,    ,CAMP PENDLETON           
0,USA,NFL ,         ,          ,    ,FALLON                   
0,USA,NFW ,         ,          ,    ,NAS JRB FORT WORTH       
0,USA,NGP ,         ,          ,    ,TRUAX                    
0,USA,NGS ,         ,          ,    ,SANTA ROSA               
0,USA,NGU ,         ,          ,    ,CHAMBERS                 
0,USA,NHK ,         ,          ,    ,NAS PATUXENT RIVER       
0,USA,NID ,         ,          ,    ,CHINA LAKE               
0,USA,NIP ,         ,          ,    ,JACKSONVILLE             
0,USA,NJK ,         ,          ,    ,EL CENTRO                
0,USA,NKT ,         ,          ,    ,CHERRY POINT             
0,USA,NKX ,         ,          ,    ,MIRAMAR                  
0,USA,NLC ,         ,          ,    ,LEMOORE                  
0,USA,NMM ,         ,          ,    ,MERIDIAN                 
0,USA,NOG ,         ,          ,    ,ORANGE GROVE             
0,USA,NPA ,         ,          ,    ,PENSACOLA                
0,USA,NQI ,         ,          ,    ,KINGSVILLE               
0,USA,NQX ,         ,          ,    ,KEY WEST                 
0,USA,NRB ,         ,          ,    ,MAYPORT                  
0,USA,NRS ,         ,          ,    ,IMPERIAL BEACH           
0,USA,NSD ,         ,          ,    ,BEAVER                   
0,USA,NSE ,         ,          ,    ,WHITING                  
0,USA,NSI ,         ,          ,    ,SAN NICOLAS              
0,USA,NTD ,         ,          ,    ,POINT MUGU               
0,USA,NTU ,         ,          ,    ,OCEANA                   
0,USA,NUC ,         ,          ,    ,SAN CLEMENTE             
0,USA,NUN ,N30281971,W087200924,    ,SAUFLEY                  
0,USA,NUQ ,         ,          ,    ,MOFFETT                  
0,USA,NUW ,         ,          ,    ,WHIDBEY ISLAND           
0,USA,NYL ,         ,          ,    ,YUMA                     
0,USA,NZY ,         ,          ,    ,NORTH ISLAND             
0,USA,OAB ,N38452247,W109445745,    ,MOAB                     
0,USA,OAK ,N37433332,W122132491,    ,OAKLAND                  
0,USA,OAL ,N38001174,W117461361,    ,COALDALE                 
0,USA,OBH ,N41223265,W098211294,    ,WOLBACH                  
0,USA,OBK ,N42131696,W087570601,    ,NORTHBROOK               
0,USA,OCF ,N29103892,W082133480,    ,OCALA                    
0,USA,OCN ,N33142628,W117250380,    ,OCEANSIDE                
0,USA,OCS ,N41352476,W109005518,    ,ROCK SPRINGS             
0,USA,ODF ,N34414514,W083175158,    ,FOOTHILLS                
0,USA,ODG ,N36222557,W097471723,    ,WOODRING                 
0,USA,ODI ,N43544439,W091280306,    ,NODINE                   
0,USA,ODR ,N37192712,W079584435,    ,WOODRUM                  
0,USA,OED ,N42284647,W122544656,    ,ROGUE VALLEY             
0,USA,OFF ,         ,          ,    ,OFFUTT                   
0,USA,OFK ,N41591654,W097260445,    ,NORFOLK                  
0,USA,OGD ,N41132674,W112055367,    ,OGDEN                    
0,USA,OKK ,N40314001,W086032880,    ,KOKOMO                   
0,USA,OKM ,N35413507,W095515744,    ,OKMULGEE                 
0,USA,OKW ,N33141631,W087145952,    ,BROOKWOOD                
0,USA,OLK ,N41144887,W085295063,    ,WEBSTER LAKE             
0,USA,OLM ,N46581790,W122540660,    ,OLYMPIA                  
0,USA,OLS ,N31245384,W110505603,    ,NOGALES                  
0,USA,OLU ,N41270011,W097202695,    ,COLUMBUS                 
0,USA,OMN ,N29181170,W081064571,    ,ORMOND BEACH             
0,USA,ONL ,N42281380,W098411294,    ,O'NEILL                  
0,USA,ONM ,N34202004,W106491369,    ,SOCORRO                  
0,USA,ONP ,N44343126,W124033814,    ,NEWPORT                  
0,USA,OOD ,N39380988,W075181100,    ,WOODSTOWN                
0,USA,OOM ,N39083776,W086364687,    ,HOOSIER                  
0,USA,ORF ,N36533086,W076120118,    ,NORFOLK                  
0,USA,ORL ,N28323380,W081200605,    ,ORLANDO                  
0,USA,ORW ,N41332305,W071595767,    ,NORWICH                  
0,USA,OSH ,N43592556,W088332136,    ,OSHKOSH                  
0,USA,OSI ,N37233300,W122165269,    ,WOODSIDE                 
0,USA,OSW ,N37092704,W095121308,    ,OSWEGO                   
0,USA,OTB ,N34132579,W088475049,    ,TUPELO                   
0,USA,OTG ,N43384890,W095345505,    ,WORTHINGTON              
0,USA,OTH ,N43245582,W124100668,    ,NORTH BEND               
0,USA,OTK ,N30464960,W083164702,    ,VALDOSTA                 
0,USA,OTM ,N41014481,W092193323,    ,OTTUMWA                  
0,USA,OTO ,N35042017,W105560989,    ,OTTO                     
0,USA,OTT ,N38422114,W076444109,    ,NOTTINGHAM               
0,USA,OVR ,N41100180,W095441267,    ,OMAHA                    
0,USA,OWB ,N37443680,W087095737,    ,OWENSBORO                
0,USA,OXI ,N41191941,W086385744,    ,KNOX                     
0,USA,OZB ,N40521325,W100001355,    ,COZAD                    
0,USA,OZR ,N31160822,W085433473,    ,CAIRNS                   
0,USA,PAE ,N47551140,W122164009,    ,PAINE                    
0,USA,PAM ,         ,          ,    ,TYNDALL                  
0,USA,PAN ,         ,          ,    ,PAYSON                   
0,USA,PBF ,N34144833,W091553424,    ,PINE BLUFF               
0,USA,PBI ,N26404820,W080051136,    ,PALM BEACH               
0,USA,PCU ,N30334020,W089434976,    ,PICAYUNE                 
0,USA,PDK ,N33523227,W084175573,    ,PEACHTREE                
0,USA,PDT ,N45415432,W118561936,    ,PENDLETON                
0,USA,PDZ ,N33550601,W117314799,    ,PARADISE                 
0,USA,PEQ ,N31280953,W103342912,    ,PECOS                    
0,USA,PER ,N36444751,W097093656,    ,PIONEER                  
0,USA,PGA ,N36555176,W111265079,    ,PAGE                     
0,USA,PGD ,N26550038,W081592849,    ,PUNTA GORDA              
0,USA,PGO ,N34404967,W094363241,    ,RICH MOUNTAIN            
0,USA,PGS ,N35372896,W113324008,    ,PEACH SPRINGS            
0,USA,PGY ,N32363722,W116584476,    ,POGGI                    
0,USA,PHK ,N26465787,W080412916,    ,PAHOKEE                  
0,USA,PHP ,N44032966,W101395110,    ,PHILIP                   
0,USA,PIA ,N40404825,W089473391,    ,PEORIA                   
0,USA,PIE ,N27542795,W082410351,    ,ST PETERSBURG            
0,USA,PIH ,N42521338,W112390803,    ,POCATELLO                
0,USA,PIO ,N32314513,W105181887,    ,PINON                    
0,USA,PIR ,N44234040,W100094611,    ,PIERRE                   
0,USA,PKD ,         ,          ,    ,PARK RAPIDS              
0,USA,PKE ,N34060710,W114405544,    ,PARKER                   
0,USA,PLL ,N41575631,W089312719,    ,POLO                     
0,USA,PLN ,N45375033,W084395079,    ,PELLSTON                 
0,USA,PMD ,N34375303,W118034976,    ,PALMDALE                 
0,USA,PMM ,N42275772,W086061731,    ,PULLMAN                  
0,USA,PNH ,N35140622,W101415651,    ,PANHANDLE                
0,USA,PNN ,         ,          ,    ,PRINCETON                
0,USA,PNT ,N40491632,W088440063,    ,PONTIAC                  
0,USA,POB ,         ,          ,    ,POPE                     
0,USA,POM ,N34044220,W117471347,    ,POMONA                   
0,USA,PQI ,N46462707,W068054037,    ,PRESQUE ISLE             
0,USA,PRB ,N35402087,W120373759,    ,PASO ROBLES              
0,USA,PRX ,N33323256,W095265385,    ,PARIS                    
0,USA,PSB ,N40545853,W077593378,    ,PHILIPSBURG              
0,USA,PSC ,N46161296,W119070226,    ,PASCO                    
0,USA,PSI ,         ,          ,    ,PONTIAC                  
