1 continue number,2 area code,3 VOR idertifier,4 VOR latitude,5 VOR longitude,6 airport:,7 VOR name
0,USA,IVAC,         ,          ,KCVG,CINCINNATI/NORTHERN KENT 
0,USA,ICWA,         ,          ,KCWA,CENTRAL WISCONSIN        
0,USA,IPHS,         ,          ,KCWA,CENTRAL WISCONSIN        
0,USA,IFNO,         ,          ,KCWI,CLINTON MUNI             
0,USA,ICXO,         ,          ,KCXO,CONROE/NORTH HOUSTON RGN 
0,USA,ICYS,         ,          ,KCYS,CHEYENNE RGNL/JERRY OLSO 
0,USA,IDAA,         ,          ,KDAA,DAVISON AAF              
0,USA,IDBF,         ,          ,KDAB,DAYTONA BEACH INTL       
0,USA,IDAL,         ,          ,KDAL,DALLAS LOVE FLD          
0,USA,IDPX,         ,          ,KDAL,DALLAS LOVE FLD          
0,USA,ILVF,         ,          ,KDAL,DALLAS LOVE FLD          
0,USA,IOVW,         ,          ,KDAL,DALLAS LOVE FLD          
0,USA,IEGK,         ,          ,KDAY,JAMES M COX DAYTON INTL  
0,USA,IVUQ,         ,          ,KDAY,JAMES M COX DAYTON INTL  
0,USA,IDBN,         ,          ,KDBN,W H 'BUD' BARRON         
0,USA,IDBQ,         ,          ,KDBQ,DUBUQUE RGNL             
0,USA,IFUQ,         ,          ,KDBQ,DUBUQUE RGNL             
0,USA,IASO,         ,          ,KDCA,RONALD REAGAN WASHINGTON 
0,USA,IDCA,         ,          ,KDCA,RONALD REAGAN WASHINGTON 
0,USA,IVWH,         ,          ,KDCA,RONALD REAGAN WASHINGTON 
0,USA,IDCU,         ,          ,KDCU,PRYOR FLD RGNL           
0,USA,IDEC,         ,          ,KDEC,DECATUR                  
0,USA,IACX,         ,          ,KDEN,DENVER INTL              
0,USA,IAQD,         ,          ,KDEN,DENVER INTL              
0,USA,IBXP,         ,          ,KDEN,DENVER INTL              
0,USA,IDPP,         ,          ,KDEN,DENVER INTL              
0,USA,IDQQ,         ,          ,KDEN,DENVER INTL              
0,USA,IDXU,         ,          ,KDEN,DENVER INTL              
0,USA,IDZG,         ,          ,KDEN,DENVER INTL              
0,USA,IERP,         ,          ,KDEN,DENVER INTL              
0,USA,IFUI,         ,          ,KDEN,DENVER INTL              
0,USA,IJOY,         ,          ,KDEN,DENVER INTL              
0,USA,ILTT,         ,          ,KDEN,DENVER INTL              
0,USA,IOUF,         ,          ,KDEN,DENVER INTL              
0,USA,IAJQ,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IBXN,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,ICIX,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IFJN,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IFLQ,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IJHZ,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,ILWN,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IPKQ,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IPPZ,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IRRA,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IUWX,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IVYN,         ,          ,KDFW,DALLAS-FORT WORTH INTL   
0,USA,IODA,         ,          ,KDHN,DOTHAN RGNL              
0,USA,IDJK,         ,          ,KDKB,DE KALB TAYLOR MUNI      
0,USA,IDLL,         ,          ,KDLL,BARABOO/WISCONSIN DELLS  
0,USA,IDLS,         ,          ,KDLS,COLUMBIA GORGE RGNL/THE  
0,USA,IDRT,         ,          ,KDRT,DEL RIO INTL             
0,USA,IDSM,         ,          ,KDSM,DES MOINES INTL          
0,USA,IDWW,         ,          ,KDSM,DES MOINES INTL          
0,USA,IVGU,         ,          ,KDSM,DES MOINES INTL          
0,USA,IDTN,         ,          ,KDTN,SHREVEPORT DOWNTOWN      
0,USA,IALA,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IBZB,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IDMI,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IDTW,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IDWC,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IEJR,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IEPA,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IHJT,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IHUU,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IJKI,         ,          ,KDTW,DETROIT METRO WAYNE COUN 
0,USA,IPQQ,         ,          ,KDVK,STUART POWELL FLD        
0,USA,IDVN,         ,          ,KDVN,DAVENPORT MUNI           
0,USA,IHEW,         ,          ,KDWH,DAVID WAYNE HOOKS MEML   
0,USA,IDXR,         ,          ,KDXR,DANBURY MUNI             
0,USA,IEAR,         ,          ,KEAR,KEARNEY RGNL             
0,USA,IADJ,         ,          ,KEAT,PANGBORN MEML            
0,USA,IEAU,         ,          ,KEAU,CHIPPEWA VALLEY RGNL     
0,USA,IEPR,         ,          ,KECG,ELIZABETH CITY CG AIR ST 
0,USA,IPUK,         ,          ,KECP,NORTHWEST FLORIDA BEACHE 
0,USA,IEDE,         ,          ,KEDE,NORTHEASTERN RGNL        
0,USA,IESJ,         ,          ,KEGE,EAGLE COUNTY RGNL        
0,USA,IVAZ,         ,          ,KEGE,EAGLE COUNTY RGNL        
0,USA,ILBJ,         ,          ,KEGV,EAGLE RIVER UNION        
0,USA,IOUW,         ,          ,KEKN,ELKINS-RANDOLPH COUNTY-J 
0,USA,IEKO,         ,          ,KEKO,ELKO RGNL                
0,USA,IADR,         ,          ,KEKX,ADDINGTON FLD            
0,USA,IEKY,         ,          ,KEKY,BESSEMER                 
0,USA,IELD,         ,          ,KELD,SOUTH ARKANSAS RGNL AT G 
0,USA,IELP,         ,          ,KELP,EL PASO INTL             
0,USA,IETF,         ,          ,KELP,EL PASO INTL             
0,USA,IEMV,         ,          ,KEMV,EMPORIA-GREENSVILLE RGNL 
0,USA,IBBJ,         ,          ,KEOK,KEOKUK MUNI              
0,USA,IEQY,         ,          ,KEQY,CHARLOTTE-MONROE EXEC    
0,USA,IAWY,         ,          ,KERI,ERIE INTL/TOM RIDGE FLD  
0,USA,IERI,         ,          ,KERI,ERIE INTL/TOM RIDGE FLD  
0,USA,IESC,         ,          ,KESC,DELTA COUNTY             
0,USA,IESF,         ,          ,KESF,ESLER RGNL               
0,USA,IFGH,         ,          ,KESN,EASTON/NEWNAM FLD        
0,USA,IADE,         ,          ,KEUG,MAHLON SWEET FLD         
0,USA,IEUG,         ,          ,KEUG,MAHLON SWEET FLD         
0,USA,IDSO,         ,          ,KEVV,EVANSVILLE RGNL          
0,USA,IEVV,         ,          ,KEVV,EVANSVILLE RGNL          
0,USA,IEVW,         ,          ,KEVW,EVANSTON-UINTA COUNTY BU 
0,USA,IEWB,         ,          ,KEWB,NEW BEDFORD RGNL         
0,USA,IEWR,         ,          ,KEWR,NEWARK LIBERTY INTL      
0,USA,IEZA,         ,          ,KEWR,NEWARK LIBERTY INTL      
0,USA,IGPR,         ,          ,KEWR,NEWARK LIBERTY INTL      
0,USA,IJNN,         ,          ,KEWR,NEWARK LIBERTY INTL      
0,USA,ILSQ,         ,          ,KEWR,NEWARK LIBERTY INTL      
0,USA,IEXX,         ,          ,KEXX,DAVIDSON COUNTY          
0,USA,IFAR,         ,          ,KFAR,HECTOR INTL              
0,USA,IFAT,         ,          ,KFAT,FRESNO YOSEMITE INTL     
0,USA,IRPW,         ,          ,KFAT,FRESNO YOSEMITE INTL     
0,USA,IGRA,         ,          ,KFAY,FAYETTEVILLE RGNL/GRANNI 
0,USA,ICFU,         ,          ,KFCI,RICHMOND EXEC/CHESTERFIE 
0,USA,IPJE,         ,          ,KFEP,ALBERTUS                 
0,USA,IFFC,         ,          ,KFFC,ATLANTA RGNL FALCON FLD  
0,USA,IFFT,         ,          ,KFFT,CAPITAL CITY             
0,USA,IFLD,         ,          ,KFLD,FOND DU LAC COUNTY       
0,USA,IADI,         ,          ,KFLL,FORT LAUDERDALE/HOLLYWOO 
0,USA,IFLL,         ,          ,KFLL,FORT LAUDERDALE/HOLLYWOO 
0,USA,ILHI,         ,          ,KFLL,FORT LAUDERDALE/HOLLYWOO 
0,USA,IUDL,         ,          ,KFLL,FORT LAUDERDALE/HOLLYWOO 
0,USA,IBNX,         ,          ,KFMH,CAPE COD COAST GUARD AIR 
0,USA,IFMH,         ,          ,KFMH,CAPE COD COAST GUARD AIR 
0,USA,IFMN,         ,          ,KFMN,FOUR CORNERS RGNL        
0,USA,IRTT,         ,          ,KFOA,FLORA MUNI               
0,USA,IFOE,         ,          ,KFOE,TOPEKA RGNL              
0,USA,IFOK,         ,          ,KFOK,FRANCIS S GABRESKI       
0,USA,IFJD,         ,          ,KFPR,TREASURE COAST INTL      
0,USA,IFQD,         ,          ,KFQD,RUTHERFORD COUNTY/MARCHM 
0,USA,IFTK,         ,          ,KFTK,GODMAN AAF               
0,USA,IFTW,         ,          ,KFTW,FORT WORTH MEACHAM INTL  
0,USA,IUXT,         ,          ,KFTW,FORT WORTH MEACHAM INTL  
0,USA,IFUL,         ,          ,KFUL,FULLERTON MUNI           
0,USA,IFWA,         ,          ,KFWA,FORT WAYNE INTL          
0,USA,IFYJ,         ,          ,KFYJ,MIDDLE PENINSULA RGNL    
0,USA,IFYV,         ,          ,KFYV,DRAKE FLD                
0,USA,ILFH,         ,          ,KFYV,DRAKE FLD                
0,USA,IFZY,         ,          ,KFZY,OSWEGO COUNTY            
0,USA,IGAD,         ,          ,KGAD,NORTHEAST ALABAMA RGNL   
0,USA,IGAO,         ,          ,KGAO,SOUTH LAFOURCHE LEONARD  
0,USA,IGBD,         ,          ,KGBD,GREAT BEND MUNI          
0,USA,ILLT,         ,          ,KGCC,NORTHEAST WYOMING RGNL   
0,USA,IGEG,         ,          ,KGEG,SPOKANE INTL             
0,USA,IOLJ,         ,          ,KGEG,SPOKANE INTL             
0,USA,IJUH,         ,          ,KGEV,ASHE COUNTY              
0,USA,IGFK,         ,          ,KGFK,GRAND FORKS INTL         
0,USA,IACD,         ,          ,KGJT,GRAND JUNCTION RGNL      
0,USA,IGJT,         ,          ,KGJT,GRAND JUNCTION RGNL      
0,USA,IGKY,         ,          ,KGKY,ARLINGTON MUNI           
0,USA,IGLD,         ,          ,KGLD,RENNER FLD /GOODLAND MUN 
0,USA,IGON,         ,          ,KGON,GROTON-NEW LONDON        
0,USA,ICUE,         ,          ,KGPH,MIDWEST NTL AIR CENTER   
0,USA,IGRB,         ,          ,KGRB,GREEN BAY/AUSTIN STRAUBE 
0,USA,IGRF,         ,          ,KGRF,GRAY AAF (JOINT BASE LEW 
0,USA,IBTJ,         ,          ,KGRK,ROBERT GRAY AAF          
0,USA,IGFN,         ,          ,KGSO,PIEDMONT TRIAD INTL      
0,USA,IIDB,         ,          ,KGSO,PIEDMONT TRIAD INTL      
0,USA,ILLG,         ,          ,KGSO,PIEDMONT TRIAD INTL      
0,USA,ILZY,         ,          ,KGSO,PIEDMONT TRIAD INTL      
0,USA,IGSP,         ,          ,KGSP,GREENVILLE SPARTANBURG I 
0,USA,IAEZ,         ,          ,KGTB,WHEELER-SACK AAF         
0,USA,IGTB,         ,          ,KGTB,WHEELER-SACK AAF         
0,USA,ISMR,         ,          ,KGTF,GREAT FALLS INTL         
0,USA,IRVT,         ,          ,KGTR,GOLDEN TRIANGLE RGNL     
0,USA,IGUC,         ,          ,KGUC,GUNNISON-CRESTED BUTTE R 
0,USA,IGUP,         ,          ,KGUP,GALLUP MUNI              
0,USA,IGVL,         ,          ,KGVL,LEE GILMER MEML          
0,USA,IGVT,         ,          ,KGVT,MAJORS                   
0,USA,IGWB,         ,          ,KGWB,DE KALB COUNTY           
0,USA,IDCI,         ,          ,KGXY,GREELEY-WELD COUNTY      
0,USA,IGYH,         ,          ,KGYH,DONALDSON FLD            
0,USA,IGYY,         ,          ,KGYY,GARY/CHICAGO INTL        
0,USA,IRQF,         ,          ,KHAO,BUTLER COUNTY RGNL/HOGAN 
0,USA,IHDN,         ,          ,KHDN,YAMPA VALLEY             
0,USA,IHGR,         ,          ,KHGR,HAGERSTOWN RGNL/RICHARD  
0,USA,IUYK,         ,          ,KHGR,HAGERSTOWN RGNL/RICHARD  
0,USA,IHOB,         ,          ,KHOB,LEA COUNTY RGNL          
0,USA,IHON,         ,          ,KHON,HURON RGNL               
0,USA,IFKP,         ,          ,KHOP,CAMPBELL AAF (FORT CAMPB 
0,USA,IHOT,         ,          ,KHOT,MEML FLD                 
0,USA,IHUB,         ,          ,KHOU,WILLIAM P HOBBY          
0,USA,IOIB,         ,          ,KHOU,WILLIAM P HOBBY          
0,USA,IPRQ,         ,          ,KHOU,WILLIAM P HOBBY          
0,USA,IUPU,         ,          ,KHOU,WILLIAM P HOBBY          
0,USA,IHPN,         ,          ,KHPN,WESTCHESTER COUNTY       
0,USA,IOJZ,         ,          ,KHPN,WESTCHESTER COUNTY       
0,USA,IHQM,         ,          ,KHQM,BOWERMAN                 
0,USA,IHQZ,         ,          ,KHQZ,MESQUITE METRO           
0,USA,IHRJ,         ,          ,KHRJ,HARNETT RGNL JETPORT     
0,USA,IHRL,         ,          ,KHRL,VALLEY INTL              
0,USA,IHRO,         ,          ,KHRO,BOONE COUNTY             
0,USA,IJJC,         ,          ,KHSV,HUNTSVILLE INTL-CARL T J 
0,USA,IHVN,         ,          ,KHVN,TWEED/NEW HAVEN          
0,USA,IHWD,         ,          ,KHWD,HAYWARD EXEC             
0,USA,IHWY,         ,          ,KHWY,WARRENTON/FAUQUIER       
0,USA,IHXD,         ,          ,KHXD,HILTON HEAD              
0,USA,IBCU,         ,          ,KHYA,CAPE COD GATEWAY         
0,USA,IHYA,         ,          ,KHYA,CAPE COD GATEWAY         
0,USA,IHTY,         ,          ,KHYR,SAWYER COUNTY            
0,USA,IHQW,         ,          ,KHYX,SAGINAW COUNTY H W BROWN 
0,USA,IHZL,         ,          ,KHZL,HAZLETON RGNL            
0,USA,IHZR,         ,          ,KHZR,FALSE RIVER RGNL         
0,USA,IIAD,         ,          ,KIAD,WASHINGTON DULLES INTL   
0,USA,IISU,         ,          ,KIAD,WASHINGTON DULLES INTL   
0,USA,IOIU,         ,          ,KIAD,WASHINGTON DULLES INTL   
0,USA,ISGC,         ,          ,KIAD,WASHINGTON DULLES INTL   
0,USA,IBZU,         ,          ,KIAH,GEORGE BUSH INTCNTL/HOUS 
0,USA,IGHI,         ,          ,KIAH,GEORGE BUSH INTCNTL/HOUS 
0,USA,IIAH,         ,          ,KIAH,GEORGE BUSH INTCNTL/HOUS 
0,USA,IJYV,         ,          ,KIAH,GEORGE BUSH INTCNTL/HOUS 
0,USA,IOND,         ,          ,KIAH,GEORGE BUSH INTCNTL/HOUS 
0,USA,IUYO,         ,          ,KIAH,GEORGE BUSH INTCNTL/HOUS 
0,USA,IICT,         ,          ,KICT,WICHITA DWIGHT D EISENHO 
0,USA,IMVP,         ,          ,KICT,WICHITA DWIGHT D EISENHO 
0,USA,IIDA,         ,          ,KIDA,IDAHO FALLS RGNL         
0,USA,IIDP,         ,          ,KIDP,INDEPENDENCE MUNI        
0,USA,IXJX,         ,          ,KIGQ,LANSING MUNI             
0,USA,IIJD,         ,          ,KIJD,WINDHAM                  
0,USA,IFVH,         ,          ,KIKV,ANKENY RGNL              
0,USA,IILE,         ,          ,KILE,SKYLARK FLD              
0,USA,IGNM,         ,          ,KILM,WILMINGTON INTL          
0,USA,IIYV,         ,          ,KILN,WILMINGTON AIR PARK      
0,USA,IRHX,         ,          ,KILN,WILMINGTON AIR PARK      
0,USA,IFVJ,         ,          ,KIND,INDIANAPOLIS INTL        
0,USA,IIND,         ,          ,KIND,INDIANAPOLIS INTL        
0,USA,IOQV,         ,          ,KIND,INDIANAPOLIS INTL        
0,USA,IUZK,         ,          ,KIND,INDIANAPOLIS INTL        
0,USA,IIPJ,         ,          ,KIPJ,LINCOLNTON-LINCOLN COUNT 
0,USA,IIPT,         ,          ,KIPT,WILLIAMSPORT RGNL        
0,USA,IIRK,         ,          ,KIRK,KIRKSVILLE RGNL          
0,USA,IISM,         ,          ,KISM,KISSIMMEE GATEWAY        
0,USA,IISP,         ,          ,KISP,LONG ISLAND MAC ARTHUR   
0,USA,IOBG,         ,          ,KITR,KIT CARSON COUNTY        
0,USA,IIXD,         ,          ,KIXD,NEW CENTURY AIRCENTER    
0,USA,IJAC,         ,          ,KJAC,JACKSON HOLE             
0,USA,IJEF,         ,          ,KJEF,JEFFERSON CITY MEML      
0,USA,IHIQ,         ,          ,KJFK,JOHN F KENNEDY INTL      
0,USA,IIWY,         ,          ,KJFK,JOHN F KENNEDY INTL      
0,USA,IJFK,         ,          ,KJFK,JOHN F KENNEDY INTL      
0,USA,IJOC,         ,          ,KJFK,JOHN F KENNEDY INTL      
0,USA,IRTH,         ,          ,KJFK,JOHN F KENNEDY INTL      
0,USA,ITLK,         ,          ,KJFK,JOHN F KENNEDY INTL      
0,USA,IJFX,         ,          ,KJFX,WALKER COUNTY-BEVILL FLD 
0,USA,IJFZ,         ,          ,KJFZ,TAZEWELL COUNTY          
0,USA,IJHW,         ,          ,KJHW,CHAUTAUQUA COUNTY/JAMEST 
0,USA,IJKA,         ,          ,KJKA,GULF SHORES INTL/JACK ED 
0,USA,IJQX,         ,          ,KJLN,JOPLIN RGNL              
0,USA,IJNX,         ,          ,KJNX,JOHNSTON RGNL            
0,USA,IJQF,         ,          ,KJQF,CONCORD-PADGETT RGNL     
0,USA,IREE,         ,          ,KJVL,SOUTHERN WISCONSIN RGNL  
0,USA,IJVW,         ,          ,KJVW,JOHN BELL WILLIAMS       
0,USA,IJWN,         ,          ,KJWN,JOHN C TUNE              
0,USA,IJYO,         ,          ,KJYO,LEESBURG EXEC            
0,USA,IETI,         ,          ,KJZI,CHARLESTON EXEC          
0,USA,ILAL,         ,          ,KLAL,LAKELAND LINDER INTL     
0,USA,ILAN,         ,          ,KLAN,CAPITAL REGION INTL      
0,USA,ICUA,         ,          ,KLAS,HARRY REID INTL          
0,USA,ILAS,         ,          ,KLAS,HARRY REID INTL          
0,USA,IRLE,         ,          ,KLAS,HARRY REID INTL          
0,USA,ICFN,         ,          ,KLAX,LOS ANGELES INTL         
0,USA,IGPE,         ,          ,KLAX,LOS ANGELES INTL         
0,USA,IHQB,         ,          ,KLAX,LOS ANGELES INTL         
0,USA,IIAS,         ,          ,KLAX,LOS ANGELES INTL         
0,USA,ILAX,         ,          ,KLAX,LOS ANGELES INTL         
0,USA,IMKZ,         ,          ,KLAX,LOS ANGELES INTL         
0,USA,IOSS,         ,          ,KLAX,LOS ANGELES INTL         
0,USA,IUWU,         ,          ,KLAX,LOS ANGELES INTL         
0,USA,ILBB,         ,          ,KLBB,LUBBOCK PRESTON SMITH IN 
0,USA,ILBX,         ,          ,KLBX,TEXAS GULF COAST RGNL    
0,USA,ILCH,         ,          ,KLCH,LAKE CHARLES RGNL        
0,USA,ILCI,         ,          ,KLCI,LACONIA MUNI             
0,USA,IDDV,         ,          ,KLCK,RICKENBACKER INTL        
0,USA,IFQS,         ,          ,KLCK,RICKENBACKER INTL        
0,USA,IDVR,         ,          ,KLEB,LEBANON MUNI             
0,USA,ILFT,         ,          ,KLFT,LAFAYETTE RGNL/PAUL FOUR 
0,USA,ITYN,         ,          ,KLFT,LAFAYETTE RGNL/PAUL FOUR 
0,USA,IGDI,         ,          ,KLGA,LAGUARDIA                
0,USA,ILGA,         ,          ,KLGA,LAGUARDIA                
0,USA,IPZV,         ,          ,KLGA,LAGUARDIA                
0,USA,ITKD,         ,          ,KLGA,LAGUARDIA                
0,USA,IURD,         ,          ,KLGA,LAGUARDIA                
0,USA,ILGU,         ,          ,KLGU,LOGAN-CACHE              
0,USA,ILHM,         ,          ,KLHM,LINCOLN RGNL/KARL HARDER 
0,USA,ILHZ,         ,          ,KLHZ,TRIANGLE NORTH EXEC      
0,USA,IAAY,         ,          ,KLIT,BILL AND HILLARY CLINTON 
0,USA,IBWY,         ,          ,KLIT,BILL AND HILLARY CLINTON 
0,USA,ICNL,         ,          ,KLIT,BILL AND HILLARY CLINTON 
0,USA,ILIT,         ,          ,KLIT,BILL AND HILLARY CLINTON 
0,USA,ILKU,         ,          ,KLKU,LOUISA COUNTY/FREEMAN FL 
0,USA,IOWN,         ,          ,KLNP,LONESOME PINE            
0,USA,ILNR,         ,          ,KLNR,TRI-COUNTY RGNL          
0,USA,IJQH,         ,          ,KLOT,LEWIS UNIVERSITY         
0,USA,ILOT,         ,          ,KLOT,LEWIS UNIVERSITY         
0,USA,ILOZ,         ,          ,KLOZ,LONDON/CORBIN/MAGEE      
0,USA,ILRD,         ,          ,KLRD,LAREDO INTL              
0,USA,ILRU,         ,          ,KLRU,LAS CRUCES INTL          
0,USA,ILUK,         ,          ,KLUK,CINCINNATI MUNI/LUNKEN F 
0,USA,ILVK,         ,          ,KLVK,LIVERMORE MUNI           
0,USA,IMAC,         ,          ,KMAC,MACON DOWNTOWN           
0,USA,IMAF,         ,          ,KMAF,MIDLAND INTL AIR AND SPA 
0,USA,ITQR,         ,          ,KMBS,MBS INTL                 
0,USA,IMCE,         ,          ,KMCE,MERCED RGNL/MACREADY FLD 
0,USA,IDOT,         ,          ,KMCI,KANSAS CITY INTL         
0,USA,IDYH,         ,          ,KMCI,KANSAS CITY INTL         
0,USA,IPAJ,         ,          ,KMCI,KANSAS CITY INTL         
0,USA,IPVL,         ,          ,KMCI,KANSAS CITY INTL         
0,USA,IRNI,         ,          ,KMCI,KANSAS CITY INTL         
0,USA,IUQY,         ,          ,KMCI,KANSAS CITY INTL         
0,USA,IMCK,         ,          ,KMCK,MC COOK BEN NELSON RGNL  
0,USA,IARK,         ,          ,KMCO,ORLANDO INTL             
0,USA,ICER,         ,          ,KMCO,ORLANDO INTL             
0,USA,IDDO,         ,          ,KMCO,ORLANDO INTL             
0,USA,IDIZ,         ,          ,KMCO,ORLANDO INTL             
0,USA,IOJP,         ,          ,KMCO,ORLANDO INTL             
0,USA,ITFE,         ,          ,KMCO,ORLANDO INTL             
0,USA,IMDQ,         ,          ,KMDQ,HUNTSVILLE EXEC TOM SHAR 
0,USA,IHKH,         ,          ,KMDW,CHICAGO MIDWAY INTL      
0,USA,IMDW,         ,          ,KMDW,CHICAGO MIDWAY INTL      
0,USA,IMXT,         ,          ,KMDW,CHICAGO MIDWAY INTL      
0,USA,IIKQ,         ,          ,KMEI,KEY FLD                  
0,USA,IEXS,         ,          ,KMEM,MEMPHIS INTL             
0,USA,IMYO,         ,          ,KMEM,MEMPHIS INTL             
0,USA,IOHN,         ,          ,KMEM,MEMPHIS INTL             
0,USA,ITSE,         ,          ,KMEM,MEMPHIS INTL             
0,USA,IVMU,         ,          ,KMEZ,MENA INTERMOUNTAIN MUNI  
0,USA,ILLM,         ,          ,KMFE,MC ALLEN MILLER INTL     
0,USA,IMFE,         ,          ,KMFE,MC ALLEN MILLER INTL     
0,USA,IMFR,         ,          ,KMFR,ROGUE VALLEY INTL - MEDF 
0,USA,IMFV,         ,          ,KMFV,ACCOMACK COUNTY          
0,USA,IMGY,         ,          ,KMGY,DAYTON-WRIGHT BROTHERS   
0,USA,IMHR,         ,          ,KMHR,SACRAMENTO MATHER        
0,USA,IMHT,         ,          ,KMHT,MANCHESTER BOSTON RGNL   
0,USA,IMNA,         ,          ,KMHT,MANCHESTER BOSTON RGNL   
0,USA,IBUL,         ,          ,KMIA,MIAMI INTL               
0,USA,ICNV,         ,          ,KMIA,MIAMI INTL               
0,USA,IDCX,         ,          ,KMIA,MIAMI INTL               
0,USA,IGEM,         ,          ,KMIA,MIAMI INTL               
0,USA,IMFA,         ,          ,KMIA,MIAMI INTL               
0,USA,IROY,         ,          ,KMIA,MIAMI INTL               
0,USA,IVIN,         ,          ,KMIA,MIAMI INTL               
0,USA,IGQR,         ,          ,KMKC,CHARLES B WHEELER DOWNTO 
0,USA,IMKC,         ,          ,KMKC,CHARLES B WHEELER DOWNTO 
0,USA,IBLY,         ,          ,KMKE,GENERAL MITCHELL INTL    
0,USA,IGMF,         ,          ,KMKE,GENERAL MITCHELL INTL    
0,USA,IMKE,         ,          ,KMKE,GENERAL MITCHELL INTL    
0,USA,IPXY,         ,          ,KMKE,GENERAL MITCHELL INTL    
0,USA,ICJH,         ,          ,KMKG,MUSKEGON COUNTY          
0,USA,IMKG,         ,          ,KMKG,MUSKEGON COUNTY          
0,USA,IMKJ,         ,          ,KMKJ,MOUNTAIN EMPIRE          
0,USA,IMKL,         ,          ,KMKL,MC KELLAR-SIPES RGNL     
0,USA,IGEQ,         ,          ,KMLI,QUAD CITIES INTL         
0,USA,IMLI,         ,          ,KMLI,QUAD CITIES INTL         
0,USA,IMOR,         ,          ,KMOR,MOORE-MURRELL            
0,USA,IMOT,         ,          ,KMOT,MINOT INTL               
0,USA,IMPV,         ,          ,KMPV,EDWARD F KNAPP STATE     
0,USA,IMRY,         ,          ,KMRY,MONTEREY RGNL            
0,USA,IMTB,         ,          ,KMRY,MONTEREY RGNL            
0,USA,IDQJ,         ,          ,KMSN,DANE COUNTY RGNL/TRUAX F 
0,USA,IDSZ,         ,          ,KMSN,DANE COUNTY RGNL/TRUAX F 
0,USA,IMSN,         ,          ,KMSN,DANE COUNTY RGNL/TRUAX F 
0,USA,IBMA,         ,          ,KMSP,MINNEAPOLIS-ST PAUL INTL 
0,USA,IHKZ,         ,          ,KMSP,MINNEAPOLIS-ST PAUL INTL 
0,USA,IINN,         ,          ,KMSP,MINNEAPOLIS-ST PAUL INTL 
0,USA,IMSP,         ,          ,KMSP,MINNEAPOLIS-ST PAUL INTL 
0,USA,IPJL,         ,          ,KMSP,MINNEAPOLIS-ST PAUL INTL 
0,USA,ITJZ,         ,          ,KMSP,MINNEAPOLIS-ST PAUL INTL 
0,USA,IHOX,         ,          ,KMSY,LOUIS ARMSTRONG NEW ORLE 
0,USA,IJFI,         ,          ,KMSY,LOUIS ARMSTRONG NEW ORLE 
0,USA,IMSY,         ,          ,KMSY,LOUIS ARMSTRONG NEW ORLE 
0,USA,IONW,         ,          ,KMSY,LOUIS ARMSTRONG NEW ORLE 
0,USA,IBQG,         ,          ,KMTN,MARTIN STATE             
0,USA,IMTN,         ,          ,KMTN,MARTIN STATE             
0,USA,IUVM,         ,          ,KMTV,BLUE RIDGE               
0,USA,ILUC,         ,          ,KMUT,MUSCATINE MUNI           
0,USA,IMVY,         ,          ,KMVY,MARTHA'S VINEYARD        
0,USA,IVMH,         ,          ,KMWL,MINERAL WELLS RGNL       
0,USA,IMYF,         ,          ,KMYF,MONTGOMERY-GIBBS EXEC    
0,USA,IEYR,         ,          ,KMYJ,MEXICO MEML              
0,USA,IMYR,         ,          ,KMYR,MYRTLE BEACH INTL        
0,USA,INCA,         ,          ,KNCA,NEW RIVER MCAS /H/ MCCUT 
0,USA,INDZ,         ,          ,KNDZ,WHITING FLD NAS SOUTH    
0,USA,INEW,         ,          ,KNEW,LAKEFRONT                
0,USA,INFW,         ,          ,KNFW,FORT WORTH NAS JRB (CARS 
0,USA,INGU,         ,          ,KNGU,NORFOLK NS (CHAMBERS FLD 
0,USA,INHK,         ,          ,KNHK,PATUXENT RIVER NAS/TRAPN 
0,USA,INKT,         ,          ,KNKT,CHERRY POINT MCAS (CUNNI 
0,USA,INKX,         ,          ,KNKX,MIRAMAR MCAS (JOE FOSS F 
0,USA,INOG,         ,          ,KNOG,ORANGE GROVE NALF        
