continue number,area code,airport name,ICAO identifier,ICAO code,ICAO code
0,CAN,LOWELL FLD                    ,00AK,PA,  
0,CAN,PURKEYPILE                    ,01A ,PA,  
0,CAN,BAREFOOT                      ,02AA,PA,  
0,CAN,RUSTIC WILDERNESS             ,02AK,PA,  
0,CAN,JOE CLOUDS                    ,03AK,PA,  
0,CAN,FLYING W RANCH                ,04AA,PA,  
0,CAN,CHATHAM                       ,05AA,PA,  
0,CAN,WASILLA CREEK AIRPARK         ,05AK,PA,  
0,CAN,TWISTED SISTERS               ,06AA,PA,  
0,CAN,JUNE LAKE AIRPARK             ,06AK,PA,  
0,CAN,PAN LAKE STRIP                ,07AA,PA,  
0,CAN,FISHER                        ,08AK,PA,  
0,CAN,WEST BEAVER                   ,09AK,PA,  
0,CAN,YAKATAGA                      ,0AA1,PA,  
0,CAN,FAREWELL                      ,0AA4,PA,  
0,CAN,RANGEVIEW AIRSTRIP            ,0AA5,PA,  
0,CAN,KALIFONSKY MEADOWS            ,0AA7,PA,  
0,CAN,PILOT STATION                 ,0AK ,PA,  
0,CAN,SCOTTS                        ,0AK0,PA,  
0,CAN,ANDERSON LAKE                 ,0AK1,PA,  
0,CAN,YENTNA BEND STRIP             ,0AK2,PA,  
0,CAN,PARKER LAKE                   ,0AK3,PA,  
0,CAN,YOUNG CREEK                   ,0AK5,PA,  
0,CAN,VICTORY                       ,0AK6,PA,  
0,CAN,BRADLEY LAKE HYDROELECTRIC PRO,0AK7,PA,  
0,CAN,FIREWEED                      ,0AK8,PA,  
0,CAN,FALCON LAKE STRIP             ,0AK9,PA,  
0,CAN,HUNT STRIP                    ,10AK,PA,  
0,CAN,ROCKING T RANCH               ,11AK,PA,  
0,CAN,SATTERBERGS                   ,13AK,PA,  
0,CAN,LAKE LOUISE                   ,13S ,PA,  
0,CAN,LORING                        ,13Z ,PA,  
0,CAN,FOUR CORNERS                  ,14AK,PA,  
0,CAN,GOLDEN NORTH AIRFIELD         ,15AK,PA,  
0,CAN,GATTIS STRIP                  ,16AK,PA,  
0,CAN,PORT ALICE                    ,16K ,PA,  
0,CAN,MC GRATH                      ,16Z ,PA,  
0,CAN,18 MEADOWS AERODROME          ,18AA,PA,  
0,CAN,ICY BAY                       ,19AK,PA,  
0,CAN,PORT PROTECTION               ,19P ,PA,  
0,CAN,CREVICE CREEK                 ,1AK1,PA,  
0,CAN,CROSSWIND LAKE                ,1AK2,PA,  
0,CAN,KENAI RIVER AIRPARK           ,1AK4,PA,  
0,CAN,TALACHULITNA RIVER            ,1AK6,PA,  
0,CAN,TALAHEIM                      ,1AK8,PA,  
0,CAN,KALAKAKET CREEK AS            ,1KC ,PA,  
0,CAN,ELLAMAR                       ,1Z9 ,PA,  
0,CAN,OWEN FLD                      ,20AK,PA,  
0,CAN,QUAIL CREEK                   ,20K ,PA,  
0,CAN,MONTANA CREEK                 ,21AK,PA,  
0,CAN,YUKNIS                        ,23AK,PA,  
0,CAN,TOAD LAKE STRIP               ,24AK,PA,  
0,CAN,SKYFLIGHT                     ,25AA,PA,  
0,CAN,HONEYBEE LAKE AERO PARK       ,25AK,PA,  
0,CAN,JOHNSON STRIP YENTNA          ,27AK,PA,  
0,CAN,GATES RANCH                   ,28AK,PA,  
0,CAN,ISLAND LAKE                   ,29A ,PA,  
0,CAN,REMINGTON FLD                 ,29AK,PA,  
0,CAN,LIME VILLAGE                  ,2AK ,PA,  
0,CAN,MAC KENZIE COUNTRY AIRPARK    ,2AK0,PA,  
0,CAN,BLAIR LAKE                    ,2AK1,PA,  
0,CAN,CLEAR CREEK                   ,2AK2,PA,  
0,CAN,BOOTLEGGERS COVE              ,2AK4,PA,  
0,CAN,JOHNSTONE POINT               ,2AK5,PA,  
0,CAN,HOG RIVER                     ,2AK6,PA,  
0,CAN,ICY CAPE AFS                  ,2AK8,PA,  
0,CAN,INDEPENDENCE CREEK            ,2AK9,PA,  
0,CAN,GOODING LAKE                  ,2D3 ,PA,  
0,CAN,TELIDA                        ,2K5 ,PA,  
0,CAN,ISLAND LAKE                   ,2R3 ,PA,  
0,CAN,REDOUBT VIEW                  ,2VI2,PA,  
0,CAN,WILLOW SPB                    ,2X2 ,PA,  
0,CAN,YAKUTAT                       ,2Y3 ,PA,  
0,CAN,EUREKA CREEK                  ,2Z2 ,PA,  
0,CAN,EVA CREEK                     ,2Z3 ,PA,  
0,CAN,CHENA RIVER                   ,2Z5 ,PA,  
0,CAN,FALSE ISLAND                  ,2Z6 ,PA,  
0,CAN,DOYLE ESTATES                 ,30AK,PA,  
0,CAN,DALRYMPLE'S                   ,31AK,PA,  
0,CAN,NUGGET BENCH                  ,33AK,PA,  
0,CAN,CARDWELL STRIP                ,34AK,PA,  
0,CAN,POKER BLUFF                   ,35AK,PA,  
0,CAN,FLYWAY FARM AIRSTRIP          ,36AK,PA,  
0,CAN,SQUAW HARBOR                  ,36H ,PA,  
0,CAN,MELS                          ,38AK,PA,  
0,CAN,KROENKE STRIP                 ,39AK,PA,  
0,CAN,SEYMOUR LAKE SPB              ,3A3 ,PA,  
0,CAN,DRY BAY                       ,3AK ,PA,  
0,CAN,SKELTON                       ,3AK1,PA,  
0,CAN,NIKLASON LAKE ESTATES         ,3AK2,PA,  
0,CAN,SONGLO VISTA                  ,3AK3,PA,  
0,CAN,JOHNSON                       ,3AK4,PA,  
0,CAN,DRIFT RIVER                   ,3AK5,PA,  
0,CAN,B & B BOYS RANCH              ,3AK6,PA,  
0,CAN,LAUB                          ,3AK7,PA,  
0,CAN,BOISSELLE'S STRIP             ,3AK8,PA,  
0,CAN,COTTONWOOD LAKE               ,3H3 ,PA,  
0,CAN,UPPER WASILLA LAKE            ,3K9 ,PA,  
0,CAN,TETLIN                        ,3T4 ,PA,  
0,CAN,FEATHER RIVER                 ,3Z1 ,PA,  
0,CAN,GOLDEN HORN LODGE             ,3Z8 ,PA,  
0,CAN,STERLING AIR PARK             ,40AK,PA,  
0,CAN,SETTLERS BAY AIRSTRIP         ,41AK,PA,  
0,CAN,WILLOW CONOCOPHILLIPS         ,42AK,PA,  
0,CAN,KALMBACH                      ,43AK,PA,  
0,CAN,WEST PAPOOSE LAKE AIRPARK     ,44AK,PA,  
0,CAN,DAVIDSON STRIP                ,45AA,PA,  
0,CAN,CHEROKEE                      ,45AK,PA,  
0,CAN,BEAR COVE FARM                ,46AK,PA,  
0,CAN,HIGHLAND                      ,47AK,PA,  
0,CAN,CASTLE MOUNTAIN AIRSTRIP      ,48AK,PA,  
0,CAN,SECLUDED LAKE                 ,49AK,PA,  
0,CAN,ATMAUTLUAK                    ,4A2 ,PA,  
0,CAN,LAKE LUCILLE                  ,4A3 ,PA,  
0,CAN,LIVENGOOD CAMP                ,4AK ,PA,  
0,CAN,NIKLASON LAKE                 ,4AK0,PA,  
0,CAN,INIGOK                        ,4AK1,PA,  
0,CAN,ST JOHN HOMESTEAD             ,4AK2,PA,  
0,CAN,LONG LAKE                     ,4AK3,PA,  
0,CAN,MANKOMEN LAKE                 ,4AK5,PA,  
0,CAN,WOLF LAKE                     ,4AK6,PA,  
0,CAN,ALEKNAGIK MISSION STRIP       ,4AK7,PA,  
0,CAN,NAPAIMUTE PIONEER AIRFIELD    ,4AK8,PA,  
0,CAN,TIBBETTS                      ,4AK9,PA,  
0,CAN,PEDRO BAY                     ,4K0 ,PA,  
0,CAN,OUZINKIE                      ,4K5 ,PA,  
0,CAN,HORSFELD                      ,4Z5 ,PA,  
0,CAN,HYDER                         ,4Z7 ,PA,  
0,CAN,JAKOLOF BAY                   ,4Z9 ,PA,  
0,CAN,ROBIN'S LANDING               ,50AK,PA,  
0,CAN,BIRCH CREEK LANDING           ,51AK,PA,  
0,CAN,MINTO AL WRIGHT               ,51Z ,PA,  
0,CAN,CRAG MOUNTAIN                 ,52AK,PA,  
0,CAN,SUMMIT LAKE                   ,52Z ,PA,  
0,CAN,LAKEWOOD AIRSTRIP             ,53AK,PA,  
0,CAN,KALMBACH LAKE                 ,54AK,PA,  
0,CAN,LAWRENCE AIRSTRIP             ,55AK,PA,  
0,CAN,HINKES                        ,56AK,PA,  
0,CAN,TOKEEN                        ,57A ,PA,  
0,CAN,TOLSONA LAKE                  ,58A ,PA,  
0,CAN,FAIRVIEW EAST                 ,58AK,PA,  
0,CAN,PENDEROSA                     ,59AK,PA,  
0,CAN,ALEKNAGIK /NEW                ,5A8 ,PA,  
0,CAN,TAZLINA /SMOKEY LAKE/         ,5AK ,PA,  
0,CAN,TRADING BAY PRODUCTION        ,5AK0,PA,  
0,CAN,HOWARDS                       ,5AK2,PA,  
0,CAN,AIRWAY                        ,5AK3,PA,  
0,CAN,SNOWSHOE LAKE                 ,5AK4,PA,  
0,CAN,TODDS STRIP                   ,5AK5,PA,  
0,CAN,COLBERG                       ,5AK6,PA,  
0,CAN,MEMORY LAKE                   ,5AK8,PA,  
0,CAN,GRANDVIEW SUBDIVISION         ,5AK9,PA,  
0,CAN,BLACK RAPIDS                  ,5BK ,PA,  
0,CAN,HOMER-BELUGA LAKE             ,5BL ,PA,  
0,CAN,EL CAPITAN LODGE              ,5C5 ,PA,  
0,CAN,CHANDALAR SHELF               ,5CD ,PA,  
0,CAN,HOPE                          ,5HO ,PA,  
0,CAN,KETCHIKAN HARBOR              ,5KE ,PA,  
0,CAN,KASILOF                       ,5KS ,PA,  
0,CAN,WASILLA LAKE                  ,5L6 ,PA,  
0,CAN,NAKNEK                        ,5NK ,PA,  
0,CAN,QUARTZ CREEK /KOUGAROK/       ,5QC ,PA,  
0,CAN,KANTISHNA                     ,5Z5 ,PA,  
0,CAN,LAKE BROOKS                   ,5Z9 ,PA,  
0,CAN,WALLIS LAKE SPB               ,62AK,PA,  
0,CAN,LLOYD R ROUNDTREE SEAPLANE FAC,63A ,PA,  
0,CAN,KUCERA RESIDENCE              ,63AK,PA,  
0,CAN,CARPENTIERS STRIP             ,64AK,PA,  
0,CAN,FAIRVIEW LANDING              ,65AK,PA,  
0,CAN,JUNE LAKE                     ,66AK,PA,  
0,CAN,SOUTH HOLLYWOOD               ,67AK,PA,  
0,CAN,WRANGELL                      ,68A ,PA,  
0,CAN,MEMORY LAKE                   ,69AK,PA,  
0,CAN,BROCKER LAKE                  ,6A7 ,PA,  
0,CAN,RAINY PASS LODGE              ,6AK ,PA,  
0,CAN,PLATINUM MINE                 ,6AK1,PA,  
0,CAN,SLEEPERS STRIP                ,6AK2,PA,  
0,CAN,BUTLER AVIATION               ,6AK3,PA,  
0,CAN,FIRE ISLAND                   ,6AK5,PA,  
0,CAN,RAINBOW HEIGHTS ESTATES AIRSTR,6AK7,PA,  
0,CAN,TULAKES                       ,6AK8,PA,  
0,CAN,CIZEK NORTH                   ,6AK9,PA,  
0,CAN,OLD HARBOR                    ,6R7 ,PA,  
0,CAN,BANGERTER FLD                 ,70AK,PA,  
0,CAN,BLUFF PARK FARM               ,71AK,PA,  
0,CAN,MAUD ROAD STRIP               ,74AK,PA,  
0,CAN,HENLEY                        ,75AK,PA,  
0,CAN,POGO MINE AIRSTRIP            ,76AK,PA,  
0,CAN,NAKEEN                        ,76Z ,PA,  
0,CAN,TIDEWATER                     ,77AK,PA,  
0,CAN,LAKEWOOD                      ,78AA,PA,  
0,CAN,C T S                         ,78AK,PA,  
0,CAN,YES BAY LODGE                 ,78K ,PA,  
0,CAN,NANCY LAKE                    ,78Z ,PA,  
0,CAN,HUTTUNEN STRIP                ,79AK,PA,  
0,CAN,ART Z                         ,7AK0,PA,  
0,CAN,SNETTISHAM                    ,7AK2,PA,  
0,CAN,GAEDE                         ,7AK3,PA,  
0,CAN,JACK FISH LANDING             ,7AK4,PA,  
0,CAN,DAHLER HOMESTEAD              ,7AK5,PA,  
0,CAN,DAN FRANCE                    ,7AK6,PA,  
0,CAN,HESS                          ,7AK8,PA,  
0,CAN,VINDUSKA                      ,7AK9,PA,  
0,CAN,AMERICAN CREEK                ,80A ,PA,  
0,CAN,MORVRO LAKE                   ,80AK,PA,  
0,CAN,MC KINLEY COUNTRY             ,81AK,PA,  
0,CAN,TOLOVANA HOT SPRINGS          ,83AK,PA,  
0,CAN,MEYERS CHUCK                  ,84K ,PA,  
0,CAN,MARION                        ,85AK,PA,  
0,CAN,HOPPE'S                       ,86AK,PA,  
0,CAN,SOLOY STRIP                   ,87AK,PA,  
0,CAN,DUTCH LANDING STRIP           ,88AK,PA,  
0,CAN,LINCOLN VILLAGE AIRPARK       ,89AK,PA,  
0,CAN,JACOBUS FLD                   ,8AK1,PA,  
0,CAN,CARTY'S AIRSTRIP              ,8AK2,PA,  
0,CAN,ROLAND NORTON MEML AIRSTRIP   ,8AK3,PA,  
0,CAN,FORT CROSBY                   ,8AK5,PA,  
0,CAN,LITTLE SUSITNA                ,8AK6,PA,  
0,CAN,NORTH CUBS STRIP              ,8AK8,PA,  
0,CAN,TOK 2                         ,8AK9,PA,  
0,CAN,MURPHYS PULLOUT               ,8K9 ,PA,  
0,CAN,TATITNA                       ,8KA ,PA,  
0,CAN,KUCERA                        ,91AK,PA,  
0,CAN,TYONE CREEK 907AU CAMP        ,93AK,PA,  
0,CAN,NOME CITY FLD                 ,94Z ,PA,  
0,CAN,BROWN'S HOMESTEAD             ,95AK,PA,  
0,CAN,BRADLEY SKY-RANCH             ,95Z ,PA,  
0,CAN,HACKNEY LANDING               ,96AK,PA,  
0,CAN,WHALE PASS SEAPLANE FLOAT HARB,96Z ,PA,  
0,CAN,HIGH RIDGE ASSOCIATION        ,97AK,PA,  
0,CAN,EASTLAND                      ,98AK,PA,  
0,CAN,MOORE CREEK                   ,99AK,PA,  
0,CAN,FINGER LAKE                   ,99Z ,PA,  
0,CAN,UGASHIK                       ,9A8 ,PA,  
0,CAN,ELK RANCH                     ,9AA1,PA,  
0,CAN,AIRKAT AIRPARK                ,9AA9,PA,  
0,CAN,TOTATLANIKA RIVER             ,9AK ,PA,  
0,CAN,SPORTSMENS PARADISE           ,9AK0,PA,  
0,CAN,STORMY HILL                   ,9AK1,PA,  
0,CAN,KAKO                          ,9AK2,PA,  
0,CAN,NIKOLAI CREEK                 ,9AK3,PA,  
0,CAN,ARCTIC ANGEL                  ,9AK4,PA,  
0,CAN,SKY HARBOR                    ,9AK5,PA,  
0,CAN,LEISUREWOOD AIRSTRIP          ,9AK6,PA,  
0,CAN,CUBDIVISION                   ,9AK7,PA,  
0,CAN,WOLF TRACK                    ,9AK8,PA,  
0,CAN,MOOSE MEADOWS                 ,9AK9,PA,  
0,CAN,PENINSULA POINT PULLOUT       ,9C0 ,PA,  
0,CAN,KODIAK /LILLY LAKE/           ,9Z3 ,PA,  
0,CAN,LEVELOCK                      ,9Z8 ,PA,  
0,CAN,LAWING                        ,9Z9 ,PA,  
0,CAN,CAMPBELL LAKE SPB             ,A11 ,PA,  
0,CAN,BOLD                          ,A13 ,PA,  
0,CAN,SAGINAW                       ,A23 ,PA,  
0,CAN,SELDOVIA                      ,A27 ,PA,  
0,CAN,SITKA                         ,A29 ,PA,  
0,CAN,TAKU HARBOR                   ,A43 ,PA,  
0,CAN,ALSEK RIVER                   ,A57 ,PA,  
0,CAN,TUNTUTULIAK                   ,A61 ,PA,  
0,CAN,TWIN HILLS                    ,A63 ,PA,  
0,CAN,HARLEQUIN LAKE                ,A67 ,PA,  
0,CAN,SITUK                         ,A68 ,PA,  
0,CAN,TANIS MESA                    ,A69 ,PA,  
0,CAN,YANKEE CREEK 2                ,A77 ,PA,  
0,CAN,CHIGNIK LAKE                  ,A79 ,PA,  
0,CAN,SHUMP                         ,AA00,PA,  
0,CAN,WEST BEAVER                   ,AA01,PA,  
0,CAN,HORSESHOE LAKE                ,AA02,PA,  
0,CAN,UGASHIK NARROWS               ,AA05,PA,  
0,CAN,SIXMILE LAKE                  ,AA06,PA,  
0,CAN,BUSCH CREEK                   ,AA09,PA,  
0,CAN,EAGLES ROOST                  ,AA10,PA,  
0,CAN,MISTY LAKE                    ,AA11,PA,  
0,CAN,DOVE ISLAND LODGE             ,AA12,PA,  
0,CAN,SHANNONS POND                 ,AA15,PA,  
0,CAN,TREASURE CHEST                ,AA16,PA,  
0,CAN,DELTA DAVES                   ,AA22,PA,  
0,CAN,SHELBY STRIP                  ,AA25,PA,  
0,CAN,TRIO ESTATES                  ,AA30,PA,  
0,CAN,GUS LANDING                   ,AA33,PA,  
0,CAN,TIMBER TRAILS                 ,AA76,PA,  
0,CAN,WALBY LAKE                    ,AA85,PA,  
0,CAN,JAKES BAR                     ,AK0 ,PA,  
0,CAN,ANCHOR RIVER AIRPARK          ,AK00,PA,  
0,CAN,ALASKA AIRPARK                ,AK01,PA,  
0,CAN,BEAR CREEK 1                  ,AK02,PA,  
0,CAN,BREEDEN                       ,AK05,PA,  
0,CAN,DENALI                        ,AK06,PA,  
0,CAN,DOG FISH BAY                  ,AK07,PA,  
0,CAN,THOMAS STRIP                  ,AK08,PA,  
0,CAN,WINGSONG ESTATES              ,AK09,PA,  
0,CAN,BUTTE MUNI                    ,AK1 ,PA,  
0,CAN,AK-10 AIRSTRIP                ,AK10,PA,  
0,CAN,HIGH VISTA                    ,AK11,PA,  
0,CAN,FLYING CROWN                  ,AK12,PA,  
0,CAN,CHENA HOT SPRINGS             ,AK13,PA,  
0,CAN,TURINSKY AIRSTRIP             ,AK14,PA,  
0,CAN,SUNSET STRIP                  ,AK16,PA,  
0,CAN,GLACIERVIEW STRIP             ,AK17,PA,  
0,CAN,CAMP POINT                    ,AK18,PA,  
0,CAN,CARL'S LANDING                ,AK19,PA,  
0,CAN,CD-3 AIRSTRIP                 ,AK20,PA,  
0,CAN,NUSHAGAK                      ,AK21,PA,  
0,CAN,LAKLOEY AIR PARK              ,AK22,PA,  
0,CAN,HILLTOP                       ,AK24,PA,  
0,CAN,PIPER LANDING                 ,AK25,PA,  
0,CAN,SOLOMON STATE FLD             ,AK26,PA,  
0,CAN,VALLEY FLYING CROWN           ,AK27,PA,  
0,CAN,CHENA MARINA                  ,AK28,PA,  
0,CAN,REIDS LANDING                 ,AK29,PA,  
0,CAN,STRAWBERRY POINT              ,AK30,PA,  
0,CAN,SWIFT CREEK                   ,AK31,PA,  
0,CAN,HERENDEEN BAY                 ,AK33,PA,  
0,CAN,KASHWITNA LAKE                ,AK34,PA,  
0,CAN,POINT MAC                     ,AK36,PA,  
0,CAN,SOUTH GASLINE                 ,AK39,PA,  
0,CAN,NIXON FORK MINE               ,AK40,PA,  
0,CAN,GREG'N SAGE                   ,AK41,PA,  
0,CAN,JACOBSEN LAKE                 ,AK43,PA,  
0,CAN,TALKEETNA VILLAGE STRIP       ,AK44,PA,  
0,CAN,GREBE LAKE                    ,AK45,PA,  
0,CAN,ABI                           ,AK46,PA,  
0,CAN,SHAWN FLD                     ,AK47,PA,  
0,CAN,HAGGARDS LANDING              ,AK48,PA,  
0,CAN,TAYLOR                        ,AK49,PA,  
0,CAN,ENCELEWSKI LAKE               ,AK5 ,PA,  
0,CAN,SKY RANCH AT PIONEER PEAK     ,AK50,PA,  
0,CAN,CRYSTAL CREEK LODGE           ,AK51,PA,  
0,CAN,MOEN'S RANCH                  ,AK52,PA,  
0,CAN,STONY MOUNTAIN LODGE          ,AK53,PA,  
0,CAN,STRO'S                        ,AK54,PA,  
0,CAN,MOOSE RUN AIRSTRIP            ,AK55,PA,  
0,CAN,TIKCHIK LODGE                 ,AK56,PA,  
0,CAN,LONG LAKE                     ,AK57,PA,  
0,CAN,FAIRVIEW WEST                 ,AK58,PA,  
0,CAN,KING RANCH                    ,AK59,PA,  
0,CAN,FORT JENSEN                   ,AK60,PA,  
0,CAN,STEPHAN LAKE LODGE            ,AK61,PA,  
0,CAN,NAUKATI BAY                   ,AK62,PA,  
0,CAN,PAT-MAR STRIP                 ,AK63,PA,  
0,CAN,GREEN'S STRIP                 ,AK65,PA,  
0,CAN,HUNTER CREEK                  ,AK66,PA,  
0,CAN,SKID MARKS                    ,AK67,PA,  
0,CAN,MINUTEMAN STRIP               ,AK68,PA,  
0,CAN,LONG LAKE                     ,AK69,PA,  
0,CAN,LONELY AS                     ,AK71,PA,  
0,CAN,JEWELL                        ,AK72,PA,  
0,CAN,MCGAHAN INDUSTRIAL AIRPARK    ,AK73,PA,  
0,CAN,UPPER HANNUM CREEK            ,AK74,PA,  
0,CAN,CANDLE 2                      ,AK75,PA,  
0,CAN,EAST ALSEK RIVER              ,AK76,PA,  
0,CAN,ALL WEST                      ,AK77,PA,  
0,CAN,JOLLY FLD                     ,AK79,PA,  
0,CAN,CHRISTIANSEN LAKE             ,AK8 ,PA,  
0,CAN,RED CREEK                     ,AK80,PA,  
0,CAN,AMOOK BAY                     ,AK81,PA,  
0,CAN,GANNON'S LANDING              ,AK83,PA,  
0,CAN,SCOOTER'S LANDING STRIP       ,AK84,PA,  
0,CAN,BIRCHWATER                    ,AK85,PA,  
0,CAN,KRAMER                        ,AK86,PA,  
0,CAN,EAGLE NEST                    ,AK88,PA,  
0,CAN,BLACK SPRUCE                  ,AK89,PA,  
0,CAN,SHIRLEY LAKE                  ,AK90,PA,  
0,CAN,MARTIN                        ,AK92,PA,  
0,CAN,GROUSE RIDGE                  ,AK93,PA,  
0,CAN,TWIN LAKE                     ,AK95,PA,  
0,CAN,RANDY BRIGGS MEM FLD          ,AK96,PA,  
0,CAN,BOSWELL BAY                   ,AK97,PA,  
0,CAN,BUCK CREEK                    ,AK98,PA,  
0,CAN,GRAND HOME                    ,AK99,PA,  
0,CAN,ALITAK                        ,ALZ ,PA,  
0,CAN,GIRDWOOD                      ,AQY ,PA,  
0,CAN,BARANOF WARM SPRINGS FLOAT AND,BNF ,PA,  
0,CAN,BARTLETT COVE                 ,BQV ,PA,  
0,CAN,BOUNDARY                      ,BYA ,PA,  
0,CAN,CRAIG                         ,CGA ,PA,  
0,CAN,CIRCLE HOT SPRINGS            ,CHP ,PA,  
0,CAN,CORDOVA MUNI                  ,CKU ,PA,  
0,CAN,CHICKEN                       ,CKX ,PA,  
0,CAN,CAMPBELL AIRSTRIP             ,CSR ,PA,  
0,CAN,CHITINA                       ,CXC ,PA,  
0,CAN,WINDSOR                       ,CYQG,CY,  
0,CAN,ABBOTSFORD                    ,CYXX,CY,  
0,CAN,VANCOUVER/BOUNDARY BAY        ,CZBB,CY,  
0,CAN,CHISANA                       ,CZN ,PA,  
0,CAN,CHISTOCHINA                   ,CZO ,PA,  
0,CAN,DELTA JUNCTION                ,D66 ,PA,  
0,CAN,BEAVER LAKE                   ,D71 ,PA,  
0,CAN,D&C FIRE LAKE FLYING CLUB     ,D72 ,PA,  
0,CAN,BLODGETT LAKE                 ,D75 ,PA,  
0,CAN,DAHL CREEK                    ,DCK ,PA,  
0,CAN,DUFFYS TAVERN                 ,DDT ,PA,  
0,CAN,EXCURSION INLET               ,EXI ,PA,  
0,CAN,FLAT                          ,FLT ,PA,  
0,CAN,GOODNEWS                      ,GNU ,PA,  
0,CAN,HAWK INLET                    ,HWI ,PA,  
0,CAN,CLARK BAY                     ,HYL ,PA,  
0,CAN,DEVILS MOUNTAIN LODGE         ,IBN ,PA,  
0,CAN,QUARTZ CREEK                  ,JLA ,PA,  
0,CAN,COUNCIL                       ,K29 ,PA,  
0,CAN,ANVIK                         ,K40 ,PA,  
0,CAN,THOMPSON PASS                 ,K55 ,PA,  
0,CAN,KAKE                          ,KAE ,PA,  
0,CAN,BELL ISLAND HOT SPRINGS       ,KBE ,PA,  
0,CAN,CHIGNIK LAGOON                ,KCL ,PA,  
0,CAN,COLORADO CREEK                ,KCR ,PA,  
0,CAN,NANWALEK                      ,KEB ,PA,  
0,CAN,EKWOK                         ,KEK ,PA,  
0,CAN,GLACIER CREEK                 ,KGZ ,PA,  
0,CAN,KITOI BAY                     ,KKB ,PA,  
0,CAN,AKIACHAK                      ,KKI ,PA,  
0,CAN,KARLUK LAKE                   ,KKL ,PA,  
0,CAN,EKUK                          ,KKU ,PA,  
0,CAN,MOSER BAY                     ,KMY ,PA,  
0,CAN,OLGA BAY                      ,KOY ,PA,  
0,CAN,PORT WILLIAMS                 ,KPR ,PA,  
0,CAN,PORT BAILEY                   ,KPY ,PA,  
0,CAN,AKUTAN                        ,KQA ,PA,  
0,CAN,THORNE BAY                    ,KTB ,PA,  
0,CAN,WEST POINT VILLAGE            ,KWP ,PA,  
0,CAN,KASAAN                        ,KXA ,PA,  
0,CAN,COAL CREEK                    ,L20 ,PA,  
0,CAN,MACKEYS LAKES                 ,L85 ,PA,  
0,CAN,ROBE LAKE                     ,L93 ,PA,  
0,CAN,JONES LANDING                 ,L95 ,PA,  
0,CAN,MINUTEMAN LAKE                ,MFN ,PA,  
0,CAN,MOSES POINT                   ,MOS ,PA,  
0,CAN,METRO FLD                     ,MTF ,PA,  
0,CAN,MAY CREEK                     ,MYK ,PA,  
0,CAN,NINILCHIK                     ,NIN ,PA,  
0,CAN,LOOKOUT                       ,OL99,PA,  
0,CAN,PORT LIONS                    ,ORI ,PA,  
0,CAN,POINT THOMSON AIRSTRIP        ,PAAD,PA,  
0,CAN,ATKA                          ,PAAK,PA,  
0,CAN,PORT MOLLER                   ,PAAL,PA,  
0,CAN,DRIFTWOOD BAY AIR FORCE STATIO,PAAM,PA,  
0,CAN,GOLD KING CREEK               ,PAAN,PA,  
0,CAN,PORT ALEXANDER                ,PAAP,PA,  
0,CAN,WARREN "BUD" WOODS PALMER MUNI,PAAQ,PA,  
0,CAN,CASCO COVE CGS                ,PAAT,PA,  
0,CAN,BARTER ISLAND                 ,PABA,PA,  
0,CAN,BETHEL                        ,PABE,PA,  
0,CAN,BELUGA                        ,PABG,PA,  
0,CAN,ALLEN AAF                     ,PABI,PA,  
0,CAN,BUCKLAND                      ,PABL,PA,  
0,CAN,BIG MOUNTAIN                  ,PABM,PA,  
0,CAN,BADAMI                        ,PABP,PA,  
0,CAN,WILEY POST-WILL ROGERS MEML   ,PABR,PA,  
0,CAN,BETTLES                       ,PABT,PA,  
0,CAN,BULLEN POINT AIR FORCE STATION,PABU,PA,  
0,CAN,BIRCHWOOD                     ,PABV,PA,  
0,CAN,COLD BAY                      ,PACD,PA,  
0,CAN,CENTRAL                       ,PACE,PA,  
0,CAN,CHUATHBALUK                   ,PACH,PA,  
0,CAN,CHALKYITSIK                   ,PACI,PA,  
0,CAN,CROOKED CREEK                 ,PACJ,PA,  
0,CAN,CHEFORNAK                     ,PACK,PA,  
0,CAN,CLEAR                         ,PACL,PA,  
0,CAN,SCAMMON BAY                   ,PACM,PA,  
0,CAN,CIRCLE CITY                   ,PACR,PA,  
0,CAN,CAPE SARICHEF                 ,PACS,PA,  
0,CAN,MERLE K (MUDHOLE) SMITH       ,PACV,PA,  
0,CAN,COLDFOOT                      ,PACX,PA,  
0,CAN,CAPE ROMANZOF LRRS            ,PACZ,PA,  
0,CAN,DEERING                       ,PADE,PA,  
0,CAN,RED DOG                       ,PADG,PA,  
0,CAN,ADAK                          ,PADK,PA,  
0,CAN,DILLINGHAM                    ,PADL,PA,  
0,CAN,MARSHALL DON HUNTER SR        ,PADM,PA,  
0,CAN,KODIAK                        ,PADQ,PA,  
0,CAN,UNALASKA                      ,PADU,PA,  
0,CAN,KONGIGANAK                    ,PADY,PA,  
0,CAN,ELMENDORF AFB                 ,PAED,PA,  
0,CAN,EEK                           ,PAEE,PA,  
0,CAN,EAGLE                         ,PAEG,PA,  
0,CAN,CAPE NEWENHAM LRRS            ,PAEH,PA,  
0,CAN,EIELSON AFB                   ,PAEI,PA,  
0,CAN,ELFIN COVE                    ,PAEL,PA,  
0,CAN,EMMONAK                       ,PAEM,PA,  
0,CAN,KENAI MUNI                    ,PAEN,PA,  
0,CAN,NEWTOK                        ,PAEW,PA,  
0,CAN,FAIRBANKS INTL                ,PAFA,PA,  
0,CAN,LADD AAF                      ,PAFB,PA,  
