continue number,area code,airport name,ICAO identifier,ICAO code,ICAO code
0,USA,WILDHURST PINES               ,1MN4,K3,  
0,USA,MOLNAU AIRPARK                ,1MN5,K3,  
0,USA,SKY HARBOR RESIDENTIAL AIRPARK,1MN8,K3,  
0,USA,MOUNTAIN GROVE MEML           ,1MO ,K3,  
0,USA,WINDSOAR                      ,1MO2,K3,  
0,USA,LAKE VIKING                   ,1MO3,K3,  
0,USA,LANDMARK MFG CORPORATION      ,1MO4,K3,  
0,USA,DOUBLE S RANCH                ,1MO6,K3,  
0,USA,SHERLOCK FLD                  ,1MO8,K3,  
0,USA,PETERSON                      ,1MS2,K7,  
0,USA,COLUMBUS AFB AUX FLD, (GUNSHY),1MS8,K7,  
0,USA,NINE QUARTER CIRCLE RANCH     ,1MT0,K1,  
0,USA,SKYRIDER                      ,1MT2,K1,  
0,USA,WOOD STRIP                    ,1MT3,K1,  
0,USA,BOBCAT FLD                    ,1MT6,K1,  
0,USA,PRILL FLD                     ,1MT7,K1,  
0,USA,WILCOX                        ,1MT9,K1,  
0,USA,MEDCALF FLD                   ,1MU0,K3,  
0,USA,SMITTY'S LANDING              ,1MU2,K3,  
0,USA,MOOSEBERRY                    ,1MU7,K3,  
0,USA,CHURCH'S LANDING              ,1MU8,K3,  
0,USA,CARLSON AG                    ,1MY1,K3,  
0,USA,SANDIA AIRPARK ESTATES EAST   ,1N1 ,K2,  
0,USA,ALBERT                        ,1N3 ,K6,  
0,USA,BENNETT                       ,1N5 ,K6,  
0,USA,BLAIRSTOWN                    ,1N7 ,K6,  
0,USA,GIENGER/BOX BAR RANCH         ,1NA5,K3,  
0,USA,PRESZLER AIRSTRIP             ,1NA8,K3,  
0,USA,DELK'S                        ,1NC0,K7,  
0,USA,RON'S ULTRALIGHT FLD          ,1NC1,K7,  
0,USA,ATWELL                        ,1NC2,K7,  
0,USA,FLETCHER'S                    ,1NC3,K7,  
0,USA,BELL STRIP                    ,1NC4,K7,  
0,USA,RILEY FLD                     ,1NC5,K7,  
0,USA,ARANT                         ,1NC6,K7,  
0,USA,LONESOME FLD                  ,1NC8,K7,  
0,USA,NORTHBROOK INTL ULTRAPORT     ,1NC9,K7,  
0,USA,WALKINSHAW                    ,1ND4,K3,  
0,USA,HIGGINS BROS                  ,1NE0,K3,  
0,USA,WITTHUHN                      ,1NE2,K3,  
0,USA,SIBBERNSEN                    ,1NE5,K3,  
0,USA,MILLER AIRSTRIP               ,1NE6,K3,  
0,USA,CATALANO AIRFIELD             ,1NK6,K6,  
0,USA,BOONVILLE AIRPARK             ,1NK7,K6,  
0,USA,CHENANGO BRIDGE               ,1NK8,K6,  
0,USA,ME-OWN                        ,1NM0,K2,  
0,USA,BOYD FLD                      ,1NR7,K7,  
0,USA,FALLON SOUTHWEST AIRPARK      ,1NV1,K2,  
0,USA,RICHLAND AIRPARK              ,1NY3,K6,  
0,USA,LAKE WOAHINK                  ,1O0 ,K1,  
0,USA,GRANDFIELD MUNI               ,1O1 ,K4,  
0,USA,LAMPSON FLD                   ,1O2 ,K2,  
0,USA,LODI                          ,1O3 ,K2,  
0,USA,THOMAS MUNI                   ,1O4 ,K4,  
0,USA,MONTAGUE-YREKA ROHRER FLD     ,1O5 ,K2,  
0,USA,DUNSMUIR MUNI-MOTT            ,1O6 ,K2,  
0,USA,TIPTON MUNI                   ,1O8 ,K4,  
0,USA,BASHORE                       ,1OA1,K5,  
0,USA,MOLE                          ,1OA2,K5,  
0,USA,BARNETT AIRPARK               ,1OA3,K5,  
0,USA,KEPES FLYING FLD              ,1OA4,K5,  
0,USA,S AND S FLD                   ,1OH1,K5,  
0,USA,DOUGHERTY                     ,1OH2,K5,  
0,USA,MATHER FLD                    ,1OH3,K5,  
0,USA,LISBON AIRFIELD               ,1OH8,K5,  
0,USA,LEWIS                         ,1OH9,K5,  
0,USA,STONE                         ,1OI6,K5,  
0,USA,FAIRMONT FLD                  ,1OK ,K4,  
0,USA,NEVERSWEAT                    ,1OK0,K4,  
0,USA,DAVE'S PLACE                  ,1OK1,K4,  
0,USA,ENTZ HOME                     ,1OK2,K4,  
0,USA,WOLFE FLD                     ,1OK3,K4,  
0,USA,ENTZ OLIVER                   ,1OK6,K4,  
0,USA,GRIMES                        ,1OK7,K4,  
0,USA,5B RANCH                      ,1OK8,K4,  
0,USA,HANKINS                       ,1OK9,K4,  
0,USA,STECIAK STRIP                 ,1OL2,K4,  
0,USA,SUNNYHILL                     ,1OR0,K1,  
0,USA,SUNSET AIRSTRIP               ,1OR3,K1,  
0,USA,NORTH PLAINS                  ,1OR4,K1,  
0,USA,MAC FLD                       ,1OR5,K1,  
0,USA,SKYHILL                       ,1OR7,K1,  
0,USA,PLYMOUTH MUNI                 ,1P1 ,K6,  
0,USA,HINAMAN ACRES                 ,1PA0,K6,  
0,USA,RIDGEVIEW                     ,1PA3,K6,  
0,USA,WAGNER                        ,1PA4,K6,  
0,USA,NAPODANO                      ,1PN1,K6,  
0,USA,LEUKHARDT'S LANDING           ,1PN7,K6,  
0,USA,PAINTING PLANES               ,1PP ,K4,  
0,USA,ICKES                         ,1PS0,K6,  
0,USA,SANKEY                        ,1PS4,K6,  
0,USA,WICKER & WINGS AERODROME      ,1PS9,K6,  
0,USA,ECKERT FLD                    ,1Q1 ,K2,  
0,USA,SPAULDING                     ,1Q2 ,K2,  
0,USA,NEW JERUSALEM                 ,1Q4 ,K2,  
0,USA,GRAVELLY VALLEY               ,1Q5 ,K2,  
0,USA,GOVE COUNTY                   ,1QK ,K3,  
0,USA,JENA                          ,1R1 ,K4,  
0,USA,WOODWORTH                     ,1R4 ,K4,  
0,USA,BROOKHAVEN-LINCOLN COUNTY     ,1R7 ,K7,  
0,USA,BAY MINETTE MUNI              ,1R8 ,K7,  
0,USA,POINT ROBERTS AIRPARK         ,1RL ,K1,  
0,USA,ECKHART INTL                  ,1S1 ,K1,  
0,USA,DARRINGTON MUNI               ,1S2 ,K1,  
0,USA,TILLITT FLD                   ,1S3 ,K1,  
0,USA,SEILING                       ,1S4 ,K4,  
0,USA,SUNNYSIDE MUNI                ,1S5 ,K1,  
0,USA,PRIEST RIVER MUNI             ,1S6 ,K1,  
0,USA,SLATE CREEK                   ,1S7 ,K1,  
0,USA,ARLINGTON MUNI                ,1S8 ,K1,  
0,USA,CHEWELAH MUNI                 ,1S9 ,K1,  
0,USA,GWINN FLD                     ,1SC2,K7,  
0,USA,STOL-IT FARM                  ,1SC3,K7,  
0,USA,DORSEY RANCH                  ,1SD0,K3,  
0,USA,BURKE FLD                     ,1SD1,K3,  
0,USA,TURKEY RIDGE                  ,1SD3,K3,  
0,USA,VIG LIMOUSIN                  ,1SD4,K3,  
0,USA,DRAKE FARM                    ,1SD5,K3,  
0,USA,BOGNER NO II                  ,1SD6,K3,  
0,USA,KESTREL AIRPARK               ,1T7 ,K4,  
0,USA,BULVERDE AIRPARK              ,1T8 ,K4,  
0,USA,AREA 142                      ,1TA1,K4,  
0,USA,VIGO PARK                     ,1TA2,K4,  
0,USA,LAST RESORT                   ,1TA4,K4,  
0,USA,TWO LEGGS                     ,1TA5,K4,  
0,USA,THOMPSON FLD                  ,1TA7,K4,  
0,USA,RIO PINTO RANCH               ,1TA8,K4,  
0,USA,LOCKER BROTHERS               ,1TE0,K4,  
0,USA,BRISCOES CATARINA RANCH       ,1TE1,K4,  
0,USA,ZUEHL                         ,1TE4,K4,  
0,USA,CORPORA                       ,1TE5,K4,  
0,USA,RAY FARM                      ,1TE7,K4,  
0,USA,KAHUNA BAY                    ,1TE8,K4,  
0,USA,RMR RANCH                     ,1TE9,K4,  
0,USA,CEDAR CREST FLD               ,1TN0,K7,  
0,USA,KAY                           ,1TN2,K7,  
0,USA,WAGNER FLD                    ,1TN3,K7,  
0,USA,INTO THE WIND                 ,1TN8,K7,  
0,USA,CRUMLEY FLD                   ,1TN9,K7,  
0,USA,LAAS FARM                     ,1TS1,K4,  
0,USA,BAR 16                        ,1TS2,K4,  
0,USA,B & S                         ,1TS3,K4,  
0,USA,DENTONIO RANCH                ,1TS6,K4,  
0,USA,LANDERS RANCH                 ,1TS8,K4,  
0,USA,INDIANHEAD RANCH              ,1TS9,K4,  
0,USA,YANCEY CREEK RANCH            ,1TX0,K4,  
0,USA,J Y RANCH-R B MASTERSON III ES,1TX2,K4,  
0,USA,BEGGS RANCH                   ,1TX3,K4,  
0,USA,NEW GULF                      ,1TX4,K4,  
0,USA,LANEY FARM                    ,1TX5,K4,  
0,USA,MUXWORTHY                     ,1TX6,K4,  
0,USA,KILLION RANCH                 ,1TX7,K4,  
0,USA,HART AERIAL                   ,1TX8,K4,  
0,USA,HAWK RANCH                    ,1TX9,K4,  
0,USA,BEAR TRAP                     ,1U0 ,K1,  
0,USA,MOOSE CREEK /USFS/            ,1U1 ,K1,  
0,USA,MUD LAKE/WEST JEFFERSON COUNTY,1U2 ,K1,  
0,USA,MURPHY                        ,1U3 ,K1,  
0,USA,NEW MEADOWS                   ,1U4 ,K1,  
0,USA,OAKLEY MUNI                   ,1U6 ,K1,  
0,USA,BEAR LAKE COUNTY              ,1U7 ,K1,  
0,USA,PINE                          ,1U9 ,K1,  
0,USA,NAVAJO LAKE                   ,1V0 ,K2,  
0,USA,GRANT COUNTY                  ,1V2 ,K3,  
0,USA,FREMONT COUNTY                ,1V6 ,K2,  
0,USA,LEACH                         ,1V8 ,K2,  
0,USA,SABOT                         ,1VA0,K6,  
0,USA,MICRO                         ,1VA1,K6,  
0,USA,TYE RIVER                     ,1VA3,K6,  
0,USA,AARON PENSTON FLD             ,1VA7,K6,  
0,USA,HAZELSWART                    ,1VA8,K6,  
0,USA,WHITHALL FARM                 ,1VG2,K6,  
0,USA,MORTIMER BROWN LANDING        ,1VT8,K6,  
0,USA,GROVE FLD                     ,1W1 ,K1,  
0,USA,MEXICO FARMS                  ,1W3 ,K6,  
0,USA,PILOT'S PASTURES              ,1WA2,K1,  
0,USA,FALL CITY                     ,1WA6,K1,  
0,USA,FRIDAY WEST                   ,1WA9,K1,  
0,USA,WACO FLD                      ,1WF ,K5,  
0,USA,WILLIAMS                      ,1WI1,K5,  
0,USA,MOVING CLOUD ISLAND           ,1WI2,K5,  
0,USA,BUZZY FLD                     ,1WI3,K5,  
0,USA,BEAVER DAM LAKE               ,1WI5,K5,  
0,USA,AERO ESTATES                  ,1WI6,K5,  
0,USA,BUZZARDS ROOST                ,1WI7,K5,  
0,USA,JORGENSEN - STOLLER           ,1WI8,K5,  
0,USA,BLACKHAWK ISLAND              ,1WI9,K5,  
0,USA,SCHMIDT RANCH                 ,1WN0,K1,  
0,USA,KETTLE MORAINE                ,1WN1,K5,  
0,USA,DANIELSON FLD                 ,1WN3,K5,  
0,USA,SIMONS AIRFIELD               ,1WN5,K5,  
0,USA,HIGGINS/LIPSCOMB COUNTY       ,1X1 ,K4,  
0,USA,SKY ACRES                     ,1XA1,K4,  
0,USA,MIKESKA FLD                   ,1XA4,K4,  
0,USA,FLYING ARMADILLO FLD          ,1XA5,K4,  
0,USA,TAILWHEEL ACRES               ,1XA6,K4,  
0,USA,GLOSTER AERODROME             ,1XA7,K4,  
0,USA,HACKBERRY                     ,1XA8,K4,  
0,USA,ITLL DO AIRFIELD              ,1XS0,K4,  
0,USA,DUNHAM FLD                    ,1XS1,K4,  
0,USA,SKYE DANCE                    ,1XS2,K4,  
0,USA,RED SANDS RANCH               ,1XS4,K4,  
0,USA,PINON RANCH                   ,1XS8,K4,  
0,USA,JUDGE LEWIS FLD/MOUNT AYR MUNI,1Y3 ,K3,  
0,USA,NEW HAMPTON MUNI              ,1Y5 ,K3,  
0,USA,PAULLINA MUNI                 ,1Y9 ,K3,  
0,USA,GRAND CANYON BAR TEN AIRSTRIP ,1Z1 ,K2,  
0,USA,ROBBINS FLD                   ,20A ,K7,  
0,USA,RAK                           ,20AR,K4,  
0,USA,MYSTERIOUS VALLEY             ,20CL,K2,  
0,USA,PRATT                         ,20FD,K7,  
0,USA,LAKE SUZY ESTATES             ,20FL,K7,  
0,USA,EARL L SMALL JR  FLD/STOCKMAR ,20GA,K7,  
0,USA,HOBBES FLD                    ,20IA,K3,  
0,USA,HARRINGTON                    ,20ID,K1,  
0,USA,CANARY'S                      ,20IN,K5,  
0,USA,MITEK                         ,20IS,K5,  
0,USA,BRUSHY FORK FLD               ,20KT,K5,  
0,USA,VERONA LANDING                ,20KY,K5,  
0,USA,K-JOHN                        ,20LS,K4,  
0,USA,MACON MUNI                    ,20M ,K7,  
0,USA,DIXON                         ,20MS,K7,  
0,USA,PREVOST                       ,20MT,K1,  
0,USA,KINGSTON-ULSTER               ,20N ,K6,  
0,USA,MOUNTAIN VIEW                 ,20NC,K7,  
0,USA,STAFFORD                      ,20NY,K6,  
0,USA,MOSQUITO STRIP                ,20OH,K5,  
0,USA,WARNER'S                      ,20OR,K1,  
0,USA,LUTGEN                        ,20SD,K3,  
0,USA,ARESTI AERODROME              ,20T ,K4,  
0,USA,MAG DROP                      ,20TA,K4,  
0,USA,LILEY FLD                     ,20TN,K7,  
0,USA,BAINS PRIVATE                 ,20TS,K4,  
0,USA,GONE WITH THE WIND            ,20TT,K4,  
0,USA,BEACH                         ,20U ,K3,  
0,USA,MC ELROY AIRFIELD             ,20V ,K2,  
0,USA,WOODFORD AIRPARK              ,20VA,K6,  
0,USA,HAWK RIDGE                    ,20VG,K6,  
0,USA,SKYRAIDER SKYRANCH            ,20WA,K1,  
0,USA,HARJU                         ,20WI,K5,  
0,USA,KLUTTS FLD                    ,20XS,K4,  
0,USA,SKARDA/TOLLVILLE              ,21AR,K4,  
0,USA,WHITE MOUNTAIN LAKE           ,21AZ,K2,  
0,USA,LAKE ELMO                     ,21D ,K3,  
0,USA,JACKSBORO MUNI                ,21F ,K4,  
0,USA,ROCKLEDGE                     ,21FA,K7,  
0,USA,LAND'S FLD                    ,21FD,K7,  
0,USA,KINGS FLD                     ,21FL,K7,  
0,USA,DEER CROSSING                 ,21GE,K7,  
0,USA,SKYLINE                       ,21H ,K1,  
0,USA,GRAME                         ,21IN,K5,  
0,USA,SOARING SUN                   ,21JY,K6,  
0,USA,LINCOLN FARM                  ,21KY,K5,  
0,USA,SOUTHERN HELICOPTERS          ,21LA,K4,  
0,USA,SOLITUDE AIRSTRIP             ,21LS,K4,  
0,USA,CURRIER'S                     ,21M ,K6,  
0,USA,MOODY FLD                     ,21ME,K6,  
0,USA,CLEARWATER                    ,21MN,K3,  
0,USA,BLYTHE BAYOU FARMS            ,21MS,K7,  
0,USA,HARRIS RUNWAY                 ,21MT,K1,  
0,USA,THE PENINSULA                 ,21MU,K3,  
0,USA,MATTITUCK                     ,21N ,K6,  
0,USA,ROSENAU                       ,21ND,K3,  
0,USA,PROPWASH                      ,21NH,K6,  
0,USA,DON KICHOTE-QUIXOTE           ,21NK,K6,  
0,USA,AMES                          ,21OG,K1,  
0,USA,CLEARWATER AIRPARK            ,21OI,K5,  
0,USA,GRAHAM                        ,21SC,K7,  
0,USA,MACGUIRE RANCH                ,21TE,K4,  
0,USA,RAY'S STALL                   ,21TN,K7,  
0,USA,EAGLES NEST                   ,21VA,K6,  
0,USA,RANGER CREEK                  ,21W ,K1,  
0,USA,HOUSTON AIRPARK               ,21XS,K4,  
0,USA,COMMODORE CENTER              ,22CA,K2,  
0,USA,DOUBLE TREE FARM              ,22CL,K2,  
0,USA,FLYING E                      ,22CO,K2,  
0,USA,BANDEL                        ,22D ,K6,  
0,USA,KENT COUNTY                   ,22F ,K4,  
0,USA,HIDDEN RIVER                  ,22FA,K7,  
0,USA,LAKESIDE                      ,22FL,K7,  
0,USA,RIVERSIDE                     ,22GA,K7,  
0,USA,VINTON COUNTY                 ,22I ,K5,  
0,USA,TREASURE GULCH                ,22ID,K1,  
0,USA,LEWIS                         ,22II,K5,  
0,USA,HELLER                        ,22IL,K5,  
0,USA,SPANGLER FARM                 ,22IN,K5,  
0,USA,WD FLYERS                     ,22LA,K4,  
0,USA,COUVILLION                    ,22LS,K4,  
0,USA,PONTOTOC COUNTY               ,22M ,K7,  
0,USA,LAURA'S LANDING               ,22MD,K6,  
0,USA,EASTMANS MEDICINE LAKE        ,22MN,K3,  
0,USA,SKY LANDINGS                  ,22MS,K7,  
0,USA,WOUNDED BUCK RANCH            ,22MT,K1,  
0,USA,JAKE ARNER MEML               ,22N ,K6,  
0,USA,FLINT RIDGE                   ,22NC,K7,  
0,USA,WITHROTOR                     ,22OG,K1,  
0,USA,SMITH FLD                     ,22OK,K4,  
0,USA,IRON CROWN                    ,22OR,K1,  
0,USA,PAISLEY                       ,22S ,K1,  
0,USA,TECUMSEH MILLS                ,22T ,K5,  
0,USA,PHARMNALL                     ,22TA,K4,  
0,USA,LARKSPUR AIRSTRIP             ,22UT,K2,  
0,USA,GOLLEHON                      ,22WA,K1,  
0,USA,SOUTHWIND                     ,22WN,K5,  
0,USA,KISSACK/REYNOLDS              ,22WY,K1,  
0,USA,LONGHORN AUX LANDING STRIP    ,22XS,K4,  
0,USA,CLASSIC AIRSTRIP              ,23AR,K4,  
0,USA,MORETON AIRPARK               ,23AZ,K2,  
0,USA,AVIATION ACRES                ,23CD,K2,  
0,USA,HIGH MESA                     ,23CO,K2,  
0,USA,KARLSTAD MUNI                 ,23D ,K3,  
0,USA,FULL THROTTLE FARM            ,23DE,K6,  
0,USA,GYRO TOWN USA                 ,23FL,K7,  
0,USA,LT LANDING                    ,23GE,K7,  
0,USA,SOUTHFORK                     ,23ID,K1,  
0,USA,CLARK                         ,23IS,K5,  
0,USA,JAMISON FLD                   ,23JY,K3,  
0,USA,KENTUCKY CREEK LANDING        ,23KS,K3,  
0,USA,BARNES FARM                   ,23KY,K5,  
0,USA,WARNER-THUNDER HILL           ,23LA,K4,  
0,USA,CLARKE COUNTY                 ,23M ,K7,  
0,USA,BREEZECROFT                   ,23MD,K6,  
0,USA,DVORACEK FLD                  ,23MI,K5,  
0,USA,HIGH GROVE                    ,23MN,K3,  
0,USA,SHILOH AIRPARK                ,23MO,K3,  
0,USA,WATERFALL                     ,23MT,K1,  
0,USA,SEAN D SHELDON MEML AIRFIELD  ,23MU,K3,  
0,USA,BAYPORT AERODROME             ,23N ,K6,  
0,USA,ANDERSON                      ,23ND,K3,  
0,USA,WINDSWEPT                     ,23NH,K6,  
0,USA,ALLIANCE                      ,23NJ,K6,  
0,USA,LONG ACRE FARMS               ,23NK,K6,  
0,USA,WHITFIELD'S EAST              ,23NR,K7,  
0,USA,JOLAMTRA LANDING AREA         ,23NY,K6,  
0,USA,CEDAR ACRES PRIVATE GROUP     ,23PA,K6,  
0,USA,DEVINE MUNI                   ,23R ,K4,  
0,USA,SEELEY LAKE                   ,23S ,K1,  
0,USA,ROWLAND R AIRFIELD            ,23TA,K4,  
0,USA,BERTANI RANCH                 ,23TS,K4,  
0,USA,THE GROVE/RANCH               ,23TX,K4,  
0,USA,WHEATLAND                     ,23VA,K6,  
0,USA,MURDOCK'S HOLLY BU            ,23VG,K6,  
0,USA,WILLIE'S                      ,23WN,K5,  
0,USA,EL TEJANO                     ,23XA,K4,  
0,USA,SHORTHORN AUX LANDING STRIP   ,23XS,K4,  
0,USA,JACKSON COUNTY                ,24A ,K7,  
0,USA,GRIFFIN AG                    ,24AR,K4,  
0,USA,PLEASANT VALLEY AIRSTRIP      ,24AZ,K2,  
0,USA,LOWELL CITY                   ,24C ,K5,  
0,USA,BOSWELL                       ,24CL,K2,  
0,USA,BEE FLD                       ,24CT,K6,  
0,USA,CYPRESS RIVER                 ,24F ,K4,  
0,USA,GARCON FLD                    ,24FL,K7,  
0,USA,ISLEY FLD                     ,24IA,K3,  
0,USA,WILLIAMS FLYING FLD           ,24IN,K5,  
0,USA,SUWANNEE COUNTY               ,24J ,K7,  
0,USA,KRASSEL USFS                  ,24K ,K1,  
0,USA,WEISS ACRES                   ,24KS,K3,  
0,USA,LAMBERT                       ,24LL,K5,  
0,USA,WILDERNESS AIRPARK            ,24M ,K5,  
0,USA,SLIP KNOT LANDING             ,24ME,K6,  
0,USA,BERGEMANN                     ,24MN,K3,  
0,USA,MISTWOOD                      ,24MO,K3,  
0,USA,HAGGERTY                      ,24MT,K1,  
0,USA,STEELE                        ,24MU,K3,  
0,USA,JICARILLA APACHE NATION       ,24N ,K2,  
0,USA,MC GEE FLD                    ,24NC,K7,  
0,USA,ORR                           ,24NE,K3,  
0,USA,TAILDRAGGER ACRES             ,24NJ,K6,  
0,USA,REEDS                         ,24OI,K5,  
0,USA,KINDELBERGER LANDING STRIP    ,24PA,K6,  
0,USA,DILLEY AIRPARK                ,24R ,K4,  
0,USA,PINEHURST STATE               ,24S ,K1,  
0,USA,THE FARM                      ,24SC,K7,  
0,USA,MOORE RANCH                   ,24TA,K4,  
0,USA,THURBER LAKE                  ,24TX,K4,  
0,USA,CHERRYSTONE                   ,24VA,K6,  
0,USA,IRLBECK                       ,24WI,K5,  
0,USA,CROSS-B                       ,24XA,K4,  
0,USA,CEDAR CREEK RANCH             ,25AR,K4,  
0,USA,MYSTERY WELL RANCH            ,25AZ,K2,  
0,USA,LOMA MADERA RANCH             ,25CA,K2,  
0,USA,LUX FLD                       ,25CD,K2,  
0,USA,VAN DYKE STRIP                ,25CL,K2,  
0,USA,CRYSTAL LAKES                 ,25CO,K2,  
0,USA,FOREST LAKE                   ,25D ,K3,  
0,USA,RITZ CARLTON GRANDE LAKES     ,25FD,K7,  
0,USA,CONNELL'S WAHOO               ,25FL,K7,  
0,USA,MILLER FARM                   ,25GA,K7,  
0,USA,HOLZWARTH FLYING SERVICE      ,25IL,K5,  
0,USA,REID-EASH                     ,25IN,K5,  
0,USA,LOWER CHATTAHOOCHEE RGNL      ,25J ,K7,  
0,USA,WYRILL FARMING                ,25KS,K3,  
0,USA,PLANE CRAZY                   ,25LA,K4,  
0,USA,RIPLEY                        ,25M ,K7,  
0,USA,WHALEN FLD                    ,25MD,K6,  
0,USA,HOWARD AIRFIELD               ,25MI,K5,  
0,USA,SHIRT LAKE                    ,25MN,K3,  
0,USA,COOK                          ,25MO,K3,  
0,USA,BLATTER                       ,25MT,K1,  
0,USA,SMITH AIR STRIP               ,25NC,K7,  
0,USA,LANDEIS AIRSTRIP              ,25ND,K3,  
0,USA,CORR                          ,25NE,K3,  
0,USA,PRESBY FLD                    ,25NH,K6,  
0,USA,LOUCKS                        ,25NK,K6,  
0,USA,DREAM CATCHER RANCH           ,25NM,K2,  
0,USA,PARKER CARSON                 ,25NV,K2,  
0,USA,HAMMOND                       ,25OH,K5,  
0,USA,WILDLIFE RANCH                ,25OK,K4,  
0,USA,MOUNTAIN RIDGE                ,25SC,K7,  
0,USA,FERRIS                        ,25TA,K4,  
0,USA,MILLER AIRFIELD               ,25TS,K4,  
0,USA,HUBBARD                       ,25TX,K4,  
0,USA,MEMALOOSE USFS                ,25U ,K1,  
0,USA,TODDSBURY FARM                ,25VA,K6,  
0,USA,CT FIELDS                     ,25VG,K6,  
0,USA,HART RANCH                    ,25WA,K1,  
0,USA,LITTLE PLUM CREEK             ,25WN,K5,  
0,USA,HEADWATERS                    ,25XA,K4,  
0,USA,MOONBOW FLD                   ,25XS,K4,  
0,USA,ASHLAND/LINEVILLE             ,26A ,K7,  
0,USA,RICHARDSON FLD                ,26AL,K7,  
0,USA,FLY "N" K                     ,26AR,K4,  
0,USA,FLYING DARE'S RANCH           ,26AZ,K2,  
0,USA,BOECKMANN RANCH               ,26CA,K2,  
0,USA,HENNESSY                      ,26FD,K7,  
0,USA,MOOSE LODGE                   ,26ID,K1,  
0,USA,HAVEN CENTER                  ,26IN,K5,  
0,USA,FICKLIN-AIRTECH               ,26IS,K5,  
0,USA,PEPPERELL                     ,26MA,K6,  
0,USA,VAN STRIEN                    ,26MI,K5,  
0,USA,CHRISTIANSON FLD              ,26MN,K3,  
0,USA,TABER FLD                     ,26MO,K3,  
0,USA,HUTCHINSON                    ,26MT,K1,  
0,USA,OCEAN CITY MUNI               ,26N ,K6,  
0,USA,BOONVILLE                     ,26NC,K7,  
0,USA,DARROW FLD                    ,26NV,K2,  
0,USA,OAKRIDGE RANCH                ,26OG,K1,  
0,USA,ROSS                          ,26OH,K5,  
0,USA,PHEASANT WINGS                ,26OK,K4,  
0,USA,JACKSON COUNTY                ,26R ,K4,  
0,USA,MC DERMITT STATE              ,26U ,K1,  
0,USA,WOLF LAKE                     ,26W ,K5,  
0,USA,KITTY-WOMPUS                  ,26WI,K5,  
0,USA,TATUM RANCH                   ,26XS,K4,  
0,USA,LITTLE TEXAS                  ,27AL,K7,  
0,USA,EAGLE ROOST AIRPARK           ,27AZ,K2,  
0,USA,MECOSTA MORTON                ,27C ,K5,  
0,USA,HOLIDAY RANCH                 ,27CA,K2,  
0,USA,SOPWITH FARM                  ,27CL,K2,  
0,USA,ROUBIDEAU                     ,27CO,K2,  
0,USA,STANCHESTER                   ,27FA,K7,  
0,USA,WILSON AIRSTRIP               ,27GA,K7,  
0,USA,OLDFIELD AERO                 ,27IA,K3,  
0,USA,GELFIUS INTL                  ,27IS,K5,  
0,USA,GEORGETOWN-SCOTT COUNTY RGNL  ,27K ,K5,  
0,USA,BELLAMY FARM                  ,27KS,K3,  
0,USA,SULLIVAN FLD                  ,27LL,K5,  
0,USA,WAMSETTO                      ,27MA,K6,  
0,USA,MYLES LANDING                 ,27MD,K6,  
0,USA,MILLER FLD                    ,27MI,K5,  
0,USA,LAKE BRONSON                  ,27MN,K3,  
0,USA,ROUTE 66 AIRFIELD             ,27MO,K3,  
0,USA,JOLLY FLD                     ,27MS,K7,  
0,USA,RAHN                          ,27MT,K1,  
0,USA,OVERLAND-LOHSE FLD            ,27ND,K3,  
0,USA,HENDRICKS FLD                 ,27NE,K3,  
0,USA,MOHAWK AIR PARK               ,27NK,K6,  
0,USA,C A G FARMS                   ,27NR,K7,  
0,USA,SCHALLER                      ,27OH,K5,  
0,USA,THOMAS LANDING                ,27OK,K4,  
0,USA,ELDORA                        ,27P ,K3,  
0,USA,ELDORADO                      ,27R ,K4,  
0,USA,SANDS HILL                    ,27TX,K4,  
0,USA,LAKE WENATCHEE STATE          ,27W ,K1,  
0,USA,JC'S                          ,27WA,K1,  
0,USA,KURT'S FLD                    ,27WV,K6,  
0,USA,ARNETT LANDING                ,27XA,K4,  
0,USA,SPORT FLYERS                  ,27XS,K4,  
0,USA,GOOSE CREEK                   ,28A ,K7,  
0,USA,FOSHEE                        ,28AL,K7,  
0,USA,HENLEY AERODROME              ,28AR,K4,  
0,USA,SAMPLEY'S                     ,28AZ,K2,  
0,USA,DOS PALOS                     ,28CA,K2,  
0,USA,JIM FINLAY FARM               ,28FL,K7,  
0,USA,PEGTOWN                       ,28IA,K3,  
0,USA,CEDAR FARM                    ,28II,K5,  
0,USA,WEST GROVE                    ,28IL,K5,  
0,USA,PALATKA MUNI - LT KAY LARKIN F,28J ,K7,  
0,USA,BRANDON AIRDROME              ,28KY,K5,  
0,USA,WILLIAMSON                    ,28LL,K5,  
0,USA,CRANLAND                      ,28M ,K6,  
0,USA,CANNIZZARO FLD                ,28MA,K6,  
0,USA,MILLER-HERROLD                ,28MI,K5,  
0,USA,RIVER RIDGE RANCH             ,28MN,K3,  
0,USA,PASLEY                        ,28MO,K3,  
0,USA,CAIN RANCH                    ,28MT,K1,  
0,USA,VINELAND-DOWNSTOWN            ,28N ,K6,  
0,USA,RITCHIE AIRFIELD              ,28NK,K6,  
0,USA,DRY POND                      ,28NR,K7,  
0,USA,SPAULDING AERODROME           ,28NY,K6,  
0,USA,HOUK FLD                      ,28OH,K5,  
0,USA,PELLAR FARM                   ,28OK,K4,  
0,USA,PARRETT MOUNTAIN              ,28OR,K1,  
0,USA,BOYER                         ,28PA,K6,  
